"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Positive Regulation Of Interleukin-4 Production (GO:0032753)","3/18",0.000382273583035019,0.0231857238406022,0,0,25.0936708860759,197.471481730815,"CD86;FCER1G;IRF4"
"Cellular Response To Lipopolysaccharide (GO:0071222)","6/124",0.000506339023722946,0.0274674792058695,0,0,6.46943685073811,49.0920542158542,"CD86;LYN;ADAM9;CD14;LILRB2;CD68"
"Positive Regulation Of Defense Response (GO:0031349)","6/124",0.000506339023722946,0.0274674792058695,0,0,6.46943685073811,49.0920542158542,"GPRC5B;GRN;EMILIN2;TLR8;CD1D;MEFV"
"Regulation Of Cardiac Muscle Cell Proliferation (GO:0060043)","3/20",0.000527784395126081,0.0274674792058695,0,0,22.1392405063291,167.080922818723,"TGFBR3;PIM1;TGFBR1"
"Cellular Response To Lipid (GO:0071396)","8/228",0.000531628629791023,0.0274674792058695,0,0,4.66286393345217,35.1559674688518,"CD86;LYN;PID1;FES;ADAM9;CD14;LILRB2;CD68"
"Ventricular Compact Myocardium Morphogenesis (GO:0003223)","2/5",0.000633834972375731,0.0315785638022909,0,0,83.1698113207547,612.439363814994,"TGFBR3;TGFBR1"
"Fc Receptor Mediated Stimulatory Signaling Pathway (GO:0002431)","3/22",0.000704601626742559,0.0338937679070989,0,0,19.8067954696869,143.755304759436,"LYN;PAK1;FCER1G"
"Phosphorylation (GO:0016310)","11/429",0.000728961866264132,0.0338967267812821,0,0,3.40719298245614,24.6131843735431,"LYN;PAK1;CDK6;TXK;PIM1;PI4KA;PRKCA;IRAK3;CSF2RA;TGFBR1;PDK1"
"Regulation Of Interleukin-4 Production (GO:0032673)","3/23",0.000805523994590608,0.0362485797565773,0,0,18.8155063291139,134.041997627159,"CD86;FCER1G;IRF4"
"Fc-gamma Receptor Signaling Pathway (GO:0038094)","3/24",0.000915183872734944,0.0388025400746261,0,0,17.9186256781193,125.36561393275,"LYN;PAK1;FCER1G"
"Peptidyl-Tyrosine Modification (GO:0018212)","4/54",0.00093534820473278,0.0388025400746261,0,0,10.0835668789809,70.3287617246552,"LYN;CSF1R;FES;EPHA1"
"Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class I (GO:0042590)","2/6",0.000945724991066156,0.0388025400746261,0,0,62.374213836478,434.346501805233,"FCER1G;IFI30"
"Negative Regulation Of Cell Population Proliferation (GO:0008285)","10/379",0.0010225922499854,0.0400623349235913,0,0,3.49431971140903,24.0598394481204,"LYN;TGFBR3;PAK1;CDK6;CTBP2;ADAMTS1;CLMN;CYP1B1;IGFBP7;CD33"
"Regulation Of Platelet Aggregation (GO:0090330)","3/25",0.00103386670770558,0.0400623349235913,0,0,17.1032796317606,117.575630754593,"LYN;EMILIN2;PRKCA"
"Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886)","3/26",0.00116184947138836,0.0415584618611991,0,0,16.358833241607,110.548777275615,"FCER1G;IFI30;CTSS"
"Regulation Of Myeloid Cell Differentiation (GO:0045637)","3/26",0.00116184947138836,0.0415584618611991,0,0,16.358833241607,110.548777275615,"LYN;CDK6;FES"
"Positive Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031112)","3/26",0.00116184947138836,0.0415584618611991,0,0,16.358833241607,110.548777275615,"PAK1;NUMA1;FES"
"Activation Of Phospholipase C Activity (GO:0007202)","3/27",0.00129940080303345,0.0417554387409223,0,0,15.6764240506329,104.18319478055,"CD86;TXK;RASGRP4"
"Regulation Of Leukocyte Degranulation (GO:0043300)","2/7",0.00131701742265275,0.0417554387409223,0,0,49.896855345912,330.935186241854,"LYN;FES"
"Regulation Of Leukocyte Proliferation (GO:0070663)","2/7",0.00131701742265275,0.0417554387409223,0,0,49.896855345912,330.935186241854,"HHEX;CSF2RA"
"Positive Regulation Of Aspartic-Type Peptidase Activity (GO:1905247)","2/7",0.00131701742265275,0.0417554387409223,0,0,49.896855345912,330.935186241854,"LYN;GRN"
"Coronary Vasculature Morphogenesis (GO:0060977)","2/7",0.00131701742265275,0.0417554387409223,0,0,49.896855345912,330.935186241854,"TGFBR3;TGFBR1"
"Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495)","3/28",0.00144678115018698,0.0448502156557963,0,0,15.0486075949367,98.3940278823759,"FCER1G;IFI30;CTSS"
"Positive Regulation Of Vasculature Development (GO:1904018)","5/104",0.00153898449072926,0.0466233094734866,0,0,6.39083139083139,41.3910662985836,"GRN;CYP1B1;EMILIN2;PRKCA;EPHA1"
"Positive Regulation Of Apoptotic Process (GO:0043065)","8/270",0.00158005061077787,0.0466233094734866,0,0,3.90699995010727,25.2013155282209,"GRN;ADAMTSL4;BCL2;CYP1B1;EMILIN2;ITGA6;CTSS;TGFBR1"
"Positive Regulation Of Microtubule Polymerization (GO:0031116)","3/29",0.00160424290661459,0.0466233094734866,0,0,14.4690847127556,93.1100554046883,"PAK1;NUMA1;FES"
"Regulation Of Defense Response To Bacterium (GO:1900424)","2/8",0.00174674765452461,0.0487342595612366,0,0,41.5786163522013,264.024201500018,"GRN;EMILIN2"
"Immune Response-Inhibiting Cell Surface Receptor Signaling Pathway (GO:0002767)","2/8",0.00174674765452461,0.0487342595612366,0,0,41.5786163522013,264.024201500018,"LYN;LILRB2"
"Response To Lipopolysaccharide (GO:0032496)","6/159",0.00183800170209934,0.0502747524397761,0,0,4.98064516129032,31.3734640385749,"CD86;ADAM9;IRAK3;CD14;LILRB2;CD68"
"Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478)","3/31",0.00195038077115377,0.0503848365881391,0,0,13.4342224231465,83.8259295229234,"FCER1G;IFI30;CTSS"
"Positive Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:1900087)","3/31",0.00195038077115377,0.0503848365881391,0,0,13.4342224231465,83.8259295229234,"CCND2;ADAMTS1;UBE2E2"
"Toll-Like Receptor Signaling Pathway (GO:0002224)","3/31",0.00195038077115377,0.0503848365881391,0,0,13.4342224231465,83.8259295229234,"TLR8;IRAK3;CTSS"
"Peptidyl-Tyrosine Phosphorylation (GO:0018108)","4/67",0.00209091219200232,0.05281996250516,0,0,7.99757355171368,49.3462672600986,"LYN;CSF1R;FES;EPHA1"
"Regulation Of Mast Cell Activation (GO:0033003)","2/9",0.00223396257190282,0.05281996250516,0,0,35.6370170709793,217.527580029912,"LYN;CD300LF"
"Regulation Of Mast Cell Activation Involved In Immune Response (GO:0033006)","2/9",0.00223396257190282,0.05281996250516,0,0,35.6370170709793,217.527580029912,"LYN;FES"
"Regulation Of Myeloid Leukocyte Mediated Immunity (GO:0002886)","2/9",0.00223396257190282,0.05281996250516,0,0,35.6370170709793,217.527580029912,"LYN;FES"
"Regulation Of Transmembrane Transporter Activity (GO:0022898)","2/9",0.00223396257190282,0.05281996250516,0,0,35.6370170709793,217.527580029912,"BCL2;PIM1"
"Inositol Lipid-Mediated Signaling (GO:0048017)","3/33",0.00233967761965469,0.0543975046569715,0,0,12.5373417721519,75.9479834323409,"CSF1R;PTAFR;PI4KA"
"Positive Regulation Of Protein Polymerization (GO:0032273)","4/70",0.00245510021923899,0.0561453246858752,0,0,7.63288940359004,45.8705182452645,"PAK1;TPPP3;NUMA1;FES"
"Cellular Response To Molecule Of Bacterial Origin (GO:0071219)","5/117",0.0025796481403069,0.0580420831569053,0,0,5.64531822344322,33.6466739531954,"CD86;ADAM9;CD14;LILRB2;CD68"
"Positive Regulation Of Angiogenesis (GO:0045766)","5/119",0.00277615301191071,0.0596141541247119,0,0,5.54571524966262,32.6459016133362,"GRN;CYP1B1;EMILIN2;PRKCA;EPHA1"
"Positive Regulation Of Defense Response To Bacterium (GO:1900426)","2/10",0.00277772044308693,0.0596141541247119,0,0,31.1808176100629,183.534179832459,"GRN;EMILIN2"
"Receptor-Mediated Endocytosis Of Virus By Host Cell (GO:0019065)","2/10",0.00277772044308693,0.0596141541247119,0,0,31.1808176100629,183.534179832459,"DPP4;SIGLEC1"
"Positive Regulation Of Phospholipase C Activity (GO:0010863)","3/36",0.0030083267367837,0.0635714459764086,0,0,11.3958573072497,66.168578308487,"CD86;TXK;RASGRP4"
"Extracellular Matrix Organization (GO:0030198)","6/176",0.00305325224402823,0.0635714459764086,0,0,4.47870967741935,25.9386618372411,"ADAMTSL4;ADAMTS1;SPOCK2;CYP1B1;CTSS;TGFBR1"
"Regulation Of Cell Motility (GO:2000145)","5/123",0.00320134029288214,0.0645348173759871,0,0,5.3566384180791,30.7695258833736,"CSF1R;CDK6;FES;SPOCK2;FLNA"
"Regulation Of Homotypic Cell-Cell Adhesion (GO:0034110)","2/11",0.00337709080175416,0.0645348173759871,0,0,27.7148846960168,157.71822094,"LYN;PRKCA"
"Cellular Response To Thyroid Hormone Stimulus (GO:0097067)","2/11",0.00337709080175416,0.0645348173759871,0,0,27.7148846960168,157.71822094,"LMO2;CTSS"
"Cytidine To Uridine Editing (GO:0016554)","2/11",0.00337709080175416,0.0645348173759871,0,0,27.7148846960168,157.71822094,"RBM47;APOBEC3A"
"Intrinsic Apoptotic Signaling Pathway In Response To Oxidative Stress (GO:0008631)","2/11",0.00337709080175416,0.0645348173759871,0,0,27.7148846960168,157.71822094,"CYP1B1;PDK1"
"Regulation Of Cell Activation (GO:0050865)","2/11",0.00337709080175416,0.0645348173759871,0,0,27.7148846960168,157.71822094,"FCER1G;TXK"
"Cellular Response To Cytokine Stimulus (GO:0071345)","8/308",0.00355650092776688,0.0670448485707404,0,0,3.40549019607843,19.2034846454141,"CSF1R;PID1;IL4R;STAT4;IRAK3;LILRA1;LILRB2;CSF2RA"
"Negative Regulation Of Lymphocyte Proliferation (GO:0050672)","3/39",0.00378337427617233,0.0703707615368054,0,0,10.4446202531646,58.2510989738085,"CD86;LYN;LILRB2"
"Negative Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071901)","4/80",0.00398046751631454,0.0709046990276405,0,0,6.62520952061683,36.613266386669,"LYN;HHEX;IRAK3;SLC8A1"
"Wound Healing (GO:0042060)","4/80",0.00398046751631454,0.0709046990276405,0,0,6.62520952061683,36.613266386669,"PAK1;MYOF;TGFBR1;PLEC"
"Response To Thyroid Hormone (GO:0097066)","2/12",0.00403115432929467,0.0709046990276405,0,0,24.9421383647799,137.523530905901,"LMO2;CTSS"
"Regulation Of Microtubule Polymerization (GO:0031113)","3/40",0.00406621929907616,0.0709046990276405,0,0,10.161820047896,55.9412424041616,"PAK1;NUMA1;FES"
"Positive Regulation Of Cell Cycle G1/S Phase Transition (GO:1902808)","3/40",0.00406621929907616,0.0709046990276405,0,0,10.161820047896,55.9412424041616,"CCND2;ADAMTS1;UBE2E2"
"Regulation Of Macrophage Cytokine Production (GO:0010935)","2/13",0.00473900274087107,0.0787012955180375,0,0,22.6735277301315,121.347100561152,"GPRC5B;IRAK3"
"Negative Regulation Of Toll-Like Receptor Signaling Pathway (GO:0034122)","2/13",0.00473900274087107,0.0787012955180375,0,0,22.6735277301315,121.347100561152,"IRAK3;CD300LF"
"Positive Regulation Of Cardiac Muscle Cell Proliferation (GO:0060045)","2/13",0.00473900274087107,0.0787012955180375,0,0,22.6735277301315,121.347100561152,"TGFBR3;PIM1"
"Immune Response-Regulating Cell Surface Receptor Signaling Pathway (GO:0002768)","2/13",0.00473900274087107,0.0787012955180375,0,0,22.6735277301315,121.347100561152,"LYN;LILRB2"
"Integrin-Mediated Signaling Pathway (GO:0007229)","4/85",0.00494076754644342,0.07911180088435,0,0,6.21467327199811,33.0013729501364,"ADAMTS1;TXK;ADAM9;ITGA6"
"Positive Regulation Of Cell-Matrix Adhesion (GO:0001954)","3/43",0.00499056521707728,0.07911180088435,0,0,9.39825949367089,49.8127123510997,"CDK6;EPHA1;RIN2"
"Ephrin Receptor Signaling Pathway (GO:0048013)","3/43",0.00499056521707728,0.07911180088435,0,0,9.39825949367089,49.8127123510997,"LYN;PAK1;EPHA1"
"Positive Regulation Of Stress Fiber Assembly (GO:0051496)","3/43",0.00499056521707728,0.07911180088435,0,0,9.39825949367089,49.8127123510997,"PAK1;EPHA1;TGFBR1"
"Negative Regulation Of Immune System Process (GO:0002683)","3/44",0.00532446150782911,0.0816222395980396,0,0,9.16857054646496,48.0015348852372,"LYN;IRAK3;LILRB2"
"Positive Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001961)","3/44",0.00532446150782911,0.0816222395980396,0,0,9.16857054646496,48.0015348852372,"RBM47;TXK;CD300LF"
"Regulation Of B Cell Proliferation (GO:0030888)","3/44",0.00532446150782911,0.0816222395980396,0,0,9.16857054646496,48.0015348852372,"LYN;BST1;BCL2"
"Regulation Of Mast Cell Degranulation (GO:0043304)","2/14",0.00549973866926378,0.0824960800389567,0,0,20.7830188679245,108.135184053979,"LYN;FES"
"Pathway-Restricted SMAD Protein Phosphorylation (GO:0060389)","2/14",0.00549973866926378,0.0824960800389567,0,0,20.7830188679245,108.135184053979,"TGFBR3;TGFBR1"
"Positive Regulation Of Innate Immune Response (GO:0045089)","3/45",0.00567148822567387,0.0832813271033164,0,0,8.9498191681736,46.2911829949399,"RBM47;TLR8;CD1D"
"Regulation Of Apoptotic Signaling Pathway (GO:2001233)","3/45",0.00567148822567387,0.0832813271033164,0,0,8.9498191681736,46.2911829949399,"BCL2;CTSS;TGFBR1"
"B Cell Mediated Immunity (GO:0019724)","2/15",0.00631247554907949,0.0880590339096589,0,0,19.1833575229802,97.1680673398827,"FCER1G;TLR8"
"Regulation Of Monocyte Differentiation (GO:0045655)","2/15",0.00631247554907949,0.0880590339096589,0,0,19.1833575229802,97.1680673398827,"CDK6;FES"
"Phagosome Maturation (GO:0090382)","2/15",0.00631247554907949,0.0880590339096589,0,0,19.1833575229802,97.1680673398827,"RAB32;RAB39A"
"Positive Regulation Of Cell Activation (GO:0050867)","2/15",0.00631247554907949,0.0880590339096589,0,0,19.1833575229802,97.1680673398827,"PLA2G4A;FLNA"
"Regulation Of Carbohydrate Metabolic Process (GO:0006109)","2/15",0.00631247554907949,0.0880590339096589,0,0,19.1833575229802,97.1680673398827,"FOXK1;PDK1"
"B Cell Activation (GO:0042113)","4/92",0.00652975768005174,0.0901882372640809,0,0,5.71829762594094,28.7709594459284,"CD86;HHEX;NFAM1;BCL2"
"Negative Regulation Of Protein Metabolic Process (GO:0051248)","5/147",0.00678807906084835,0.0928369636263083,0,0,4.44587396171903,22.1964138098963,"ZNF540;CSTA;FLNA;IRAK3;LILRB2"
"Nuclear Migration (GO:0007097)","2/16",0.00717633750462349,0.0935606618593436,0,0,17.8122192273136,87.9383228991779,"CLMN;SYNE2"
"Positive Regulation Of Cardiac Muscle Tissue Growth (GO:0055023)","2/16",0.00717633750462349,0.0935606618593436,0,0,17.8122192273136,87.9383228991779,"TGFBR3;PIM1"
"Innate Immune Response-Activating Signaling Pathway (GO:0002758)","2/16",0.00717633750462349,0.0935606618593436,0,0,17.8122192273136,87.9383228991779,"MEFV;CLEC4E"
"Regulation Of B Cell Receptor Signaling Pathway (GO:0050855)","2/16",0.00717633750462349,0.0935606618593436,0,0,17.8122192273136,87.9383228991779,"LYN;NFAM1"
"Regulation Of Cardiac Muscle Contraction By Regulation Of The Release Of Sequestered Calcium Ion (GO:0010881)","2/16",0.00717633750462349,0.0935606618593436,0,0,17.8122192273136,87.9383228991779,"GSTO1;SLC8A1"
"Positive Regulation Of Epithelial Cell Migration (GO:0010634)","4/95",0.00730338750153189,0.0943354218947869,0,0,5.52894239518443,27.1991731951663,"GRN;ADAM9;PRKCA;RIN2"
"Regulation Of Interleukin-12 Production (GO:0032655)","3/50",0.007608098362527,0.0973696992268363,0,0,7.99569081605171,39.0073136649681,"TLR8;IRAK3;MEFV"
"Positive Regulation Of Actin Filament Bundle Assembly (GO:0032233)","3/51",0.00803654005672794,0.100430058702703,0,0,7.82871835443038,37.7638320635926,"PAK1;EPHA1;TGFBR1"
"Base Conversion Or Substitution Editing (GO:0016553)","2/17",0.0080904592401618,0.100430058702703,0,0,16.6238993710692,80.0784833380821,"RBM47;APOBEC3A"
"Negative Regulation Of Calcium Ion Transport (GO:0051926)","2/17",0.0080904592401618,0.100430058702703,0,0,16.6238993710692,80.0784833380821,"LILRB2;CD33"
"Positive Regulation Of Cold-Induced Thermogenesis (GO:0120162)","4/98",0.00813519471928706,0.100430058702703,0,0,5.35167366851877,25.7498754230835,"IL4R;IRF4;ZNF516;PPARGC1B"
"Hemopoiesis (GO:0030097)","4/101",0.00902687839577329,0.105252586311115,0,0,5.18537001772933,24.4103816989138,"LYN;TGFBR3;CSF1R;RASGRP4"
"Negative Regulation Of Monoatomic Ion Transport (GO:0043271)","2/18",0.00905398591923573,0.105252586311115,0,0,15.5841194968553,73.3162722646072,"LILRB2;CD33"
"Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I (GO:0002474)","2/18",0.00905398591923573,0.105252586311115,0,0,15.5841194968553,73.3162722646072,"FCER1G;IFI30"
"Positive Regulation Of Cation Transmembrane Transport (GO:1904064)","2/18",0.00905398591923573,0.105252586311115,0,0,15.5841194968553,73.3162722646072,"FLNA;CTSS"
"Energy Reserve Metabolic Process (GO:0006112)","2/18",0.00905398591923573,0.105252586311115,0,0,15.5841194968553,73.3162722646072,"PID1;PYGL"
"Heart Trabecula Morphogenesis (GO:0061384)","2/18",0.00905398591923573,0.105252586311115,0,0,15.5841194968553,73.3162722646072,"TGFBR3;TGFBR1"
"Membrane Repolarization (GO:0086009)","2/18",0.00905398591923573,0.105252586311115,0,0,15.5841194968553,73.3162722646072,"SLC24A4;KCNE3"
"Positive Regulation Of Protein Modification Process (GO:0031401)","6/225",0.00987078986970405,0.111445808972463,0,0,3.46796288113124,16.0156608706541,"LYN;CSF1R;PAK1;CCND2;LILRB2;TRABD2A"
"Response To Peptide Hormone (GO:0043434)","3/55",0.00989079886236563,0.111445808972463,0,0,7.22504868549172,33.3519111039216,"TGFBR3;SLC24A4;STAT4"
"Regulation Of Granulocyte Chemotaxis (GO:0071622)","2/19",0.0100660730684805,0.111445808972463,0,0,14.6666666666667,67.4459076384905,"CSF1R;BST1"
"Cardiac Epithelial To Mesenchymal Transition (GO:0060317)","2/19",0.0100660730684805,0.111445808972463,0,0,14.6666666666667,67.4459076384905,"TGFBR3;TGFBR1"
"Cellular Response To Lectin (GO:1990858)","2/19",0.0100660730684805,0.111445808972463,0,0,14.6666666666667,67.4459076384905,"LYN;PAK1"
"Stimulatory C-type Lectin Receptor Signaling Pathway (GO:0002223)","2/19",0.0100660730684805,0.111445808972463,0,0,14.6666666666667,67.4459076384905,"LYN;PAK1"
"Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000377)","3/56",0.0103899289835199,0.114125597889845,0,0,7.08836876044901,32.3720010728557,"BST1;PID1;CYP1B1"
"Regulation Of Calcium Ion Transport (GO:0051924)","3/57",0.0109034448362313,0.118600773689223,0,0,6.95675105485232,31.4353075055179,"BCL2;LILRB2;CD33"
"Fc-gamma Receptor Signaling Pathway Involved In Phagocytosis (GO:0038096)","2/20",0.0111258864531351,0.118600773689223,0,0,13.8511530398323,62.3091456325068,"LYN;PAK1"
"Regulation Of Cardiac Muscle Contraction By Calcium Ion Signaling (GO:0010882)","2/20",0.0111258864531351,0.118600773689223,0,0,13.8511530398323,62.3091456325068,"GSTO1;SLC8A1"
"Positive Regulation Of Phosphorylation (GO:0042327)","6/231",0.0111374203249378,0.118600773689223,0,0,3.37445161290323,15.1764093193107,"LYN;CSF1R;PAK1;CCND2;ITGA6;EPHA1"
"Positive Regulation Of Metabolic Process (GO:0009893)","4/108",0.0113492914749673,0.11900617744414,0,0,4.83463988241058,21.6524179942098,"IL4R;IRF4;ZNF516;PPARGC1B"
"Peptidyl-Threonine Phosphorylation (GO:0018107)","3/58",0.0114314177616593,0.11900617744414,0,0,6.82991944764097,30.5392319496577,"CAD;PRKCA;TGFBR1"
"Positive Regulation Of Type II Interferon Production (GO:0032729)","3/58",0.0114314177616593,0.11900617744414,0,0,6.82991944764097,30.5392319496577,"TXK;TLR8;CD14"
"Extracellular Structure Organization (GO:0043062)","4/109",0.0117095178424904,0.120998351039067,0,0,4.78835304822566,21.2954976208021,"ADAMTS1;ADAMTSL4;SPOCK2;TGFBR1"
"Positive Regulation Of Proteolysis (GO:0045862)","3/59",0.011973914431847,0.122820666414901,0,0,6.70761754068716,29.6813739172706,"CYFIP2;ADAM9;CTSS"
"Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001236)","3/60",0.01253099692561,0.127596647527196,0,0,6.58960692871419,28.8595126961041,"ITGA6;LTBR;TGFBR1"
"Small GTPase Mediated Signal Transduction (GO:0007264)","4/112",0.0128340249739577,0.12967111657445,0,0,4.65463552724699,20.2739885263052,"SHTN1;MRAS;RIN2;RASGRP4"
"Fc-epsilon Receptor Signaling Pathway (GO:0038095)","2/22",0.0133854055818787,0.12967111657445,0,0,12.4647798742138,53.7679535725656,"LYN;FCER1G"
"Regulation Of Mononuclear Cell Migration (GO:0071675)","2/22",0.0133854055818787,0.12967111657445,0,0,12.4647798742138,53.7679535725656,"LYN;CSF1R"
"Regulation Of Regulatory T Cell Differentiation (GO:0045589)","2/22",0.0133854055818787,0.12967111657445,0,0,12.4647798742138,53.7679535725656,"KAT2A;LILRB2"
"Regulation Of Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum (GO:0010880)","2/22",0.0133854055818787,0.12967111657445,0,0,12.4647798742138,53.7679535725656,"GSTO1;SLC8A1"
"Cellular Response To Low-Density Lipoprotein Particle Stimulus (GO:0071404)","2/22",0.0133854055818787,0.12967111657445,0,0,12.4647798742138,53.7679535725656,"FCER1G;CD68"
"Regulation Of Cardiac Muscle Cell Membrane Repolarization (GO:0099623)","2/22",0.0133854055818787,0.12967111657445,0,0,12.4647798742138,53.7679535725656,"KCNE3;FLNA"
"Phosphatidylinositol-Mediated Signaling (GO:0048015)","3/62",0.0136891453342921,0.129907195519303,0,0,6.36558678395194,27.3157009146385,"CSF1R;PTAFR;PI4KA"
"Positive Regulation Of Apoptotic Signaling Pathway (GO:2001235)","3/62",0.0136891453342921,0.129907195519303,0,0,6.36558678395194,27.3157009146385,"LTBR;CTSS;TGFBR1"
"Fat Cell Differentiation (GO:0045444)","3/62",0.0136891453342921,0.129907195519303,0,0,6.36558678395194,27.3157009146385,"PID1;CTBP2;ZNF516"
