"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Defense Response To Bacterium (GO:0042742)","6/204",1.0152535919464e-05,0.000170827452210112,0,0,13.9203664552502,160.053409012877,"OAS1;OAS2;OAS3;ISG15;GBP1;GBP4"
"Regulation Of RIG-I Signaling Pathway (GO:0039535)","3/18",1.09882973715138e-05,0.00017718629511566,0,0,86.6782608695652,989.751300145575,"DHX58;DDX60;OASL"
"Response To Cytokine (GO:0034097)","5/125",1.34632888219048e-05,0.000208411710963087,0,0,18.7793560606061,210.620692746857,"BST2;MX1;EIF2AK2;ISG15;XAF1"
"Cytosolic Pattern Recognition Receptor Signaling Pathway (GO:0002753)","3/23",2.36438122969155e-05,0.000351929052265626,0,0,64.9923913043478,692.325541455048,"IFIH1;OAS3;DHX58"
"Positive Regulation Of Tumor Necrosis Factor Production (GO:0032760)","4/78",3.96909522656972e-05,0.000568903649141661,0,0,23.8762762762763,241.971431038657,"IFIH1;OAS1;OAS2;OAS3"
"Response To Type II Interferon (GO:0034341)","4/80",4.3850349200846e-05,0.000606074469311693,0,0,23.2456140350877,233.263411144415,"BST2;GBP5;GBP1;GBP4"
"Positive Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557)","4/82",4.83198986656756e-05,0.000644820716676429,0,0,22.6472934472934,225.061263028973,"IFIH1;OAS1;OAS2;OAS3"
"Regulation Of RNA Metabolic Process (GO:0051252)","4/91",7.26516167177263e-05,0.000937205855658669,0,0,20.2952745849298,193.410616342532,"OAS1;OAS2;OAS3;OASL"
"Regulation Of MDA-5 Signaling Pathway (GO:0039533)","2/6",8.76493674780893e-05,0.00109420339400066,0,0,212.202127659574,1982.42753675355,"DHX58;DDX60"
"Positive Regulation Of Monocyte Chemotactic Protein-1 Production (GO:0071639)","2/8",0.000163101077666156,0.00197250365802508,0,0,141.45390070922,1233.63933400728,"OAS1;OAS3"
"Regulation Of Tumor Necrosis Factor Production (GO:0032680)","4/127",0.000263348726340839,0.00308836233617893,0,0,14.3291779584463,118.101535363533,"IFIH1;OAS1;OAS2;OAS3"
"Positive Regulation Of Chemokine Production (GO:0032722)","3/53",0.000297008258810669,0.00338065282822732,0,0,25.9578260869565,210.822989910651,"OAS1;OAS3;EIF2AK2"
"Regulation Of Monocyte Chemotactic Protein-1 Production (GO:0071637)","2/11",0.000318876902655348,0.00352586746650342,0,0,94.2884160756501,759.088261847984,"OAS1;OAS3"
"Regulation Of Chemokine (C-X-C Motif) Ligand 2 Production (GO:2000341)","2/12",0.00038205410669454,0.00399607944029154,0,0,84.8553191489362,667.806976279627,"OAS1;OAS3"
"Positive Regulation Of mRNA Metabolic Process (GO:1903313)","2/12",0.00038205410669454,0.00399607944029154,0,0,84.8553191489362,667.806976279627,"MOV10;PNPT1"
"Cellular Response To Virus (GO:0098586)","3/64",0.000518345066478761,0.00521086672439489,0,0,21.2651461154669,160.868052837325,"IFIH1;OAS1;IFI6"
"Cellular Response To Exogenous dsRNA (GO:0071360)","2/14",0.000525126104008787,0.00521086672439489,0,0,70.7056737588652,533.960206816951,"IFIH1;IFIT1"
"Cellular Response To Type II Interferon (GO:0071346)","3/66",0.00056735068794852,0.00548911790590193,0,0,20.5879917184265,153.885622435895,"GBP5;GBP1;GBP4"
"Negative Regulation Of Chemokine Production (GO:0032682)","2/16",0.00069031132990151,0.00651586547980206,0,0,60.5987841945289,441.060243198874,"OAS1;OAS3"
"Cellular Response To dsRNA (GO:0071359)","2/17",0.000781130413132877,0.00703017371819589,0,0,56.5560283687943,404.645286854624,"IFIH1;IFIT1"
"Response To Interferon-Alpha (GO:0035455)","2/17",0.000781130413132877,0.00703017371819589,0,0,56.5560283687943,404.645286854624,"BST2;EIF2AK2"
"Regulation Of Innate Immune Response (GO:0045088)","3/78",0.000923981774966894,0.00812683970254973,0,0,17.2834782608696,120.756520655188,"GBP5;DHX58;IFI35"
"Positive Regulation Of Immune Response (GO:0050778)","3/80",0.000994455454471446,0.00855231690845444,0,0,16.8328627893845,116.370887066057,"GBP5;RSAD2;IFI35"
"Negative Regulation Of Viral Life Cycle (GO:1903901)","2/20",0.00108617897822587,0.0089641200947799,0,0,47.1229314420804,321.618213570296,"BST2;LY6E"
"Positive Regulation Of Cytokine Production (GO:0001819)","5/320",0.00108866574794485,0.0089641200947799,0,0,7.08369408369408,48.3306451155072,"IFIH1;GBP5;DHX58;EIF2AK2;ISG15"
"Cellular Response To Interferon-Beta (GO:0035458)","2/22",0.00131644379422915,0.0106138280909726,0,0,42.4063829787234,281.273959143743,"PNPT1;OAS1"
"Regulation Of Defense Response (GO:0031347)","3/97",0.00173331559791948,0.0136896558447927,0,0,13.7768270120259,87.5891972524057,"HERC5;DHX58;USP18"
"Integrated Stress Response Signaling (GO:0140467)","2/29",0.00228859178109065,0.0177137003856416,0,0,31.4011032308905,190.913011274117,"BATF2;EIF2AK2"
"Regulation Of Response To Biotic Stimulus (GO:0002831)","2/31",0.00261300098311284,0.0198280662836209,0,0,29.2325752017608,173.853605814568,"HERC5;DHX58"
"Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900225)","2/33",0.00295777596103654,0.022012678786945,0,0,27.343857240906,159.231966697223,"GBP5;EIF2AK2"
"Apoptotic Mitochondrial Changes (GO:0008637)","2/34",0.00313773842216486,0.0229114107429774,0,0,26.4880319148936,152.68371706619,"IFI6;IFIT2"
"Response To Exogenous dsRNA (GO:0043330)","2/35",0.00332271786748696,0.0238128113836566,0,0,25.6840747904578,146.578300713422,"IFIH1;IFIT1"
"Negative Regulation Of Growth (GO:0045926)","3/124",0.00348114567484892,0.0244946068393915,0,0,10.6881063600431,60.4988912142385,"BST2;MT2A;PNPT1"
"Cytokine-Mediated Signaling Pathway (GO:0019221)","4/257",0.00358559871364462,0.0247790482532226,0,0,6.92068511198946,38.9692000596375,"OAS1;OAS2;MX1;OASL"
"Positive Regulation Of Immune Effector Process (GO:0002699)","2/37",0.00370762924404653,0.0248413366834339,0,0,24.2139817629179,135.534436507633,"DHX58;DDX60"
"Regulation Of Response To External Stimulus (GO:0032101)","3/127",0.00372299102749138,0.0248413366834339,0,0,10.4279453015428,58.3258745389005,"HERC5;DHX58;USP18"
"Negative Regulation Of Type I Interferon Production (GO:0032480)","2/38",0.00390751215560168,0.0252034534036309,0,0,23.5401891252955,130.526920891238,"DHX58;XAF1"
"Cellular Response To Type I Interferon (GO:0071357)","2/38",0.00390751215560168,0.0252034534036309,0,0,23.5401891252955,130.526920891238,"OAS2;IFIT1"
"Positive Regulation Of Response To Biotic Stimulus (GO:0002833)","2/41",0.00453657746904024,0.0287275150388644,0,0,21.7261320240044,117.225135844069,"GBP5;IFI35"
"Protein Localization To Organelle (GO:0033365)","3/137",0.0046023409106191,0.0287275150388644,0,0,9.64487345879299,51.9008986458449,"GBP5;ISG15;GBP1"
"Regulation Of Viral Entry Into Host Cell (GO:0046596)","2/44",0.00520926012807833,0.0319997407867669,0,0,20.1712259371834,106.046537971634,"TRIM22;LY6E"
"Positive Regulation Of Innate Immune Response (GO:0045089)","2/45",0.00544306843280094,0.0322078182412816,0,0,19.7011380504701,102.710155967925,"GBP5;IFI35"
"Positive Regulation Of mRNA Catabolic Process (GO:0061014)","2/45",0.00544306843280094,0.0322078182412816,0,0,19.7011380504701,102.710155967925,"MOV10;PNPT1"
"Positive Regulation Of Cellular Catabolic Process (GO:0031331)","3/146",0.00549280621169144,0.0322078182412816,0,0,9.03374885983582,47.0144837708168,"MOV10;PNPT1;TRIM22"
"Regulation Of mRNA Catabolic Process (GO:0061013)","2/46",0.00568162739788579,0.0328177582534597,0,0,19.252417794971,99.5449645426864,"MOV10;PNPT1"
"Positive Regulation Of NIK/NF-kappaB Signaling (GO:1901224)","2/53",0.00748257799290446,0.0425846718125592,0,0,16.6040884438882,81.2799667157618,"EIF2AK2;IFI35"
"Regulation Of Cytokine Production (GO:0001817)","3/167",0.00795179620535291,0.0445992048039359,0,0,7.86863732767762,38.0398053924215,"IFIH1;EIF2AK2;ISG15"
"Pattern Recognition Receptor Signaling Pathway (GO:0002221)","2/56",0.00832332961607113,0.0460161223059932,0,0,15.6792750197006,75.083233120248,"IFIH1;DHX58"
"Positive Regulation Of Intracellular Signal Transduction (GO:1902533)","5/525",0.00901487637124553,0.0485568622888645,0,0,4.24628496503496,19.9952426777587,"BST2;IFIT5;EIF2AK2;IFI35;TRIM22"
"Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123)","3/175",0.00903383484443991,0.0485568622888645,0,0,7.49962082912032,35.2990527527549,"BST2;IFIT5;TRIM22"
"Regulation Of Type I Interferon Production (GO:0032479)","2/59",0.00920453193137754,0.0487966281841522,0,0,14.8518103770063,69.6261679822206,"DHX58;XAF1"
"Negative Regulation Of Cytokine Production (GO:0001818)","3/178",0.0094607703490693,0.0494772719606732,0,0,7.36993788819876,34.3483433333307,"DHX58;XAF1;GBP1"
"Modification-Dependent Protein Catabolic Process (GO:0019941)","3/192",0.011608202414154,0.057536610664395,0,0,6.8191856452726,30.3865866839317,"HERC5;ISG15;HERC6"
"Protein Modification By Small Protein Conjugation (GO:0032446)","4/364",0.0120097846525586,0.057536610664395,0,0,4.83728395061728,21.3906320352895,"HERC5;IFIH1;ISG15;HERC6"
"CD4-positive, Alpha-Beta T Cell Activation (GO:0035710)","1/5",0.0121912198306987,0.057536610664395,0,0,103.890625,457.850064403937,"RSAD2"
"Positive Regulation Of Interleukin-18 Production (GO:0032741)","1/5",0.0121912198306987,0.057536610664395,0,0,103.890625,457.850064403937,"GBP5"
"ISG15-protein Conjugation (GO:0032020)","1/5",0.0121912198306987,0.057536610664395,0,0,103.890625,457.850064403937,"ISG15"
"Regulation Of Hematopoietic Stem Cell Proliferation (GO:1902033)","1/5",0.0121912198306987,0.057536610664395,0,0,103.890625,457.850064403937,"EIF2AK2"
"Positive Regulation Of Toll-Like Receptor 7 Signaling Pathway (GO:0034157)","1/5",0.0121912198306987,0.057536610664395,0,0,103.890625,457.850064403937,"RSAD2"
"Mitochondrial RNA 3'-End Processing (GO:0000965)","1/5",0.0121912198306987,0.057536610664395,0,0,103.890625,457.850064403937,"PNPT1"
"Negative Regulation Of Protein Binding (GO:0032091)","2/71",0.0131216770611515,0.061181795453803,0,0,12.2614862781375,53.1350242336968,"IFIT1;IFIT2"
"Toll-Like Receptor 3 Signaling Pathway (GO:0034138)","1/6",0.0146119438121659,0.0628313583923133,0,0,83.1083333333333,351.208836844685,"OAS1"
"RIG-I Signaling Pathway (GO:0039529)","1/6",0.0146119438121659,0.0628313583923133,0,0,83.1083333333333,351.208836844685,"OAS3"
"Regulation Of Hemoglobin Biosynthetic Process (GO:0046984)","1/6",0.0146119438121659,0.0628313583923133,0,0,83.1083333333333,351.208836844685,"EIF2AK2"
"Negative Regulation Of Response To Type II Interferon (GO:0060331)","1/6",0.0146119438121659,0.0628313583923133,0,0,83.1083333333333,351.208836844685,"PARP14"
"Negative Regulation Of Type II Interferon-Mediated Signaling Pathway (GO:0060336)","1/6",0.0146119438121659,0.0628313583923133,0,0,83.1083333333333,351.208836844685,"PARP14"
"Regulation Of Toll-Like Receptor 7 Signaling Pathway (GO:0034155)","1/6",0.0146119438121659,0.0628313583923133,0,0,83.1083333333333,351.208836844685,"RSAD2"
"Negative Regulation Of RIG-I Signaling Pathway (GO:0039536)","1/6",0.0146119438121659,0.0628313583923133,0,0,83.1083333333333,351.208836844685,"DHX58"
"Regulation Of Immune Response (GO:0050776)","2/77",0.0153073111208605,0.0643905369975326,0,0,11.2771631205674,47.1320542463176,"RSAD2;DHX58"
"Positive Regulation Of Response To Stimulus (GO:0048584)","2/77",0.0153073111208605,0.0643905369975326,0,0,11.2771631205674,47.1320542463176,"IFIH1;RSAD2"
"Regulation Of Chemokine (C-C Motif) Ligand 5 Production (GO:0071649)","1/7",0.0170268574512904,0.0693620403542038,0,0,69.2534722222222,282.066852940186,"OAS3"
"Negative Regulation Of Osteoblast Proliferation (GO:0033689)","1/7",0.0170268574512904,0.0693620403542038,0,0,69.2534722222222,282.066852940186,"EIF2AK2"
"Positive Regulation Of T-helper 2 Cell Cytokine Production (GO:2000553)","1/7",0.0170268574512904,0.0693620403542038,0,0,69.2534722222222,282.066852940186,"RSAD2"
"Regulation Of NIK/NF-kappaB Signaling (GO:1901222)","2/83",0.017638116440071,0.071103656899036,0,0,10.4386656159706,42.1481272109397,"EIF2AK2;IFI35"
"Apoptotic Process (GO:0006915)","3/228",0.0183318760204274,0.0730264272761646,0,0,5.71768115942029,22.8656580595915,"MX1;IFI6;IFIT2"
"Negative Regulation Of Binding (GO:0051100)","2/86",0.0188565392796525,0.0730264272761646,0,0,10.064336372847,39.9644281529218,"IFIT1;IFIT2"
"Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122)","3/232",0.0191876654723124,0.0730264272761646,0,0,5.61666983102335,22.2054346971035,"BST2;IFIT5;TRIM22"
"Regulation Of Generation Of Precursor Metabolites And Energy (GO:0043467)","1/8",0.0194359741846123,0.0730264272761646,0,0,59.3571428571429,233.904513560169,"PNPT1"
"Regulation Of Helicase Activity (GO:0051095)","1/8",0.0194359741846123,0.0730264272761646,0,0,59.3571428571429,233.904513560169,"IFIT1"
"Regulation Of Interleukin-18 Production (GO:0032661)","1/8",0.0194359741846123,0.0730264272761646,0,0,59.3571428571429,233.904513560169,"GBP5"
"Modification-Dependent Macromolecule Catabolic Process (GO:0043632)","1/8",0.0194359741846123,0.0730264272761646,0,0,59.3571428571429,233.904513560169,"ISG15"
"Protein Ubiquitination (GO:0016567)","4/434",0.0214972500533908,0.0782575184847522,0,0,4.0353488372093,15.495054560739,"HERC5;ISG15;TRIM22;HERC6"
"Negative Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042532)","1/9",0.0218393074841169,0.0782575184847522,0,0,51.9348958333333,198.601318347647,"PARP14"
"Mitochondrial RNA Processing (GO:0000963)","1/9",0.0218393074841169,0.0782575184847522,0,0,51.9348958333333,198.601318347647,"PNPT1"
"Mitochondrion Morphogenesis (GO:0070584)","1/9",0.0218393074841169,0.0782575184847522,0,0,51.9348958333333,198.601318347647,"PNPT1"
"Myeloid Dendritic Cell Differentiation (GO:0043011)","1/9",0.0218393074841169,0.0782575184847522,0,0,51.9348958333333,198.601318347647,"BATF2"
"Positive Regulation Of Programmed Cell Death (GO:0043068)","3/245",0.022120648805666,0.0785384503467223,0,0,5.31144448436939,20.2432097091445,"GBP5;GBP1;IFIT2"
"Positive Regulation Of Protein-Containing Complex Assembly (GO:0031334)","2/98",0.0240707712465117,0.0801681111778078,0,0,8.80097517730496,32.799095724617,"GBP5;ISG15"
"Surfactant Homeostasis (GO:0043129)","1/10",0.0242368708211977,0.0801681111778078,0,0,46.162037037037,171.717248380445,"OAS1"
"Regulation Of Mitochondrial Depolarization (GO:0051900)","1/10",0.0242368708211977,0.0801681111778078,0,0,46.162037037037,171.717248380445,"IFI6"
"Positive Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034145)","1/10",0.0242368708211977,0.0801681111778078,0,0,46.162037037037,171.717248380445,"IFI35"
"Protein auto-ADP-ribosylation (GO:0070213)","1/10",0.0242368708211977,0.0801681111778078,0,0,46.162037037037,171.717248380445,"PARP12"
"Regulation Of Toll-Like Receptor 9 Signaling Pathway (GO:0034163)","1/10",0.0242368708211977,0.0801681111778078,0,0,46.162037037037,171.717248380445,"RSAD2"
"Receptor-Mediated Endocytosis Of Virus By Host Cell (GO:0019065)","1/10",0.0242368708211977,0.0801681111778078,0,0,46.162037037037,171.717248380445,"SIGLEC1"
"Regulation Of T-helper 2 Cell Cytokine Production (GO:2000551)","1/10",0.0242368708211977,0.0801681111778078,0,0,46.162037037037,171.717248380445,"RSAD2"
"Intracellular Copper Ion Homeostasis (GO:0006878)","1/11",0.0266286776759158,0.0844696578736018,0,0,41.54375,150.627938522411,"MT2A"
"Post-Transcriptional Gene Silencing (GO:0016441)","1/11",0.0266286776759158,0.0844696578736018,0,0,41.54375,150.627938522411,"MOV10"
"Macrophage Activation Involved In Immune Response (GO:0002281)","1/11",0.0266286776759158,0.0844696578736018,0,0,41.54375,150.627938522411,"IFI35"
"Cell Part Morphogenesis (GO:0032990)","1/11",0.0266286776759158,0.0844696578736018,0,0,41.54375,150.627938522411,"PNPT1"
"Regulation Of Type II Interferon-Mediated Signaling Pathway (GO:0060334)","1/11",0.0266286776759158,0.0844696578736018,0,0,41.54375,150.627938522411,"PARP14"
"Regulation Of Hematopoietic Stem Cell Differentiation (GO:1902036)","1/12",0.0290147415071519,0.0898296397061423,0,0,37.7651515151515,133.686795324497,"EIF2AK2"
"Negative Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900025)","1/12",0.0290147415071519,0.0898296397061423,0,0,37.7651515151515,133.686795324497,"GBP1"
"Negative Regulation Of Complement Activation (GO:0045916)","1/12",0.0290147415071519,0.0898296397061423,0,0,37.7651515151515,133.686795324497,"SERPING1"
"Negative Regulation Of Translational Initiation (GO:0045947)","1/13",0.0313950757631916,0.0927472848882072,0,0,34.6163194444444,119.810689351374,"EIF2AK2"
"Positive Regulation Of Type 2 Immune Response (GO:0002830)","1/13",0.0313950757631916,0.0927472848882072,0,0,34.6163194444444,119.810689351374,"RSAD2"
"Regulation Of ERBB Signaling Pathway (GO:1901184)","1/13",0.0313950757631916,0.0927472848882072,0,0,34.6163194444444,119.810689351374,"IFI6"
"Myeloid Dendritic Cell Activation (GO:0001773)","1/13",0.0313950757631916,0.0927472848882072,0,0,34.6163194444444,119.810689351374,"BATF2"
"Endolysosomal Toll-Like Receptor Signaling Pathway (GO:0140894)","1/13",0.0313950757631916,0.0927472848882072,0,0,34.6163194444444,119.810689351374,"OAS1"
"Regulation Of Cell Projection Organization (GO:0031344)","1/13",0.0313950757631916,0.0927472848882072,0,0,34.6163194444444,119.810689351374,"MOV10"
"Positive Regulation Of Response To Cytokine Stimulus (GO:0060760)","1/14",0.033769693865094,0.0950621635897575,0,0,31.9519230769231,108.259234494771,"IFIH1"
"Regulation Of Neuron Projection Arborization (GO:0150011)","1/14",0.033769693865094,0.0950621635897575,0,0,31.9519230769231,108.259234494771,"MOV10"
"Protein Homotrimerization (GO:0070207)","1/14",0.033769693865094,0.0950621635897575,0,0,31.9519230769231,108.259234494771,"PNPT1"
"Protein Localization To Vacuole (GO:0072665)","1/14",0.033769693865094,0.0950621635897575,0,0,31.9519230769231,108.259234494771,"GBP1"
"Protein Trimerization (GO:0070206)","1/14",0.033769693865094,0.0950621635897575,0,0,31.9519230769231,108.259234494771,"PNPT1"
"Copper Ion Homeostasis (GO:0055070)","1/14",0.033769693865094,0.0950621635897575,0,0,31.9519230769231,108.259234494771,"MT2A"
"Regulation Of Protein Binding (GO:0043393)","2/118",0.033898135853712,0.0950621635897575,0,0,7.27622890682318,24.6256345914484,"IFIT1;IFIT2"
"3'-UTR-mediated mRNA Destabilization (GO:0061158)","1/15",0.0361386092201723,0.0986768889070334,0,0,29.6681547619048,98.5099475660803,"MOV10"
"Alpha-Beta T Cell Activation (GO:0046631)","1/15",0.0361386092201723,0.0986768889070334,0,0,29.6681547619048,98.5099475660803,"RSAD2"
"Cellular Response To Zinc Ion (GO:0071294)","1/15",0.0361386092201723,0.0986768889070334,0,0,29.6681547619048,98.5099475660803,"MT2A"
"Positive Regulation Of Defense Response (GO:0031349)","2/124",0.0371046571441088,0.0986768889070334,0,0,6.91628880362749,22.7823437629634,"GBP5;IFI35"
"Negative Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046426)","1/16",0.0385018352066203,0.0986768889070334,0,0,27.6888888888889,90.1840781425684,"PARP14"
"Negative Regulation Of Viral-Induced Cytoplasmic Pattern Recognition Receptor Signaling Pathway (GO:0039532)","1/16",0.0385018352066203,0.0986768889070334,0,0,27.6888888888889,90.1840781425684,"DHX58"
"Regulation Of Osteoblast Proliferation (GO:0033688)","1/16",0.0385018352066203,0.0986768889070334,0,0,27.6888888888889,90.1840781425684,"EIF2AK2"
"Cell Surface Toll-Like Receptor Signaling Pathway (GO:0140895)","1/16",0.0385018352066203,0.0986768889070334,0,0,27.6888888888889,90.1840781425684,"OAS1"
"Regulation Of Response To Cytokine Stimulus (GO:0060759)","1/16",0.0385018352066203,0.0986768889070334,0,0,27.6888888888889,90.1840781425684,"IFIH1"
"Protein Localization To Mitochondrion (GO:0070585)","1/16",0.0385018352066203,0.0986768889070334,0,0,27.6888888888889,90.1840781425684,"ISG15"
"Regulation Of Secretion (GO:0051046)","1/16",0.0385018352066203,0.0986768889070334,0,0,27.6888888888889,90.1840781425684,"OAS2"
"Regulation Of Stem Cell Proliferation (GO:0072091)","1/16",0.0385018352066203,0.0986768889070334,0,0,27.6888888888889,90.1840781425684,"EIF2AK2"
"Negative Regulation Of ATP-dependent Activity (GO:0032780)","1/16",0.0385018352066203,0.0986768889070334,0,0,27.6888888888889,90.1840781425684,"IFIT1"
"Protein Homooligomerization (GO:0051260)","2/129",0.0398626239122771,0.101350075369637,0,0,6.64231864633942,21.4036505688901,"GBP5;PNPT1"
"Regulation Of Cellular Respiration (GO:0043457)","1/17",0.0408593851672061,0.101350075369637,0,0,25.95703125,83.0006894821206,"PNPT1"
"Toll-Like Receptor 4 Signaling Pathway (GO:0034142)","1/17",0.0408593851672061,0.101350075369637,0,0,25.95703125,83.0006894821206,"OAS1"
"Regulation Of Hematopoietic Progenitor Cell Differentiation (GO:1901532)","1/17",0.0408593851672061,0.101350075369637,0,0,25.95703125,83.0006894821206,"EIF2AK2"
"Myeloid Cell Activation Involved In Immune Response (GO:0002275)","1/17",0.0408593851672061,0.101350075369637,0,0,25.95703125,83.0006894821206,"IFI35"
"Negative Regulation Of Cellular Process (GO:0048523)","4/537",0.0421299727335408,0.101350075369637,0,0,3.23835730664999,10.2558641515917,"BST2;EIF2AK2;IFI35;IFIT3"
"Regulation Of Defense Response To Virus (GO:0050688)","1/18",0.0432112724444189,0.101350075369637,0,0,24.4289215686275,76.7472162683203,"HERC5"
"Vesicle-Mediated Transport In Synapse (GO:0099003)","1/18",0.0432112724444189,0.101350075369637,0,0,24.4289215686275,76.7472162683203,"OTOF"
"Negative Regulation Of Viral Entry Into Host Cell (GO:0046597)","1/18",0.0432112724444189,0.101350075369637,0,0,24.4289215686275,76.7472162683203,"LY6E"
"Positive Regulation Of Stress-Activated Protein Kinase Signaling Cascade (GO:0070304)","1/18",0.0432112724444189,0.101350075369637,0,0,24.4289215686275,76.7472162683203,"EIF2AK2"
"Positive Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900227)","1/18",0.0432112724444189,0.101350075369637,0,0,24.4289215686275,76.7472162683203,"GBP5"
