"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Regulation Of Cellular Metabolic Process (GO:0031323)","3/45",0.00354221610691679,0.110871364146495,0,0,10.6455424274973,60.0728249679395,"MBOAT7;CYP1B1;ZBTB7A"
"Regulation Of Superoxide Anion Generation (GO:0032928)","2/14",0.00395916869520238,0.120020572084625,0,0,24.6915422885572,136.586727968114,"FPR2;CD177"
"Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)","9/456",0.00402624922328616,0.120020572084625,0,0,3.07831739153411,16.9766743035474,"SPI1;NOTCH1;CTBP2;BASP1;NACC1;BCL3;RARA;ZBTB7A;PML"
"Negative Regulation Of DNA-templated Transcription (GO:0045892)","15/1025",0.00419120462926424,0.121048733100591,0,0,2.31413141314131,12.6693304918426,"CEBPB;SPI1;NOTCH1;CTBP2;PML;KLF2;ZFP36;BASP1;NACC1;BCL3;ERF;RARA;MXD1;ZBTB7A;HSPA1A"
"Cellular Response To Mechanical Stimulus (GO:0071260)","3/48",0.00425410883101118,0.121048733100591,0,0,9.934335839599,54.2401820150389,"TNFSF14;TLR8;SLC9A1"
"Negative Regulation Of Cell Population Proliferation (GO:0008285)","8/379",0.00444275171123268,0.121150891074358,0,0,3.28386118598383,17.7869728361271,"NOTCH1;CTBP2;CYP1B1;ULK1;TP53I11;S100A11;PML;HSPA1A"
"Nitric Oxide Biosynthetic Process (GO:0006809)","2/15",0.00454799670966041,0.121150891074358,0,0,22.7910447761194,122.913663990489,"CYB5R3;CYP1B1"
"Cellular Response To Estrogen Stimulus (GO:0071391)","2/15",0.00454799670966041,0.121150891074358,0,0,22.7910447761194,122.913663990489,"WBP2;RARA"
"Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)","14/938",0.00475475262280945,0.12401979757828,0,0,2.35221063089916,12.5810587349919,"CASZ1;CEBPB;SPI1;NOTCH1;CTBP2;WBP2;TAF13;TFE3;WAS;KLF2;SLC9A1;FOSL2;BCL3;RARA"
"Nitric Oxide Metabolic Process (GO:0046209)","2/16",0.00517465408010033,0.132217692005829,0,0,21.1620469083156,111.396650652266,"CYB5R3;CYP1B1"
"Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046425)","3/53",0.00562158016843804,0.132907922699594,0,0,8.93864661654135,46.3124017508353,"NOTCH1;BCL3;CYP1B1"
"Membrane Organization (GO:0061024)","5/167",0.00571935189850279,0.132907922699594,0,0,4.64188106681745,23.970208640462,"GCA;MYADM;PIP5K1C;STX11;LMNB1"
"Positive Regulation Of Small GTPase Mediated Signal Transduction (GO:0051057)","2/17",0.00583860682785758,0.132907922699594,0,0,19.7502487562189,101.580725001303,"NOTCH1;RASGRP4"
"Positive Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress (GO:0036003)","2/17",0.00583860682785758,0.132907922699594,0,0,19.7502487562189,101.580725001303,"CEBPB;KLF2"
"Leukocyte Tethering Or Rolling (GO:0050901)","2/17",0.00583860682785758,0.132907922699594,0,0,19.7502487562189,101.580725001303,"CX3CR1;SPN"
"Regulation Of Brown Fat Cell Differentiation (GO:0090335)","2/17",0.00583860682785758,0.132907922699594,0,0,19.7502487562189,101.580725001303,"TFE3;ZBTB7B"
"3'-UTR-mediated mRNA Stabilization (GO:0070935)","2/18",0.00653932638895207,0.14363573050821,0,0,18.5149253731343,93.1286141223195,"RBM47;ZFP36"
"Cell Junction Maintenance (GO:0034331)","2/18",0.00653932638895207,0.14363573050821,0,0,18.5149253731343,93.1286141223195,"MYADM;CD177"
"Regulation Of Phagocytosis (GO:0050764)","3/58",0.00722460896053743,0.149342861427538,0,0,8.12399179767601,40.0534094258763,"FCER1G;SIRPA;FPR2"
"Establishment Of Epithelial Cell Polarity (GO:0090162)","2/19",0.0072762895743449,0.149342861427538,0,0,17.4249341527656,85.7852896184001,"MYO18A;SIPA1L3"
"Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:0042771)","2/19",0.0072762895743449,0.149342861427538,0,0,17.4249341527656,85.7852896184001,"BCL3;PML"
"Leukocyte Adhesion To Vascular Endothelial Cell (GO:0061756)","2/19",0.0072762895743449,0.149342861427538,0,0,17.4249341527656,85.7852896184001,"CX3CR1;SPN"
"Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0000289)","2/20",0.00804897851392083,0.159957477768712,0,0,16.4560530679934,79.3545451178123,"ZFP36;CNOT3"
"Microglial Cell Activation (GO:0001774)","2/20",0.00804897851392083,0.159957477768712,0,0,16.4560530679934,79.3545451178123,"CX3CR1;C5AR1"
"Negative Regulation Of Gene Expression (GO:0010629)","7/336",0.00819015398772087,0.160219887384789,0,0,3.22200230908791,15.481149445502,"SRGN;ZFP36;SPI1;NOTCH1;MYADM;FLOT2;HSPA1A"
"Negative Regulation Of Biomineral Tissue Development (GO:0070168)","2/21",0.00885688061566512,0.170597146627888,0,0,15.5891594658288,73.6831077186422,"SRGN;NOTCH1"
"Endocytosis (GO:0006897)","5/189",0.00950706488276078,0.178216157570945,0,0,4.08230999004315,19.0060926134032,"DENND1C;CD93;PIP5K1C;EPN1;PDLIM7"
"Protein Localization To Nucleus (GO:0034504)","4/122",0.00968693844360675,0.178216157570945,0,0,5.0708782742681,23.5135451826404,"BCL3;ZBTB7A;PML;LMNB1"
"Cellular Response To Interferon-Beta (GO:0035458)","2/22",0.00969948851753855,0.178216157570945,0,0,14.8089552238806,68.6496090214722,"IFITM2;MNDA"
"Regulation Of Transcription By RNA Polymerase II (GO:0006357)","23/2028",0.00982181699073101,0.178216157570945,0,0,1.81297640853618,8.38166033144399,"NFE2;CASZ1;CEBPB;SPI1;NOTCH1;CTBP2;WBP2;TFE3;WAS;WIZ;ARID3A;KLF2;SLC9A1;FOSL2;ZFP36;NACC1;BCL3;ERF;RARA;ZBTB7B;MXD1;ZBTB7A;HSPA1A"
"Transcription By RNA Polymerase II (GO:0006366)","5/192",0.0101310169578046,0.178939562757002,0,0,4.0162060660489,18.4430350443801,"TAF13;C5AR1;RARA;ZBTB7B;GTF2E1"
"Regulation Of DNA-templated Transcription (GO:0006355)","22/1922",0.0104480928858904,0.178939562757002,0,0,1.82459833795014,8.32260574904202,"NFE2;CASZ1;CEBPB;SPI1;NOTCH1;CTBP2;WBP2;TFE3;WIZ;ARID3A;PML;KLF2;FOSL2;BASP1;ZNF628;NACC1;BCL3;ERF;RARA;ZBTB7B;MXD1;ZBTB7A"
"Negative Regulation Of Cell Growth (GO:0030308)","4/125",0.0105238280474716,0.178939562757002,0,0,4.94440270473328,22.5173698957943,"ULK1;PML;PPP1R9B;HSPA1A"
"Cellular Lipid Catabolic Process (GO:0044242)","2/23",0.0105763000351583,0.178939562757002,0,0,14.1030561478323,64.1567715816379,"CYP1B1;PLBD1"
"Regulation Of Cardiac Muscle Hypertrophy (GO:0010611)","2/23",0.0105763000351583,0.178939562757002,0,0,14.1030561478323,64.1567715816379,"NOTCH1;SLC9A1"
"Negative Regulation Of Ossification (GO:0030279)","2/24",0.0114868181274131,0.18898290976713,0,0,13.4613297150611,60.125771576094,"SRGN;NOTCH1"
"Cell Morphogenesis Involved In Differentiation (GO:0000904)","2/24",0.0114868181274131,0.18898290976713,0,0,13.4613297150611,60.125771576094,"SPI1;SIPA1L3"
"Phagocytosis (GO:0006909)","3/69",0.0116227508403107,0.18898290976713,0,0,6.76623376623377,30.1421560835571,"CD93;RARA;PIP5K1C"
"Regulation Of Biomineral Tissue Development (GO:0070167)","2/25",0.0124305508383096,0.199526277558508,0,0,12.8754055807917,56.4921045378407,"CEBPB;NOTCH1"
"Defense Response To Bacterium (GO:0042742)","5/204",0.0129080622920817,0.204032467292228,0,0,3.77172120142698,16.4066220442128,"SPN;CEBPB;FCER1G;FPR2;MPEG1"
"Negative Regulation Of Cell Adhesion (GO:0007162)","3/72",0.0130372183573309,0.204032467292228,0,0,6.4710689767898,28.0840967898991,"SPN;NOTCH1;CYP1B1"
"Response To Glucocorticoid (GO:0051384)","2/26",0.0134070112584439,0.204702171897217,0,0,12.3383084577114,53.2025082185871,"IL1RN;ZFP36"
"Regulation Of Actin Filament Bundle Assembly (GO:0032231)","2/26",0.0134070112584439,0.204702171897217,0,0,12.3383084577114,53.2025082185871,"WAS;SLC9A1"
"Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)","9/557",0.0139826447547829,0.209326033143825,0,0,2.49790217828611,10.6658883774372,"NFE2;CASZ1;CEBPB;NOTCH1;WBP2;BCL3;TFE3;RARA;KLF2"
"Activation Of Phospholipase C Activity (GO:0007202)","2/27",0.0144157174812084,0.209326033143825,0,0,11.8441791044776,50.2126413692857,"C5AR1;RASGRP4"
"Myeloid Cell Development (GO:0061515)","2/27",0.0144157174812084,0.209326033143825,0,0,11.8441791044776,50.2126413692857,"CEBPB;EVI2B"
"Negative Regulation Of Phosphorylation (GO:0042326)","3/75",0.0145458185970549,0.209326033143825,0,0,6.20050125313283,26.2309211187088,"TESK1;MYADM;SIRPA"
"Regulation Of Stress Fiber Assembly (GO:0051492)","3/75",0.0145458185970549,0.209326033143825,0,0,6.20050125313283,26.2309211187088,"TESK1;WAS;SLC9A1"
"Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)","11/763",0.0151411364795581,0.210069821030032,0,0,2.23651063829787,9.37173991895465,"ZFP36;CEBPB;SPI1;NOTCH1;CTBP2;ERF;RARA;MXD1;ZBTB7A;KLF2;HSPA1A"
"Phospholipid Catabolic Process (GO:0009395)","2/28",0.0154561925518166,0.210069821030032,0,0,11.3880597014925,47.4853111897169,"PLBD1;SMPDL3A"
"Establishment Of Endothelial Barrier (GO:0061028)","2/28",0.0154561925518166,0.210069821030032,0,0,11.3880597014925,47.4853111897169,"RAB1B;MYADM"
"Membrane Fusion (GO:0061025)","2/28",0.0154561925518166,0.210069821030032,0,0,11.3880597014925,47.4853111897169,"GCA;STX11"
"Regulation Of Cell Population Proliferation (GO:0042127)","11/766",0.0155457802303441,0.210069821030032,0,0,2.22727417218543,9.27429402590196,"NOTCH1;CTBP2;NACC1;RARA;CYP1B1;ULK1;TP53I11;S100A11;PML;PPP1R9B;HSPA1A"
"Neutrophil Migration (GO:1990266)","3/77",0.0156042279199624,0.210069821030032,0,0,6.03231050599472,25.095698884998,"FCER1G;PIP5K1C;CD177"
"Regulation Of Innate Immune Response (GO:0045088)","3/78",0.016149306524935,0.210448657465875,0,0,5.95157894736842,24.5554896551928,"ZDHHC18;TLR8;FPR2"
"Response To Interferon-Beta (GO:0035456)","2/29",0.0165279644309977,0.210448657465875,0,0,10.9657269209508,44.9891044917115,"IFITM2;MNDA"
"Response To Steroid Hormone (GO:0048545)","2/29",0.0165279644309977,0.210448657465875,0,0,10.9657269209508,44.9891044917115,"WBP2;HSPA1A"
"Integrated Stress Response Signaling (GO:0140467)","2/29",0.0165279644309977,0.210448657465875,0,0,10.9657269209508,44.9891044917115,"NFE2;CEBPB"
"Positive Regulation Of Endocytosis (GO:0045807)","3/79",0.0167049946336974,0.210448657465875,0,0,5.87297190344282,24.032480138429,"FCER1G;SIRPA;FPR2"
"Actin Filament Organization (GO:0007015)","4/144",0.0169132375805076,0.210448657465875,0,0,4.26926406926407,17.4171401955106,"MYO7B;RAC2;WAS;PPP1R9B"
"Regulation Of Cell Adhesion (GO:0030155)","4/144",0.0169132375805076,0.210448657465875,0,0,4.26926406926407,17.4171401955106,"SPN;TFE3;MYADM;RAC2"
"Positive Regulation Of Gene Expression (GO:0010628)","8/480",0.0169770881821513,0.210448657465875,0,0,2.56779661016949,10.4660580608487,"ADAM19;SPI1;NOTCH1;WBP2;NFAM1;BCL3;ZBTB7B;HSPA1A"
"Positive Regulation Of Immune Response (GO:0050778)","3/80",0.0172713099107518,0.211996862826091,0,0,5.79640660091788,23.525924977011,"TLR8;FPR2;CD177"
"Regulation Of Interleukin-8 Production (GO:0032677)","3/81",0.0178482680715412,0.2148656887074,0,0,5.7218045112782,23.0351198385427,"BCL3;TLR8;HSPA1A"
"Negative Regulation Of NF-kappaB Transcription Factor Activity (GO:0032088)","3/81",0.0178482680715412,0.2148656887074,0,0,5.7218045112782,23.0351198385427,"SPI1;BCL3;CYP1B1"
"Positive Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001238)","2/31",0.0187635347390225,0.222717535512738,0,0,10.2084405558415,40.5871256281097,"LTB;PML"
"Phospholipase C-activating G Protein-Coupled Receptor Signaling Pathway (GO:0007200)","3/83",0.0190341663736925,0.222717535512738,0,0,5.5781954887218,22.0981312325695,"CX3CR1;C5AR1;FPR2"
"Regulation Of NIK/NF-kappaB Signaling (GO:1901222)","3/83",0.0190341663736925,0.222717535512738,0,0,5.5781954887218,22.0981312325695,"SPI1;TNFSF14;BCL3"
"Cellular Response To Lipid (GO:0071396)","5/228",0.0199180141645635,0.228549526940202,0,0,3.36168828946017,13.1648107892489,"CX3CR1;ZFP36;RARA;SIRPA;HSPA1A"
"Cellular Nitrogen Compound Biosynthetic Process (GO:0044271)","2/32",0.0199264132509825,0.228549526940202,0,0,9.86766169154229,38.6388929604502,"CYB5R3;CYP1B1"
"Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092)","4/152",0.0201955432625818,0.228549526940202,0,0,4.03685503685504,15.7529924824082,"CX3CR1;FLOT2;ZBTB7A;HSPA1A"
"Calcium-Mediated Signaling (GO:0019722)","3/85",0.0202627775482128,0.228549526940202,0,0,5.4415917843389,21.2166014563512,"FPR2;PPP1R9B;SLC9A1"
"Negative Regulation Of Angiogenesis (GO:0016525)","3/86",0.020893119980275,0.231375262260241,0,0,5.37575867379292,20.7952373740789,"EPN1;KLF2;PML"
"Regulation Of Lamellipodium Assembly (GO:0010591)","2/33",0.0211187486441321,0.231375262260241,0,0,9.54886856042369,36.8356587501689,"WAS;RAC2"
"Regulation Of Sprouting Angiogenesis (GO:1903670)","2/33",0.0211187486441321,0.231375262260241,0,0,9.54886856042369,36.8356587501689,"EPN1;KLF2"
"Regulation Of Type II Interferon Production (GO:0032649)","3/87",0.0215341605003801,0.231375262260241,0,0,5.31149301825994,20.3861196674659,"RARA;SIRPA;TLR8"
"Cellular Response To Hydrogen Peroxide (GO:0070301)","2/34",0.0223400927862619,0.231375262260241,0,0,9.25,35.1626940708222,"CYP1B1;SIRPA"
"Response To Estrogen (GO:0043627)","2/34",0.0223400927862619,0.231375262260241,0,0,9.25,35.1626940708222,"WBP2;RARA"
"Transcription Initiation-Coupled Chromatin Remodeling (GO:0045815)","2/34",0.0223400927862619,0.231375262260241,0,0,9.25,35.1626940708222,"SPI1;WBP2"
"Positive Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900026)","2/35",0.0235900021941376,0.231375262260241,0,0,8.9692446856626,33.6071525525025,"TESK1;MYADM"
"Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:0072332)","2/35",0.0235900021941376,0.231375262260241,0,0,8.9692446856626,33.6071525525025,"BCL3;PML"
"Macrophage Activation (GO:0042116)","2/35",0.0235900021941376,0.231375262260241,0,0,8.9692446856626,33.6071525525025,"CD93;C5AR1"
"DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0030330)","2/36",0.0248680379950632,0.231375262260241,0,0,8.70500438981563,32.157782734254,"BCL3;PML"
"Regulation Of Trans-Synaptic Signaling (GO:0099177)","2/36",0.0248680379950632,0.231375262260241,0,0,8.70500438981563,32.157782734254,"CX3CR1;LRRC4"
"Positive Regulation Of Phospholipase C Activity (GO:0010863)","2/36",0.0248680379950632,0.231375262260241,0,0,8.70500438981563,32.157782734254,"C5AR1;RASGRP4"
"Negative Regulation Of T Cell Proliferation (GO:0042130)","2/36",0.0248680379950632,0.231375262260241,0,0,8.70500438981563,32.157782734254,"SPN;CEBPB"
"Positive Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046427)","2/37",0.0261737658930613,0.231375262260241,0,0,8.45586353944563,30.8046911859412,"NOTCH1;CYP1B1"
"Positive Regulation Of Receptor Signaling Pathway Via STAT (GO:1904894)","2/37",0.0261737658930613,0.231375262260241,0,0,8.45586353944563,30.8046911859412,"NOTCH1;CYP1B1"
"Cellular Response To Hormone Stimulus (GO:0032870)","3/94",0.0263210313893772,0.231375262260241,0,0,4.90118152524168,17.8274938996935,"WBP2;RARA;HSPA1A"
"Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091)","5/246",0.0265612629197655,0.231375262260241,0,0,3.10775711887492,11.2758795233435,"CX3CR1;NFAM1;FLOT2;ZBTB7A;HSPA1A"
"Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:0000288)","2/39",0.0288665833696122,0.231375262260241,0,0,7.99798305768455,28.3534148983418,"ZFP36;CNOT3"
"Positive Regulation Of Cold-Induced Thermogenesis (GO:0120162)","3/98",0.029291359521112,0.231375262260241,0,0,4.69386624455877,16.5715197108819,"CEBPB;CNOT3;ZBTB7B"
"Notch Signaling Pathway (GO:0007219)","2/40",0.0302528268290892,0.231375262260241,0,0,7.78711704634721,27.2406253638732,"NOTCH1;DTX2"
"Negative Regulation Of Protein Localization (GO:1903828)","2/40",0.0302528268290892,0.231375262260241,0,0,7.78711704634721,27.2406253638732,"SPI1;LATS2"
"Hemopoiesis (GO:0030097)","3/101",0.0316307416925002,0.231375262260241,0,0,4.54948595979745,15.712222055282,"CEBPB;EVI2B;RASGRP4"
"Acylglycerol Metabolic Process (GO:0006639)","2/41",0.0316650700671069,0.231375262260241,0,0,7.58706467661692,26.1946525959589,"DGAT2;APOBR"
"Synaptic Vesicle Exocytosis (GO:0016079)","2/41",0.0316650700671069,0.231375262260241,0,0,7.58706467661692,26.1946525959589,"PIP5K1C;STX11"
"Positive Regulation Of Response To Biotic Stimulus (GO:0002833)","2/41",0.0316650700671069,0.231375262260241,0,0,7.58706467661692,26.1946525959589,"TLR8;FPR2"
"Activation Of GTPase Activity (GO:0090630)","3/102",0.0324317156952589,0.231375262260241,0,0,4.50330371383003,15.4401102239172,"AGAP2;SIPA1L3;TBC1D10B"
"Stress-Activated MAPK Cascade (GO:0051403)","2/42",0.0331029010210059,0.231375262260241,0,0,7.39701492537313,25.2100207012317,"ZFP36;SH2D3C"
"Negative Regulation Of Erythrocyte Differentiation (GO:0045647)","1/5",0.033543846303411,0.231375262260241,0,0,36.7777777777778,124.856945855798,"ZFP36"
"Negative Regulation Of Glial Cell Proliferation (GO:0060253)","1/5",0.033543846303411,0.231375262260241,0,0,36.7777777777778,124.856945855798,"NOTCH1"
"Regulation Of Establishment Of T Cell Polarity (GO:1903903)","1/5",0.033543846303411,0.231375262260241,0,0,36.7777777777778,124.856945855798,"FLOT2"
"PML Body Organization (GO:0030578)","1/5",0.033543846303411,0.231375262260241,0,0,36.7777777777778,124.856945855798,"PML"
"Regulation Of Hydrogen Peroxide Metabolic Process (GO:0010310)","1/5",0.033543846303411,0.231375262260241,0,0,36.7777777777778,124.856945855798,"RAC2"
"T-helper 1 Cell Differentiation (GO:0045063)","1/5",0.033543846303411,0.231375262260241,0,0,36.7777777777778,124.856945855798,"SPN"
"Regulation Of Interleukin-1-Mediated Signaling Pathway (GO:2000659)","1/5",0.033543846303411,0.231375262260241,0,0,36.7777777777778,124.856945855798,"IL1RN"
"Negative Regulation Of Protein Localization To Chromatin (GO:0120186)","1/5",0.033543846303411,0.231375262260241,0,0,36.7777777777778,124.856945855798,"SPI1"
"Regulation Of Keratinocyte Apoptotic Process (GO:1902172)","1/5",0.033543846303411,0.231375262260241,0,0,36.7777777777778,124.856945855798,"ZFP36"
"Autocrine Signaling (GO:0035425)","1/5",0.033543846303411,0.231375262260241,0,0,36.7777777777778,124.856945855798,"CX3CR1"
"Regulation Of pro-B Cell Differentiation (GO:2000973)","1/5",0.033543846303411,0.231375262260241,0,0,36.7777777777778,124.856945855798,"NOTCH1"
"Cell Junction Disassembly (GO:0150146)","1/5",0.033543846303411,0.231375262260241,0,0,36.7777777777778,124.856945855798,"CX3CR1"
"Pericardium Morphogenesis (GO:0003344)","1/5",0.033543846303411,0.231375262260241,0,0,36.7777777777778,124.856945855798,"NOTCH1"
"Cellular Heat Acclimation (GO:0070370)","1/5",0.033543846303411,0.231375262260241,0,0,36.7777777777778,124.856945855798,"HSPA1A"
"Phosphatidylinositol Acyl-Chain Remodeling (GO:0036149)","1/5",0.033543846303411,0.231375262260241,0,0,36.7777777777778,124.856945855798,"MBOAT7"
