"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031098","stress-activated protein kinase signaling cascade","97/4541","238/18870",7.66146217334132e-09,3.05440191328335e-07,NA,"EIF2AK2/MAP3K4/SCIMP/MYC/GADD45B/FKTN/HACD3/LRRK2/TLR4/LYN/DACT1/CCR7/CD27/TLR7/LTBR/SH2D3A/MAP2K2/MINK1/SASH1/FLT4/NAIP/MAPK8IP3/MAP3K11/GPS1/IL1B/EDAR/MAP4K2/RAP2A/IGF1R/SH2D3C/VEGFA/ZC3H12A/AXIN1/SLAMF1/MAP3K20/SEMA4C/RELL2/DUSP16/HGF/TRIB1/TRAF2/DUSP10/PRMT1/MAP3K10/MAPK3/WNT7A/MAP4K1/MAPK11/SDCBP/MAP2K7/IRAK1/STK25/SH3RF3/MEN1/FAS/TRAF4/MAPK13/RNF13/MAPKBP1/PTK2B/STK3/HRAS/CCDC88C/AGER/PTPN22/TAOK2/NLRP1/SPI1/RASGRP1/PER1/CARD9/NCF1/SIRPA/PYCARD/SPHK1/GSTP1/LGALS9/TNIK/MAP2K3/MYD88/F2RL1/SH3RF1/NOD2/DUSP3/TRPV4/RASSF2/SERPINF2/MDFIC/SMAD3/EPHB1/MFHAS1/ZMYND11/RELL1/NOD1/STRADB/MAPK14/MAP3K13",97
"GO:0007162","negative regulation of cell adhesion","120/4541","312/18870",8.42976517924947e-09,3.33956546315047e-07,NA,"CD86/IDO1/PDCD1LG2/SIPA1/FGL2/TBX21/KLF4/ADORA2A/CYP1B1/LILRB4/PLXNA3/THBS1/PLXNA4/TGFB1/PTPN6/CORO1C/SCRIB/EPHB2/IL1RN/TSPAN32/DTX1/ACTN4/LGALS3/HSPG2/PRDX2/VSIR/ERBB2/SLC4A2/RUNX3/AKT1/TNFRSF14/NOTCH1/PLXNA1/GBP1/VEGFA/ZBTB7B/HAVCR2/JAK2/SOCS1/ZC3H12A/IL2RA/PELI1/BCL6/LOXL3/LAX1/PAWR/HLX/AKNA/JAK3/LAG3/DMTN/FXYD5/MAD1L1/ANXA1/IL4R/PIK3R1/PLXNC1/RGCC/SPINT2/SWAP70/SOCS6/TBCD/CD164/MAD2L2/ADAM10/SEMA4D/ACVRL1/PTPN22/VSIG4/PLXNB2/CD9/SPI1/LILRB2/TGFBI/LILRB1/TIGIT/ADAM15/SRC/PLXND1/CD74/EPHA4/MYADM/LGALS9/PRKCD/ZNF703/CEBPB/CTLA4/ADTRP/CD274/CR1/PPM1F/MMP14/PHLDB2/TNFAIP8L2/PLXNA2/PAG1/MAPK7/PDE5A/DUSP3/CBLB/JAM3/TRPV4/CCL28/ADAMDEC1/CD300A/ADAM22/ASCL2/PDE3B/HLA-DRB1/ARG1/LGALS9C/PTPRO/PRNP/GCNT2/PTK2/BTN2A2/PTPRC/GTPBP4/PTEN/MDK",120
"GO:0042116","macrophage activation","54/4541","110/18870",1.00811707167948e-08,3.96883089656817e-07,NA,"SBNO2/IFI35/NMI/CD84/LRRK2/TLR4/CST7/TLR2/MIF/THBS1/ITGB2/MYO18A/TLR6/SHPK/HAVCR2/C1QA/TRPV1/JAK2/TLR1/ZC3H12A/NR1D1/IFNGR1/NAGLU/PLA2G4A/IL4R/CTSC/TNIP2/AGER/VSIG4/GRN/RORA/SLC11A1/CD93/CEBPA/SYK/DYSF/TYROBP/C5AR1/TREX1/ITGAM/SPHK1/CD74/BPI/TICAM1/IFNGR2/STAP1/PLCG2/FCGR3A/AIF1/FCER2/MFHAS1/PRKCE/PTPRC/TMEM229B",54
"GO:0051701","biological process involved in interaction with host","88/4541","211/18870",1.02176182088929e-08,3.99756379489542e-07,NA,"IFIT1/IFITM1/LY6E/CD86/TRIM6/HSPA1B/JPT2/SIGLEC1/TNFRSF4/PLSCR1/GRK2/SLC52A2/SELPLG/AKT1/TNFRSF14/CHMP1A/SLAMF1/ITGB7/BSG/NECTIN2/CD81/TPCN1/VPS18/GAS6/SIVA1/SMPD1/SCARB2/FUCA2/DYNLT1/CLEC5A/CD4/P4HB/ITGB1/TRIM59/THOC6/EXOC7/CHMP6/CHMP7/MID2/CHMP2A/ZNF639/CHMP5/TRIM62/ITGA5/FCN1/ANPEP/GSN/DPP4/CIITA/SRC/LGALS1/CD74/FURIN/HSPA1A/GPR15/AXL/LGALS9/ICAM1/CCR5/INSR/CR1/SLC1A5/PVR/SCARB1/HYAL2/PC/NECTIN1/TRIM22/CTSB/ALYREF/TPCN2/NECTIN3/CDHR3/PGLYRP1/RNASEK/WWP1/HLA-DRB1/TRIM5/HSP90AB1/CR2/TFRC/ILF3/F11R/TRIM38/SLC7A1/CD46/THOC1/VAMP8",88
"GO:0002821","positive regulation of adaptive immune response","61/4541","130/18870",1.03831376551122e-08,4.03724593145381e-07,NA,"RSAD2/HLA-C/HLA-A/HLA-B/MSH2/ARID5A/HLA-DRA/CLEC7A/TBX21/TNFSF13B/FCGR1A/BTK/TNFSF13/TGFB1/PRKCQ/IL1B/SKAP1/TYK2/JAK2/SLAMF1/NECTIN2/TRAF2/CD81/IL6ST/IL12RB1/PLA2G4A/STX7/CLEC6A/IL27RA/CD4/HLA-F/PRKCZ/MAD2L2/IL18/SASH3/B2M/MICA/CD28/SLC11A1/CARD9/PYCARD/CD1D/CD226/NLRP3/CD274/PVR/C3/GATA3/NOD2/CD1C/P2RX7/ZP3/KMT5C/HLA-DRB1/CD40/CCR2/FCER2/IL1R1/TFRC/PTPRC/CLCF1",61
"GO:0019882","antigen processing and presentation","56/4541","116/18870",1.16349140750932e-08,4.49621618153447e-07,NA,"HLA-C/HLA-A/HLA-B/UNC93B1/CTSH/TAP1/HLA-DRB5/FGL2/HLA-DRA/CD68/CCR7/FCGR1A/FCER1G/HLA-DPA1/CTSD/CTSS/RAB32/THBS1/CLEC4A/DNM2/WAS/ACE/TAPBPL/CTSF/RAB27A/RAB8B/HLA-F/B2M/RAB10/MICA/AP3D1/SLC11A1/IFI30/LILRB2/CD8A/WDFY4/PYCARD/CD1D/HLA-DPB1/TREX1/CD74/HLA-DMB/ICAM1/HLA-DMA/RELB/NOD2/CD1C/RAB34/HLA-DRB1/RFTN1/HLA-DOB/FCER2/MFSD6/NOD1/RAB3B/EXT1",56
"GO:0002753","cytosolic pattern recognition receptor signaling pathway","66/4541","146/18870",1.69148860937652e-08,6.49676021369676e-07,NA,"RSAD2/OASL/OAS3/IRF7/DDX60/OAS1/EIF2AK2/SCIMP/HSPA1B/UNC93B1/IFIH1/FLOT1/DHX58/CD36/TLR4/MEFV/TLR8/PIK3AP1/BTK/NLRC3/TLR7/NOP53/TLR6/HAVCR2/NLRP6/GBP5/PELI1/IRF3/SLC46A2/ZDHHC12/IRAK1/SIRT2/BIRC3/CPTP/CGAS/RELA/NLRX1/LACC1/PTPRS/TNIP2/WDFY1/PTPN22/NEK7/NLRP1/PYCARD/SRC/SLC15A3/FCRL3/HSPA1A/NLRP3/TICAM1/MYD88/F2RL1/NOD2/PLCG2/GRAMD4/NAGK/MAVS/RNF135/SEC14L1/RFTN1/IPO5/TIFA/NOD1/ALPK1/USP15",66
"GO:0002433","immune response-regulating cell surface receptor signaling pathway involved in phagocytosis","20/4541","26/18870",2.00198733114769e-08,7.5966977101803e-07,NA,"LYN/PLA2G6/MYO1G/PAK1/YES1/LIMK1/PLD2/VAV3/VAV1/HCK/SYK/SRC/FGR/PRKCD/VAV2/FYN/PTK2/PRKCE/PTPRC/PTPRJ",20
"GO:0038096","Fc-gamma receptor signaling pathway involved in phagocytosis","20/4541","26/18870",2.00198733114769e-08,7.5966977101803e-07,NA,"LYN/PLA2G6/MYO1G/PAK1/YES1/LIMK1/PLD2/VAV3/VAV1/HCK/SYK/SRC/FGR/PRKCD/VAV2/FYN/PTK2/PRKCE/PTPRC/PTPRJ",20
"GO:0002456","T cell mediated immunity","60/4541","129/18870",2.05505048020507e-08,7.75135507473756e-07,NA,"RSAD2/HLA-C/HLA-A/HLA-B/ARID5A/UNC93B1/CTSH/PRF1/IL7R/HLA-DRA/GZMM/TBX21/LILRB4/SCART1/FUT7/IL1B/MYO1G/SLAMF1/AHR/WAS/NECTIN2/TRAF2/CD81/IL12RB1/STX7/CTSC/RAB27A/HLA-F/PRKCZ/IL18/RIPK3/SASH3/B2M/MICA/AGER/CD8A/LILRB1/CD1D/TREX1/KLRD1/NLRP3/ICAM1/TNFRSF1B/CR1/PVR/TRPM4/GATA3/NOD2/CD1C/P2RX7/ZP3/HLA-DRB1/ARG1/RFTN1/BTN3A3/CR2/CCR2/IL1R1/PTPRC/CD46",60
"GO:0010720","positive regulation of cell development","158/4541","444/18870",2.40046889136674e-08,9.00032949209471e-07,NA,"CD86/TENM4/ZAP70/IL7R/HLA-DRA/CLEC7A/LYN/LEF1/CCR1/BTK/TLR2/CD27/VNN1/TSPO/LILRB4/PLXNA3/BIN1/BCL2/RGS14/RHOH/KLF10/PLXNA4/MAP2K2/TGFB1/SHTN1/PRKCH/TWF2/EPHB2/TESPA1/SOX13/IL1B/SART1/VSIR/RUNX3/NOTCH1/PLXNA1/SLC7A5/ADAM8/TRPV2/VEGFA/ID2/ZBTB7B/ZNF335/SOCS1/DBN1/RPTOR/ANAPC2/IL2RA/GPR68/HAPLN3/BCL6/IL15/AMIGO1/STK11/TRIB1/SMARCA4/DUSP10/HLX/PLAG1/IL6ST/IL12RB1/HSF1/LIMK1/EGR2/ITPKB/SKIL/GAS6/SOX12/ANXA1/IL4R/ACE/CYSLTR1/ASPM/PLXNC1/SIRT2/BAD/STK25/CUL7/TGM2/EVI2B/MME/CD4/WNT10B/ITGB1/CD83/KLHL25/MEGF8/ACTB/PRKCZ/PRKCA/RELA/IL18/PPARGC1B/SASH3/SOX8/SEMA4D/AGER/RB1/SMARCD2/AP3D1/CSF1/PLXNB2/VCAN/FES/ZBTB16/SPI1/RASGRP1/LILRB2/SYK/TYROBP/PLXND1/CD74/EPHA4/RARA/AXL/LGALS9/NEURL1/ZMIZ1/GPER1/NLRP3/TESC/SMARCD3/TNFRSF1B/SOX4/SPINT1/ARID1A/CR1/HIF1A/BAIAP2/MMP14/GATA3/PLXNA2/PDE5A/SRF/TOX/ZBTB46/NOTCH2/HLA-DRB1/RUFY3/BMPR2/BTN2A2/F11R/PTPRC/MACF1/CD46/LRP2/EEF2K/TBC1D24/SMARCB1/FOXO3/KDM1A/NUMB/TMEM64/ROBO1/CLCF1/STAT5B/MAP3K13/MDK",158
"GO:0051235","maintenance of location","130/4541","350/18870",2.44170582021585e-08,9.07025763049957e-07,NA,"CCDC88A/ABCA1/ABCG1/LDAH/SREBF1/CD36/FLNA/LIME1/LYN/CORO1A/LCK/CCR7/SLC8A1/PKD1/PLCH2/PLCG1/CYBA/ITPR3/CXCL10/CES1/TSPO/PNPLA2/PDE4D/MSR1/GAA/PTPN6/SUN2/TWF2/GPAA1/SRGN/IL1B/NBL1/AKT1/ALKBH7/PLCD1/NR1H2/TRPV1/PPARD/DBN1/ZC3H12A/GSTM2/EHD1/SELENON/PLCB2/STARD4/RANGAP1/NAGLU/DGAT1/SPOUT1/TPCN1/CHERP/CIZ1/CCDC22/GP5/CLIC2/BAX/MOSPD2/ASPM/SREBF2/KEAP1/CALM2/TWF1/ARL2/SLC25A23/ABHD5/CTNND1/CD4/SLC8B1/TMSB10/CXCL11/NRIP1/HEXB/PTK2B/ACACB/CHD7/SUFU/S100A9/S100A8/FBN2/TRPM2/GSN/ANK3/NRROS/TTC39B/GPER1/FTL/DGAT2/MCOLN1/MCOLN2/CCR5/PRKACA/PLCB3/SCARB1/HK2/C3/INSIG1/GM2A/ANXA6/PLCG2/NFKBIB/CAMK2D/ACVR1C/P2RX7/CPT1A/LPL/PLIN3/PISD/RYR1/TPCN2/BSCL2/VPS13A/CIDEB/PML/CD19/SORL1/NFKBIE/SUN1/PLIN5/FTH1/LIPA/AKAP6/ERO1A/PRKCE/PLIN2/PTPRC/FTO/VPS13C/NOS1/STAT5B/JPH4",130
"GO:0051403","stress-activated MAPK cascade","93/4541","230/18870",2.44791839527691e-08,9.07025763049957e-07,NA,"EIF2AK2/MAP3K4/SCIMP/MYC/GADD45B/FKTN/HACD3/LRRK2/TLR4/DACT1/CCR7/CD27/TLR7/LTBR/SH2D3A/MAP2K2/MINK1/SASH1/FLT4/NAIP/MAPK8IP3/MAP3K11/GPS1/IL1B/EDAR/MAP4K2/RAP2A/IGF1R/SH2D3C/VEGFA/ZC3H12A/AXIN1/SLAMF1/MAP3K20/SEMA4C/RELL2/DUSP16/HGF/TRIB1/TRAF2/DUSP10/PRMT1/MAP3K10/MAPK3/WNT7A/MAP4K1/MAPK11/SDCBP/MAP2K7/IRAK1/STK25/SH3RF3/MEN1/FAS/TRAF4/MAPK13/MAPKBP1/PTK2B/STK3/HRAS/AGER/PTPN22/TAOK2/SPI1/RASGRP1/PER1/CARD9/NCF1/SIRPA/PYCARD/SPHK1/GSTP1/LGALS9/TNIK/MAP2K3/MYD88/F2RL1/SH3RF1/NOD2/DUSP3/TRPV4/RASSF2/SERPINF2/MDFIC/SMAD3/EPHB1/MFHAS1/ZMYND11/RELL1/NOD1/STRADB/MAPK14/MAP3K13",93
"GO:0070227","lymphocyte apoptotic process","43/4541","82/18870",2.68855100174561e-08,9.90361564912022e-07,NA,"IDO1/BCL3/PKN1/HSH2D/IL7R/LYN/BCL11B/BTK/CD27/MIF/PDCD1/BCL2/PRKCQ/PRKD2/LGALS3/AKT1/ADAM8/IL2RA/BCL6/JAK3/SLC46A2/ORMDL3/NOC2L/BAX/MIR17HG/FAS/RIPK3/CD3G/CD74/LGALS9/IRS2/CD274/HIF1A/P2RX7/PRELID1/CASP7/RPS6/GPAM/LIPA/SLC39A10/DNAJA3/TP53/DFFA",43
"GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","58/4541","124/18870",2.73217669099419e-08,1.0005802893356e-06,NA,"RSAD2/HLA-C/HLA-A/HLA-B/MSH2/ARID5A/HLA-DRA/CLEC7A/TBX21/TNFSF13B/FCGR1A/BTK/TNFSF13/TGFB1/PRKCQ/IL1B/TYK2/JAK2/SLAMF1/NECTIN2/TRAF2/CD81/IL12RB1/PLA2G4A/STX7/CLEC6A/IL27RA/CD4/HLA-F/PRKCZ/MAD2L2/IL18/SASH3/B2M/MICA/CD28/SLC11A1/CARD9/CD1D/CD226/NLRP3/CD274/PVR/C3/GATA3/NOD2/CD1C/P2RX7/ZP3/KMT5C/HLA-DRB1/CD40/CCR2/FCER2/IL1R1/TFRC/PTPRC/CLCF1",58
"GO:0043367","CD4-positive, alpha-beta T cell differentiation","47/4541","93/18870",2.82756497450662e-08,1.02952784823221e-06,NA,"RSAD2/CD86/BCL3/HLA-DRA/JUNB/TBX21/LEF1/SLAMF6/RORC/STAT4/LY9/FUT7/RUNX3/ZFPM1/ZBTB7B/SOCS1/ZC3H12A/BCL6/LOXL3/BATF/HLX/JAK3/IL12RB1/ANXA1/IL4R/ARMC5/MEN1/CD83/KLHL25/PRKCZ/IL18/SASH3/RORA/GPR183/SEMA4A/RARA/LGALS9/NLRP3/RELB/SH3RF1/GATA3/TOX/ASCL2/HLA-DRB1/IRF4/IL6R/KMT2A",47
"GO:0002444","myeloid leukocyte mediated immunity","53/4541","110/18870",3.08868307078479e-08,1.11813877372835e-06,NA,"CD84/LYN/SPON2/FCGR1A/BTK/RABGEF1/LAT/RAC2/TICAM2/UNC13D/LAT2/GAB2/ITGB2/STXBP2/NLRP6/BCR/IL4R/ACE/RAB44/MILR1/SPHK2/DNASE1/STX4/PIK3CD/NDST2/FES/SPI1/RASGRP1/CARD9/PRAM1/SYK/TYROBP/PTAFR/TREM1/ITGAM/FGR/ADGRE2/LGALS9/TICAM1/MYD88/F2RL1/C3/STAP1/MAVS/CD300A/PTGDR/IGHG1/ANXA3/FCGR3A/ARG1/CCR2/FER/VAMP8",53
"GO:0001910","regulation of leukocyte mediated cytotoxicity","48/4541","96/18870",3.12931767102789e-08,1.12637554341741e-06,NA,"HLA-C/HLA-A/HLA-B/IL7R/HLA-DRA/SLAMF6/TGFB1/NCR3/HAVCR2/NECTIN2/LAG3/IL12RB1/STX7/CLEC12B/HLA-F/DNASE1/RIPK3/B2M/MICA/AGER/VAV1/SPI1/RASGRP1/KLRK1/KLRB1/TYROBP/LILRB1/CD1D/SH2D1A/ITGAM/CD226/LGALS9/KLRD1/ICAM1/KLRC4-KLRK1/PVR/F2RL1/STAP1/CD1C/P2RX7/CD160/GFER/HLA-DRB1/IL18RAP/ARG1/ARRB2/PTPRC/STAT5B",48
"GO:0022411","cellular component disassembly","173/4541","497/18870",3.16802692425823e-08,1.13382963613083e-06,NA,"FKBP8/DNM1L/MYC/PRICKLE1/RETREG1/PLK3/ATG2A/NAPA/DEDD2/MRRF/MAP1LC3A/FLOT1/SREBF1/WASHC1/IRAK3/CARMIL2/TSPO/DDIT4/PNPLA2/CTSS/STMN3/NFE2/TGFB1/TECPR1/TWF2/SH3BP1/HDGFL3/SPTBN1/ATP13A2/SHARPIN/MICAL1/MAP1S/CHMP1A/IGF1R/PPP1CA/ADAM8/PPP1R9B/FLII/C1QA/MICAL3/ULK1/TOM1/VMP1/SH3GL1/CDC37/CIB1/SMARCA4/TSC2/KATNB1/APEH/TOP2A/USP36/HMGA1/CAPN10/CAPZA2/JMJD4/SPTBN5/DMTN/VILL/HSF1/ATG4D/TRIOBP/UPF1/PBXIP1/C1QB/GAK/TEX264/RRP7A/PIK3R1/BAX/GRWD1/EIF5A/PLXNC1/FIS1/SREBF2/ATG9B/ULK3/WIPI1/OPTN/ATG9A/SPTAN1/TWF1/VPS16/SWAP70/MAP1A/BNIP3L/CLN3/MID1IP1/ITGB1/PRKCA/ADAM10/DDR1/PEX10/CHMP6/LAMP2/ATG3/CFL1/CHMP7/TBC1D25/CHMP2A/DDRGK1/CHMP5/SMARCD2/PEX14/FYCO1/LRP1/CST3/GSN/DPP4/ADAM15/ITGAM/CAPG/SH3PXD2B/FURIN/EPHA4/MMP9/GPER1/NCKAP5L/MCOLN1/SMARCD3/INSR/IQSEC1/ARID1A/FSCN1/HIF1A/HK2/F2RL1/C3/MMP14/ADGRB3/NOD2/FRAT2/ACVR1C/DUSP3/MICAL2/NEK6/PLIN3/STMN1/TRPV4/LIMA1/CAMKK2/FRAT1/CTDNEP1/GABARAP/ASPH/CFL2/ENDOG/GABARAPL1/ABCE1/ADD2/SSRP1/SVIL/LRBA/VDAC1/LPIN1/FUNDC2/CARMIL1/TOMM7/PLIN2/RUBCN/AVIL/VPS13C/GSPT2/TP53/DFFA/CKAP5/EEF2K/SMARCB1/GSPT1/SLC25A4/FER/LCP1/VAMP8",173
"GO:0007254","JNK cascade","71/4541","163/18870",3.26030865363457e-08,1.16026464459006e-06,NA,"GADD45B/FKTN/HACD3/LRRK2/TLR4/DACT1/CCR7/CD27/TLR7/LTBR/SH2D3A/MINK1/FLT4/NAIP/MAPK8IP3/MAP3K11/GPS1/IL1B/EDAR/MAP4K2/RAP2A/IGF1R/SH2D3C/AXIN1/SLAMF1/MAP3K20/DUSP16/TRIB1/TRAF2/DUSP10/PRMT1/MAP3K10/WNT7A/MAP4K1/SDCBP/MAP2K7/IRAK1/SH3RF3/MEN1/TRAF4/MAPKBP1/PTK2B/STK3/HRAS/AGER/PTPN22/TAOK2/RASGRP1/PER1/CARD9/NCF1/SIRPA/PYCARD/GSTP1/TNIK/MYD88/F2RL1/SH3RF1/NOD2/DUSP3/TRPV4/RASSF2/SERPINF2/MDFIC/SMAD3/EPHB1/MFHAS1/ZMYND11/NOD1/STRADB/MAP3K13",71
"GO:0071674","mononuclear cell migration","85/4541","207/18870",4.2298392686054e-08,1.49684031196323e-06,NA,"GCSAM/ZAP70/PLEC/LYN/TBX21/CORO1A/CCR7/CCR1/FPR2/S1PR1/CXCL10/THBS1/CCR6/FUT7/PLA2G7/MYO1G/LGALS3/NBL1/C3AR1/RPS19/AKT1/TNFRSF14/ADAM8/SLAMF1/ARHGEF5/PDGFB/ITGB7/CCL2/MAPK3/DEFA1/GAS6/ANXA1/MOSPD2/IL27RA/SLC8B1/CXCL11/CD99/ITGAL/PTK2B/RIPK3/ADAM10/TMEM102/AGER/STK10/SELENOK/PIK3CD/CSF1/SPI1/S100A12/CSF1R/KLRK1/CXCR1/PADI2/GPR183/NLRP12/CXCR2/SIRPA/C5AR1/TRPM2/PYCARD/CXCL16/GPR15/ALOX5/LGALS9/ICAM1/CCR5/ADTRP/SLAMF8/KLRC4-KLRK1/TRPM4/GATA3/JAM3/TRPV4/JAML/ASCL2/AIF1/IL6R/CCR2/TNFSF14/PTPRO/PTK2/F11R/EXT1/ANO6/MDK",85
"GO:0097529","myeloid leukocyte migration","96/4541","242/18870",4.47232400817184e-08,1.56942052954029e-06,NA,"DNM1L/LYN/CCR7/CCR1/FCER1G/RABGEF1/BST1/FPR2/MIF/RAC2/CXCL10/RIN3/THBS1/ITGB2/CNN2/FUT7/PLA2G7/IL1B/LGALS3/NBL1/C3AR1/RPS19/PIP5K1C/ADAM8/VEGFA/SLAMF1/ARHGEF5/PDGFB/BSG/CCL2/CD81/MAPK3/PREX1/BCR/ANXA1/PIK3R1/MOSPD2/ITGA1/VAV3/SWAP70/CXCL11/CD99/PTK2B/TNFAIP6/AGER/SELENOK/PIK3CD/VAV1/CSF1/S100A9/S100A8/CD9/SPI1/S100A12/CSF3R/CSF1R/CXCR1/SYK/CXCR2/SIRPA/TREM1/C5AR1/DPP4/ADGRE2/CD74/MCOLN2/SLAMF8/MYD88/IL17RC/ITGA9/MMP14/PDE4B/C5AR2/NOD2/STAP1/CXCL3/DAPK2/MPP1/JAM3/TRPV4/IL17RA/CD300A/JAML/CXCL1/AIF1/RPL13A/IL6R/CCR2/PTPRO/IL1R1/PTK2/CAMK1D/ANO6/STAT5B/P2RX4/MDK",96
"GO:0045807","positive regulation of endocytosis","68/4541","155/18870",4.48477052416658e-08,1.56942052954029e-06,NA,"FLOT1/LRRK2/CD36/CLEC7A/RAB31/FCGR1A/FCER1G/BTK/CYBA/FPR2/ABCA7/CD300LF/IL2RB/BIN1/C2/VPS28/MYO18A/LDLRAP1/IL1B/LMAN2/VEGFA/SIRPG/IL15/CCL2/BCR/GAS6/SMPD1/AP2A1/RAB27A/CLN3/AP2M1/PPT1/B2M/MERTK/DLL1/C4A/TFR2/FCN1/LRP1/CD14/SLC11A1/SYK/CD151/SIRPA/PYCARD/SIRPB1/CFP/AXL/INSR/HIP1/PICK1/F2RL1/C3/NOD2/STAP1/PLCG2/ARRB1/DAB2/NEDD4L/PPP3CC/BICD1/ARRB2/PTPRC/EEF2K/CAMK1D/PTPRJ/AHI1/ANO6",68
"GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","41/4541","78/18870",5.1555526839116e-08,1.79418930143421e-06,NA,"CD86/HLA-DRA/JUNB/TBX21/CARD11/CD3E/PRKCQ/VSIR/RUNX3/ZBTB7B/SOCS1/ZC3H12A/IL2RA/BCL6/LOXL3/BATF/CD81/HLX/JAK3/IL12RB1/ANXA1/IL4R/CD83/KLHL25/PRKCZ/IL18/SASH3/AGER/CD28/RARA/LGALS9/NLRP3/CD274/SH3RF1/GATA3/CD160/CBLB/ASCL2/HLA-DRB1/IRF4/LGALS9C",41
"GO:0022408","negative regulation of cell-cell adhesion","84/4541","205/18870",5.67378906174015e-08,1.96369215933523e-06,NA,"CD86/IDO1/PDCD1LG2/FGL2/TBX21/KLF4/ADORA2A/LILRB4/TGFB1/PTPN6/SCRIB/IL1RN/TSPAN32/DTX1/LGALS3/PRDX2/VSIR/ERBB2/SLC4A2/RUNX3/AKT1/TNFRSF14/NOTCH1/VEGFA/ZBTB7B/HAVCR2/JAK2/SOCS1/ZC3H12A/IL2RA/PELI1/BCL6/LOXL3/LAX1/PAWR/HLX/AKNA/JAK3/LAG3/FXYD5/MAD1L1/ANXA1/IL4R/RGCC/SPINT2/SWAP70/SOCS6/MAD2L2/PTPN22/VSIG4/CD9/SPI1/LILRB2/LILRB1/TIGIT/CD74/MYADM/LGALS9/PRKCD/ZNF703/CEBPB/CTLA4/ADTRP/CD274/CR1/PPM1F/TNFAIP8L2/PAG1/MAPK7/PDE5A/DUSP3/CBLB/TRPV4/CCL28/CD300A/ASCL2/HLA-DRB1/ARG1/LGALS9C/PRNP/PTK2/BTN2A2/GTPBP4/MDK",84
"GO:0070228","regulation of lymphocyte apoptotic process","34/4541","60/18870",6.21298229958689e-08,2.13855603852994e-06,NA,"IDO1/BCL3/HSH2D/IL7R/LYN/BCL11B/BTK/CD27/MIF/PDCD1/BCL2/PRKCQ/PRKD2/LGALS3/ADAM8/BCL6/JAK3/SLC46A2/ORMDL3/NOC2L/BAX/MIR17HG/RIPK3/CD3G/CD74/LGALS9/IRS2/CD274/HIF1A/P2RX7/PRELID1/GPAM/SLC39A10/TP53",34
"GO:0002292","T cell differentiation involved in immune response","43/4541","84/18870",6.74092257984596e-08,2.30766692013314e-06,NA,"CD86/BCL3/FGL2/HLA-DRA/JUNB/TBX21/LEF1/FCER1G/EOMES/SLAMF6/RORC/CLEC4D/STAT4/LY9/ZFPM1/ZBTB7B/ZC3H12A/BCL6/LOXL3/BATF/HLX/JAK3/IL12RB1/ANXA1/IL4R/MEN1/PRKCZ/IL18/RORA/GPR183/CLEC4E/SEMA4A/RARA/LGALS9/NLRP3/RELB/GATA3/ASCL2/HLA-DRB1/IRF4/IL6R/KMT2A/CD46",43
"GO:0042267","natural killer cell mediated cytotoxicity","40/4541","76/18870",7.13984451038618e-08,2.43102057140122e-06,NA,"HLA-A/HLA-B/RNF19B/NKG7/CORO1A/CD2/UNC13D/SLAMF6/TGFB1/PTPN6/PLEKHM2/NCR3/HAVCR2/NECTIN2/TUBB4B/LAG3/CLEC12B/RAB27A/LYST/HLA-F/IL18/MICA/VAV1/RASGRP1/KLRK1/KLRB1/LILRB1/SH2D1A/CD226/LGALS9/KLRD1/KLRC4-KLRK1/PVR/CD160/GFER/IL18RAP/FCGR3A/SLAMF7/ARRB2/STAT5B",40
"GO:0032623","interleukin-2 production","35/4541","63/18870",7.86122719531407e-08,2.64801444402585e-06,NA,"CD86/CLEC7A/TBX21/CARD11/CD3E/PDE4D/LILRB4/PRKCQ/PRKD2/IL1B/SPTBN1/GBP1/HAVCR2/HDAC7/TRAF2/LAG3/ANXA1/CD4/CD83/SASH3/RPS3/VSIG4/CD28/CARD9/HOMER3/CR1/PDE4B/GATA3/NOD2/PLCG2/IRF4/CCR2/PRNP/PTPRC/STAT5B",35
"GO:0032663","regulation of interleukin-2 production","35/4541","63/18870",7.86122719531407e-08,2.64801444402585e-06,NA,"CD86/CLEC7A/TBX21/CARD11/CD3E/PDE4D/LILRB4/PRKCQ/PRKD2/IL1B/SPTBN1/GBP1/HAVCR2/HDAC7/TRAF2/LAG3/ANXA1/CD4/CD83/SASH3/RPS3/VSIG4/CD28/CARD9/HOMER3/CR1/PDE4B/GATA3/NOD2/PLCG2/IRF4/CCR2/PRNP/PTPRC/STAT5B",35
"GO:0002228","natural killer cell mediated immunity","41/4541","79/18870",8.23380802328023e-08,2.75876365631075e-06,NA,"HLA-A/HLA-B/RNF19B/NKG7/CORO1A/CD96/CD2/UNC13D/SLAMF6/TGFB1/PTPN6/PLEKHM2/NCR3/HAVCR2/NECTIN2/TUBB4B/LAG3/CLEC12B/RAB27A/LYST/HLA-F/IL18/MICA/VAV1/RASGRP1/KLRK1/KLRB1/LILRB1/SH2D1A/CD226/LGALS9/KLRD1/KLRC4-KLRK1/PVR/CD160/GFER/IL18RAP/FCGR3A/SLAMF7/ARRB2/STAT5B",41
