"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000244","spliceosomal tri-snRNP complex assembly","16/2086","26/18870",8.4481717239007e-10,4.50594759128413e-07,NA,"RNU5A-1/RNU6ATAC/RNU5B-1/RNU6-1/RNU4-2/RNU5E-1/RNU4-1/TSSC4/RNU4ATAC/RNU6-9/RNU5D-1/PRPF31/CD2BP2/PRPF8/RNU6-7/RNU5F-1",16
"GO:1903900","regulation of viral life cycle","42/2086","143/18870",1.66819615710853e-09,8.15608904479645e-07,NA,"RSAD2/ISG15/LY6E/MX1/EIF2AK2/OAS1/LGALS1/OAS3/OASL/CD74/IFITM1/LGALS9/TRIM28/FURIN/LAMP3/NOTCH1/BST2/OAS2/TNIP1/ISG20/RAD23A/TNF/TRIM25/SMPD1/IFITM2/CD4/P4HB/TRIM62/IFIT1/IFITM3/APOBEC3A/AXL/TRIM22/ADARB1/MAVS/IFIT5/IFIH1/TRIM5/ZC3HAV1/APOBEC3G/TRIM59/TRIM38",42
"GO:0045088","regulation of innate immune response","88/2086","425/18870",3.74948311487279e-09,1.6921705719199e-06,NA,"RSAD2/ISG15/USP18/IRF7/EIF2AK2/HSPA1B/GRN/OAS1/KLRB1/OAS3/CYBA/OASL/LRCH4/HSPA1A/NOD2/LGALS9/TGFB1/PTPN6/UNC93B1/IFI35/NINJ1/PYCARD/RPS19/TREX1/AKT1/ADAM8/NR1H2/NLRP6/LRRC14/NLRC5/CDC37/TRIM56/IRF3/MAPKAPK3/NAGLU/TNIP1/GRAMD4/ZDHHC12/CACTIN/ECSIT/IRF1/DHX58/TNF/TICAM1/TRIM25/GPR108/IRAK1/PQBP1/SIRT2/EP300/HLA-F/CPTP/FAM3A/FLOT1/RELA/NLRX1/PTPRS/MICA/TNIP2/TTLL12/ZBP1/VAV1/TRIM62/NLRP1/SERPING1/CARD9/DDX60/SRC/NR1D1/NOP53/TLR5/STAT2/NFKBIL1/MAVS/MAPKAPK2/GFER/PARP14/IFIH1/SERPINB9/SAMHD1/TRIM5/AIM2/TLR7/CEACAM1/TIFA/NOD1/PRKCE/PIK3AP1",88
"GO:0002757","immune response-activating signaling pathway","95/2086","473/18870",4.63484457535191e-09,1.91441804841586e-06,NA,"RSAD2/BTNL9/IRF7/EIF2AK2/HSPA1B/TRDC/LIME1/OAS1/OAS3/HLA-DPB1/CYBA/OASL/LAT/PVRIG/LRCH4/HSPA1A/DGKZ/NOD2/CSK/PTPN6/PLA2G6/UNC93B1/IFI35/PRKD2/MYO1G/NINJ1/PYCARD/RNF31/FCHO1/ZC3H12A/NLRP6/LRRC14/STK11/CD81/KCNN4/IRF3/MAPKAPK3/PHPT1/NAGLU/TNIP1/GRAMD4/ZDHHC12/CACTIN/ECSIT/LIMK1/IRF1/DHX58/BAX/TNF/TICAM1/TRIM25/GPR108/IRAK1/SIRT2/BAG6/PLD2/EP300/CPTP/FLOT1/TRBC1/RELA/NLRX1/HRAS/PTPRS/TNIP2/PIK3CD/VAV1/NLRP1/DDX60/SRC/NFKBID/CD79B/NR1D1/VAV2/ADA/NOP53/STAP1/TLR5/NFKBIL1/MAVS/MAPKAPK2/IGHG1/GBP1/IFIH1/IGHG3/AIM2/TLR7/BTN3A3/NFATC2/CEACAM1/TIFA/NOD1/BTN2A2/PRKCE/PIK3AP1",95
"GO:0045071","negative regulation of viral genome replication","23/2086","55/18870",4.89454077488288e-09,1.91441804841586e-06,NA,"RSAD2/ISG15/MX1/EIF2AK2/OAS1/OAS3/OASL/IFITM1/TRIM28/BST2/OAS2/TNIP1/ISG20/TNF/IFITM2/IFIT1/IFITM3/APOBEC3A/MAVS/IFIT5/IFIH1/ZC3HAV1/APOBEC3G",23
"GO:0010506","regulation of autophagy","76/2086","355/18870",9.69905422073372e-09,3.51554412874025e-06,NA,"TSPO/FKBP8/NOD2/ATG2A/WASHC1/PLEKHF1/TECPR1/USP20/SREBF1/CAPN1/GAPDH/ATP13A2/PYCARD/LAMP3/RNF31/AKT1/SLC7A5/ATP6V0D1/TFEB/ATP6V0C/RPTOR/ZC3H12A/NLRP6/ULK1/TOM1/OSBPL7/STK11/WDR6/TSC2/PLK3/ATP6V0B/DAPK3/MAPK3/WDR24/TPCN1/ATP6V0E2/PRKACA/NPRL3/CAPNS1/TICAM1/SREBF2/ULK3/QSOX1/KEAP1/SUPT5H/SIRT2/BAD/MLST8/EHMT2/SNRNP70/CDK16/EP300/CLN3/CPTP/TPCN2/KLHL22/ATG101/EXOC7/HSPB1/TBC1D25/FYCO1/ADRB2/RUFY4/USP36/TRIM22/TRIB3/FOXK1/CTSA/ORMDL3/GPR137/GPSM1/ENDOG/TRIM5/NOD1/TRIM38/DRAM2",76
"GO:0034340","response to type I interferon","30/2086","89/18870",1.06026712210136e-08,3.51554412874025e-06,NA,"ISG15/USP18/IRF7/MX1/IFI27/OAS1/OAS3/IFITM1/PTPN6/TREX1/TBKBP1/TYK2/NLRC5/CDC37/OAS2/TRIM56/IRF3/CACTIN/SMPD1/IRAK1/IFITM2/TTLL12/ZBP1/IFIT1/IFITM3/STAT2/MAVS/IFIH1/SAMHD1/STAT1",30
"GO:0050792","regulation of viral process","45/2086","168/18870",1.07857157520581e-08,3.51554412874025e-06,NA,"RSAD2/ISG15/LY6E/MX1/EIF2AK2/OAS1/LGALS1/OAS3/OASL/CD74/IFITM1/LGALS9/TRIM28/FURIN/LAMP3/NOTCH1/BST2/OAS2/TMEM250/TNIP1/ISG20/RAD23A/TNF/TRIM25/SMPD1/IFITM2/CD4/P4HB/TRIM62/IFIT1/IFITM3/APOBEC3A/AXL/TRIM22/ADARB1/TRIM14/MAVS/IFIT5/IFIH1/TRIM5/ZC3HAV1/STAT1/APOBEC3G/TRIM59/TRIM38",45
"GO:0044409","entry into host","44/2086","163/18870",1.21408711422543e-08,3.74897321008451e-06,NA,"LY6E/HSPA1B/LGALS1/CD74/IFITM1/HSPA1A/TNFRSF4/LGALS9/GRK2/FURIN/SLC52A2/SELPLG/TNFRSF14/CTSL/SLC1A5/ITGB7/BSG/CD81/LDLR/TPCN1/VPS18/GAS6/SIVA1/ICAM1/TRIM25/SMPD1/IFITM2/CD4/P4HB/HYAL2/TPCN2/EXOC7/TRIM62/ITGA5/SIGLEC1/IFITM3/SRC/AXL/TRIM22/RNASEK/TRIM5/SCARB2/TRIM59/TRIM38",44
"GO:0051701","biological process involved in interaction with host","52/2086","211/18870",1.77941964067983e-08,5.21992751593428e-06,NA,"LY6E/HSPA1B/LGALS1/CD74/IFITM1/HSPA1A/TNFRSF4/LGALS9/GRK2/FURIN/SLC52A2/SELPLG/AKT1/TNFRSF14/CHMP1A/CTSL/SLC1A5/ITGB7/BSG/CD81/LDLR/TPCN1/VPS18/GAS6/SIVA1/ICAM1/TRIM25/SMPD1/IFITM2/CD4/P4HB/HYAL2/THOC6/TPCN2/EXOC7/CHMP6/ALYREF/CHMP2A/TRIM62/ITGA5/SIGLEC1/IFIT1/IFITM3/SRC/AXL/TRIM22/RNASEK/TRIM5/SCARB2/CHMP5/TRIM59/TRIM38",52
"GO:0044000","movement in host","48/2086","188/18870",1.88584357637707e-08,5.26868774409727e-06,NA,"LY6E/HSPA1B/LGALS1/CD74/IFITM1/HSPA1A/TNFRSF4/LGALS9/GRK2/FURIN/SLC52A2/SELPLG/TNFRSF14/CHMP1A/CTSL/SLC1A5/ITGB7/BSG/CD81/LDLR/TPCN1/VPS18/GAS6/SIVA1/ICAM1/TRIM25/SMPD1/IFITM2/CD4/P4HB/HYAL2/TPCN2/EXOC7/CHMP6/CHMP2A/TRIM62/ITGA5/SIGLEC1/IFITM3/SRC/AXL/TRIM22/RNASEK/TRIM5/SCARB2/CHMP5/TRIM59/TRIM38",48
"GO:0046718","viral entry into host cell","42/2086","156/18870",2.80787032215614e-08,7.48807962731367e-06,NA,"LY6E/HSPA1B/LGALS1/CD74/IFITM1/HSPA1A/TNFRSF4/LGALS9/GRK2/FURIN/SLC52A2/SELPLG/TNFRSF14/CTSL/SLC1A5/ITGB7/BSG/CD81/LDLR/TPCN1/VPS18/GAS6/SIVA1/ICAM1/TRIM25/SMPD1/IFITM2/CD4/P4HB/HYAL2/TPCN2/TRIM62/ITGA5/SIGLEC1/IFITM3/AXL/TRIM22/RNASEK/TRIM5/SCARB2/TRIM59/TRIM38",42
"GO:0071357","cellular response to type I interferon","28/2086","83/18870",3.18868006302534e-08,8.13390692598682e-06,NA,"ISG15/USP18/IRF7/IFI27/OAS1/OAS3/IFITM1/PTPN6/TREX1/TBKBP1/TYK2/NLRC5/CDC37/OAS2/TRIM56/IRF3/CACTIN/IRAK1/IFITM2/TTLL12/ZBP1/IFIT1/IFITM3/STAT2/MAVS/IFIH1/SAMHD1/STAT1",28
"GO:0048525","negative regulation of viral process","30/2086","93/18870",3.33547201770971e-08,8.15383930329287e-06,NA,"RSAD2/ISG15/LY6E/MX1/EIF2AK2/OAS1/OAS3/OASL/IFITM1/TRIM28/BST2/OAS2/TNIP1/ISG20/TNF/TRIM25/IFITM2/TRIM62/IFIT1/IFITM3/APOBEC3A/TRIM14/MAVS/IFIT5/IFIH1/TRIM5/ZC3HAV1/STAT1/APOBEC3G/TRIM59",30
"GO:0002764","immune response-regulating signaling pathway","96/2086","500/18870",3.98400585079013e-08,9.34966493063428e-06,NA,"RSAD2/BTNL9/IRF7/EIF2AK2/HSPA1B/TRDC/LIME1/OAS1/OAS3/HLA-DPB1/CYBA/OASL/LAT/PVRIG/LRCH4/HSPA1A/DGKZ/NOD2/CSK/PTPN6/PLA2G6/UNC93B1/IFI35/PRKD2/MYO1G/NINJ1/PYCARD/RNF31/FCHO1/ZC3H12A/NLRP6/LRRC14/STK11/CD81/KCNN4/IRF3/MAPKAPK3/PHPT1/NAGLU/TNIP1/GRAMD4/ZDHHC12/CACTIN/ECSIT/LIMK1/IRF1/DHX58/BAX/TNF/TICAM1/MAP2K7/TRIM25/GPR108/IRAK1/SIRT2/BAG6/PLD2/EP300/CPTP/FLOT1/TRBC1/RELA/NLRX1/HRAS/PTPRS/TNIP2/PIK3CD/VAV1/NLRP1/DDX60/SRC/NFKBID/CD79B/NR1D1/VAV2/ADA/NOP53/STAP1/TLR5/NFKBIL1/MAVS/MAPKAPK2/IGHG1/GBP1/IFIH1/IGHG3/AIM2/TLR7/BTN3A3/NFATC2/CEACAM1/TIFA/NOD1/BTN2A2/PRKCE/PIK3AP1",96
"GO:0140374","antiviral innate immune response","20/2086","48/18870",5.28670590957455e-08,1.17635511651288e-05,NA,"USP18/MX1/EIF2AK2/IFIT3/OAS1/USP20/ATAD3A/NLRP6/DHX58/TNF/UBE2W/TRIM25/USP44/ZBP1/NLRP1/IFIT1/IFIT2/ZDHHC1/MAVS/IFIH1",20
"GO:0002221","pattern recognition receptor signaling pathway","55/2086","236/18870",5.51679991333692e-08,1.17635511651288e-05,NA,"RSAD2/IRF7/EIF2AK2/HSPA1B/OAS1/OAS3/CYBA/OASL/LRCH4/HSPA1A/NOD2/UNC93B1/IFI35/NINJ1/PYCARD/NLRP6/LRRC14/IRF3/MAPKAPK3/NAGLU/TNIP1/GRAMD4/ZDHHC12/CACTIN/ECSIT/IRF1/DHX58/TNF/TICAM1/TRIM25/GPR108/IRAK1/SIRT2/CPTP/FLOT1/RELA/NLRX1/PTPRS/TNIP2/NLRP1/DDX60/SRC/NR1D1/NOP53/TLR5/NFKBIL1/MAVS/MAPKAPK2/IFIH1/AIM2/TLR7/TIFA/NOD1/PRKCE/PIK3AP1",55
"GO:0002697","regulation of immune effector process","79/2086","389/18870",5.61410316385897e-08,1.17635511651288e-05,NA,"RSAD2/JUNB/GRN/KLRB1/PKN1/MIF/RAC2/CD74/UNC13D/TNFRSF4/NOD2/LGALS9/IRF5/ARID5A/TGFB1/PTPN6/TNFRSF1B/GAB2/ITGB2/RARA/MYO18A/PYCARD/RPS19/TREX1/TNFRSF14/SLC7A5/STXBP2/ZBTB7B/ZC3H12A/WAS/BST2/BATF/TRAF2/CD81/JAK3/BCR/IL12RB1/IL4R/DHX58/TNF/ICAM1/TICAM1/IL27RA/GPI/HLA-F/SPHK2/MAD2L2/NLRX1/RIPK3/SASH3/CUEDC2/ACP5/MICA/STX4/VAV1/FES/SERPING1/CARD9/DDX60/EPHB2/NFKBID/AXL/FUT7/IL18/IL4I1/STAP1/CD244/TAP2/ZP3/MAVS/MAPKAPK2/KMT5C/GFER/ANGPT1/SERPINB9/TLR7/CEACAM1/NOD1/CLCF1",79
"GO:0045862","positive regulation of proteolysis","73/2086","350/18870",5.83074237484671e-08,1.17961950045606e-05,NA,"HSPA1B/TNP2/GRN/CTSD/TMEM259/HSPA1A/ATP2A3/LGALS9/ELOB/NDUFA13/TNFRSF1B/FZR1/FURIN/DVL1/PIDD1/PYCARD/VSIR/AURKAIP1/AKT1/ADAM8/CTSL/STUB1/ZC3H12A/AXIN1/OSBPL7/TRAF7/CSNK1D/PRELID1/PLK3/TBC1D10A/TNIP1/GRAMD4/PPM1F/CSNK1E/RAD23A/CCDC22/RACK1/MYH9/BAX/TNF/SGTA/FIS1/KEAP1/SIRT2/ZER1/BAD/HSPBP1/BAG6/BBC3/USP5/BAK1/ENO1/PTK2B/PSENEN/SIRT6/DNAJB2/DDA1/DDRGK1/NLRP1/CARD9/SRC/NLRP2/RCN3/RNF144A/NOP53/CLN6/TRIB3/SMAD3/AIM2/PSME2/NUB1/PMAIP1/NOD1",73
"GO:0060337","type I interferon-mediated signaling pathway","27/2086","82/18870",9.91972594570272e-08,1.93996773744793e-05,NA,"ISG15/USP18/IRF7/IFI27/OAS1/OAS3/IFITM1/PTPN6/TREX1/TBKBP1/TYK2/NLRC5/CDC37/OAS2/TRIM56/IRF3/CACTIN/IRAK1/IFITM2/TTLL12/ZBP1/IFITM3/STAT2/MAVS/IFIH1/SAMHD1/STAT1",27
"GO:0016052","carbohydrate catabolic process","42/2086","163/18870",1.08438150753015e-07,2.05227945312239e-05,NA,"PFKL/GAA/MAN2B1/MAN2C1/GIT1/IDUA/SLC2A6/GAPDH/ALDOA/TREX1/PGD/PPP1CA/RPTOR/GLYCTK/JMJD8/EIF6/GALK1/PRKACA/PYGB/IER3/TPI1/PFKP/BAD/MLST8/PKM/ARL2/EP300/GPI/OGDH/ENO1/SIRT6/IDS/HK3/MGAM/FUT7/NEU4/FOXK1/HEXB/GALE/GALM/SCARB2/GPD2",42
"GO:0044403","biological process involved in symbiotic interaction","67/2086","322/18870",2.21810019197911e-07,4.05335489232986e-05,NA,"LY6E/HSPA1B/IFI27/LGALS1/CD74/IFITM1/HSPA1A/TNFRSF4/FASN/NOD2/LGALS9/GRK2/FURIN/SLC52A2/GPX1/SELPLG/GAPDH/AKT1/TNFRSF14/CHMP1A/ZDHHC8/CTSL/ZC3H12A/NLRP6/SLC1A5/ITGB7/BSG/SMARCA4/CD81/LDLR/TPCN1/VPS18/GAS6/SIVA1/ICAM1/TRIM25/SMPD1/IFITM2/CD4/EP300/P4HB/HYAL2/PI4KA/THOC6/TPCN2/EXOC7/CHMP6/CFL1/ALYREF/CHMP2A/TRIM62/ITGA5/SIGLEC1/IFIT1/IFITM3/CARD9/SRC/AXL/CCL8/TRIM22/APOL1/RNASEK/TRIM5/SCARB2/CHMP5/TRIM59/TRIM38",67
"GO:0045069","regulation of viral genome replication","27/2086","85/18870",2.27988258815213e-07,4.05335489232986e-05,NA,"RSAD2/ISG15/MX1/EIF2AK2/OAS1/OAS3/OASL/IFITM1/TRIM28/NOTCH1/BST2/OAS2/TNIP1/ISG20/RAD23A/TNF/IFITM2/IFIT1/IFITM3/APOBEC3A/ADARB1/MAVS/IFIT5/IFIH1/ZC3HAV1/APOBEC3G/TRIM38",27
"GO:0002758","innate immune response-activating signaling pathway","56/2086","255/18870",3.48194353938946e-07,6.00840080752881e-05,NA,"RSAD2/IRF7/EIF2AK2/HSPA1B/OAS1/OAS3/CYBA/OASL/LRCH4/HSPA1A/NOD2/UNC93B1/IFI35/NINJ1/PYCARD/NLRP6/LRRC14/IRF3/MAPKAPK3/NAGLU/TNIP1/GRAMD4/ZDHHC12/CACTIN/ECSIT/IRF1/DHX58/TNF/TICAM1/TRIM25/GPR108/IRAK1/SIRT2/EP300/CPTP/FLOT1/RELA/NLRX1/PTPRS/TNIP2/NLRP1/DDX60/SRC/NR1D1/NOP53/TLR5/NFKBIL1/MAVS/MAPKAPK2/IFIH1/AIM2/TLR7/TIFA/NOD1/PRKCE/PIK3AP1",56
"GO:0001959","regulation of cytokine-mediated signaling pathway","42/2086","171/18870",4.47882773456321e-07,7.23842269258548e-05,NA,"ISG15/USP18/IRF7/HSPA1B/OAS1/OAS3/SIGIRR/CD74/HSPA1A/GSTP1/PTPN6/PYCARD/MIB2/TREX1/SHARPIN/SPPL2B/NR1H2/NLRP6/ULK1/TNFRSF1A/NLRC5/CDC37/TRAF2/TRIM56/IRF3/CACTIN/AGPAT2/GAS6/IRAK1/PIAS4/TTLL12/ZBP1/SPHK1/AXL/STAP1/PELI3/STAT2/MAVS/MAPKAPK2/ANGPT1/PARP14/SAMHD1",42
"GO:0002218","activation of innate immune response","59/2086","276/18870",4.48901487569335e-07,7.23842269258548e-05,NA,"RSAD2/IRF7/EIF2AK2/HSPA1B/OAS1/OAS3/CYBA/OASL/LRCH4/HSPA1A/NOD2/UNC93B1/IFI35/NINJ1/PYCARD/NLRP6/LRRC14/IRF3/MAPKAPK3/NAGLU/TNIP1/GRAMD4/ZDHHC12/CACTIN/ECSIT/IRF1/DHX58/TNF/TICAM1/TRIM25/GPR108/IRAK1/PQBP1/SIRT2/EP300/CPTP/FLOT1/RELA/NLRX1/PTPRS/TNIP2/ZBP1/NLRP1/DDX60/SRC/NR1D1/NOP53/TLR5/NFKBIL1/MAVS/MAPKAPK2/IFIH1/TRIM5/AIM2/TLR7/TIFA/NOD1/PRKCE/PIK3AP1",59
"GO:0060759","regulation of response to cytokine stimulus","44/2086","183/18870",4.5648822162206e-07,7.23842269258548e-05,NA,"ISG15/USP18/IRF7/HSPA1B/OAS1/OAS3/SIGIRR/CD74/HSPA1A/GSTP1/PTPN6/PYCARD/MIB2/TREX1/SHARPIN/SPPL2B/NR1H2/NLRP6/ULK1/TNFRSF1A/NLRC5/CDC37/TRAF2/TRIM56/IRF3/CACTIN/AGPAT2/GAS6/IRAK1/PIAS4/TTLL12/ZBP1/MAPK7/SPHK1/AXL/STAP1/PELI3/STAT2/MAVS/MAPKAPK2/ANGPT1/PARP14/IFIH1/SAMHD1",44
