"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045069","regulation of viral genome replication","32/1062","85/18870",9.17724848194827e-19,4.40341068070209e-16,NA,"RSAD2/IFIT1/OASL/ISG15/OAS3/IFITM1/MX1/OAS1/EIF2AK2/OAS2/PLSCR1/TOP2A/IFIH1/IFIT5/APOBEC3H/IFITM3/APOBEC3B/APOBEC3A/IFITM2/ISG20/BST2/ADARB1/MAVS/IFI16/ZC3HAV1/TRIM6/APOBEC3C/APOBEC3G/APOBEC3F/TRIM38/LARP1/APOBEC3D",32
"GO:0019079","viral genome replication","38/1062","131/18870",1.53114067799744e-17,6.73446708205874e-15,NA,"RSAD2/IFIT1/OASL/ISG15/OAS3/IFITM1/MX1/IFI27/OAS1/EIF2AK2/OAS2/PLSCR1/TOP2A/IFIH1/IFIT5/APOBEC3H/IFITM3/APOBEC3B/APOBEC3A/CCL2/IFITM2/ISG20/GAS6/CCL8/BST2/ADARB1/MAVS/IFI16/ZC3HAV1/TRIM6/APOBEC3C/APOBEC3G/STOM/ZC3H12A/APOBEC3F/TRIM38/LARP1/APOBEC3D",38
"GO:0002757","immune response-activating signaling pathway","76/1062","473/18870",7.93159766598388e-17,3.22022865238946e-14,NA,"RSAD2/OASL/OAS3/BTNL9/LILRA4/IRF7/DDX60/FPR3/OAS1/EIF2AK2/TLR10/AIM2/IFI35/ZCCHC3/DHX58/HSPA1B/THEMIS2/PLSCR1/GBP1/GBP5/IRF4/TRIM25/TLR3/IFIH1/CD38/HLA-DRB1/FFAR2/FCGR2B/HLA-A/SRC/LILRB4/NECTIN2/TLR7/CD79B/CD40/IRF1/ADA/MYD88/BIRC3/GBP2/NFKBIZ/RIPK2/STAP1/TIFA/COLEC12/LGR4/PTK2/MAVS/CD300A/CACNB4/BTN3A3/BTNL3/IGHG2/C3AR1/LY96/TNFAIP3/LIMK1/PTPN22/LCP2/NMI/PDE4B/CEACAM1/CASP1/TICAM2/BTN3A1/BTN3A2/ZC3H12A/NOD1/BTN2A2/PRKCE/PRKD2/TICAM1/UNC93B1/RBCK1/PIK3AP1/CMTM3",76
"GO:0002764","immune response-regulating signaling pathway","78/1062","500/18870",1.70408524579238e-16,6.42440137663728e-14,NA,"RSAD2/OASL/OAS3/BTNL9/LILRA4/IRF7/DDX60/FPR3/OAS1/EIF2AK2/TLR10/AIM2/IFI35/ZCCHC3/DHX58/HSPA1B/THEMIS2/PLSCR1/GBP1/GBP5/IRF4/TRIM25/TLR3/IFIH1/CD38/HLA-DRB1/FCGR3A/FCGR1A/FFAR2/FCGR2B/HLA-A/SRC/LILRB4/NECTIN2/TLR7/CD79B/CD40/IRF1/ADA/MYD88/BIRC3/GBP2/NFKBIZ/RIPK2/STAP1/TIFA/COLEC12/LGR4/PTK2/MAVS/CD300A/CACNB4/BTN3A3/BTNL3/IGHG2/C3AR1/LY96/TNFAIP3/LIMK1/PTPN22/LCP2/NMI/PDE4B/CEACAM1/CASP1/TICAM2/BTN3A1/BTN3A2/ZC3H12A/NOD1/BTN2A2/PRKCE/PRKD2/TICAM1/UNC93B1/RBCK1/PIK3AP1/CMTM3",78
"GO:0031349","positive regulation of defense response","72/1062","480/18870",2.04229082389669e-14,7.18614064568447e-12,NA,"RSAD2/OASL/OAS3/LILRA4/IRF7/DDX60/OAS1/PARP9/EIF2AK2/LDLR/TLR10/AIM2/IFI35/PTGER3/ZCCHC3/DHX58/HSPA1B/PLSCR1/IFNG/GBP5/IRF4/LAG3/TRIM25/TLR3/IFIH1/APP/ZBP1/FCGR1A/FFAR2/OPTN/SRC/NECTIN2/TLR7/CD40/IDO1/ALOX5AP/IRF1/NLRC5/FFAR3/MYD88/BIRC3/GBP2/NFKBIZ/HLA-F/RIPK2/STAP1/IL15/TIFA/COLEC12/LGR4/LPL/MAVS/CD300A/IFI16/TRIM5/LY96/TNFAIP3/NKG7/PTPN22/CEBPA/TRIM6/NMI/CASP1/TICAM2/NOD1/PRKDC/PRKCE/TICAM1/TRIM56/UNC93B1/PIK3AP1/MDK",72
"GO:0001819","positive regulation of cytokine production","72/1062","499/18870",1.49415861618e-13,4.64177845842608e-11,NA,"RSAD2/ISG15/OAS3/IRF7/STAT1/OAS1/EIF2AK2/EPHB2/OAS2/AIM2/BMPR1A/IL7/ZCCHC3/DHX58/PRKCZ/HSPA1B/LGALS9/IFNG/GBP5/IRF4/MCOLN2/MAPK11/PLCB1/TLR3/IFIH1/AKAP12/APP/FCGR3A/FFAR2/HLA-A/SRC/CLU/TLR7/CD40/IDO1/HEG1/IRF1/FFAR3/CD274/MYD88/HLA-F/RIPK2/IL15/JAK2/LPL/IL12RB1/MAVS/B2M/C3AR1/CD83/IFI16/LY96/CD74/SMAD3/ZC3HAV1/IRF5/PTPN22/TRIM6/PDE4B/CYP1B1/CASP1/HIF1A/TICAM2/BTN3A1/BTN3A2/NOD1/CYBB/PRKD2/TICAM1/TRIM56/UNC93B1/MDK",72
"GO:0045089","positive regulation of innate immune response","57/1062","343/18870",1.49507832120582e-13,4.64177845842608e-11,NA,"RSAD2/OASL/OAS3/LILRA4/IRF7/DDX60/OAS1/PARP9/EIF2AK2/TLR10/AIM2/IFI35/ZCCHC3/DHX58/HSPA1B/PLSCR1/GBP5/IRF4/LAG3/TRIM25/TLR3/IFIH1/ZBP1/FFAR2/SRC/NECTIN2/TLR7/CD40/IRF1/NLRC5/MYD88/BIRC3/GBP2/NFKBIZ/HLA-F/RIPK2/TIFA/COLEC12/LGR4/MAVS/CD300A/IFI16/TRIM5/LY96/TNFAIP3/PTPN22/TRIM6/NMI/CASP1/TICAM2/NOD1/PRKDC/PRKCE/TICAM1/TRIM56/UNC93B1/PIK3AP1",57
"GO:0002833","positive regulation of response to biotic stimulus","59/1062","369/18870",3.09986787084061e-13,9.08950145683153e-11,NA,"RSAD2/OASL/OAS3/LILRA4/IRF7/DDX60/OAS1/PARP9/EIF2AK2/TLR10/AIM2/IFI35/ZCCHC3/DHX58/HSPA1B/PLSCR1/GBP5/IRF4/LAG3/TRIM25/TLR3/IFIH1/ZBP1/HLA-DRB1/FFAR2/SRC/NECTIN2/TLR7/CD40/IRF1/NLRC5/CD274/MYD88/BIRC3/GBP2/NFKBIZ/HLA-F/RIPK2/TIFA/COLEC12/LGR4/MAVS/CD300A/IFI16/TRIM5/LY96/TNFAIP3/PTPN22/TRIM6/NMI/CASP1/TICAM2/NOD1/PRKDC/PRKCE/TICAM1/TRIM56/UNC93B1/PIK3AP1",59
"GO:0002221","pattern recognition receptor signaling pathway","45/1062","236/18870",4.1652812524325e-13,1.15707128685993e-10,NA,"RSAD2/OASL/OAS3/LILRA4/IRF7/DDX60/OAS1/EIF2AK2/TLR10/AIM2/IFI35/ZCCHC3/DHX58/HSPA1B/GBP5/IRF4/TRIM25/TLR3/IFIH1/FFAR2/SRC/TLR7/CD40/IRF1/MYD88/BIRC3/GBP2/NFKBIZ/RIPK2/TIFA/COLEC12/LGR4/MAVS/CD300A/LY96/TNFAIP3/PTPN22/NMI/CASP1/TICAM2/NOD1/PRKCE/TICAM1/UNC93B1/PIK3AP1",45
"GO:0002218","activation of innate immune response","49/1062","276/18870",6.29588841696707e-13,1.66148495323761e-10,NA,"RSAD2/OASL/OAS3/LILRA4/IRF7/DDX60/OAS1/EIF2AK2/TLR10/AIM2/IFI35/ZCCHC3/DHX58/HSPA1B/GBP5/IRF4/TRIM25/TLR3/IFIH1/ZBP1/FFAR2/SRC/TLR7/CD40/IRF1/MYD88/BIRC3/GBP2/NFKBIZ/RIPK2/TIFA/COLEC12/LGR4/MAVS/CD300A/IFI16/TRIM5/LY96/TNFAIP3/PTPN22/NMI/CASP1/TICAM2/NOD1/PRKDC/PRKCE/TICAM1/UNC93B1/PIK3AP1",49
"GO:0048002","antigen processing and presentation of peptide antigen","23/1062","71/18870",2.83767098342789e-12,7.13201307168209e-10,NA,"HLA-C/HLA-DQA2/HLA-DRB1/FCGR1A/FCGR2B/HLA-A/CTSL/HLA-B/HLA-DQB2/TAP1/HLA-F/TAP2/B2M/ACE/CALR/ERAP2/CD74/CLEC4A/HLA-DOB/HLA-DMA/UNC93B1/IFI30/MICA",23
"GO:0140888","interferon-mediated signaling pathway","28/1062","107/18870",4.46076047518709e-12,1.07017699036534e-09,NA,"ISG15/OAS3/IFITM1/USP18/IRF7/STAT1/IFI27/OAS1/PARP9/OAS2/IFNG/IFIH1/PARP14/IFNLR1/STAT2/ZBP1/IFITM3/IFITM2/IRF1/NLRC5/MYD88/JAK2/MAVS/TREX1/SAMHD1/TRIM6/SP100/TRIM56",28
"GO:0019882","antigen processing and presentation","29/1062","116/18870",6.40298037580336e-12,1.43272034023892e-09,NA,"HLA-C/CD1C/RAB8B/HLA-DQA2/HLA-DRB1/FCGR1A/FCGR2B/HLA-A/CTSL/HLA-B/HLA-DQB2/TAP1/HLA-F/TAP2/B2M/ACE/CALR/TREX1/ERAP2/CD74/CLEC4A/HLA-DOB/HLA-DMA/CD68/NOD1/PSME1/UNC93B1/IFI30/MICA",29
"GO:0002758","innate immune response-activating signaling pathway","45/1062","255/18870",6.88764313604798e-12,1.43272034023892e-09,NA,"RSAD2/OASL/OAS3/LILRA4/IRF7/DDX60/OAS1/EIF2AK2/TLR10/AIM2/IFI35/ZCCHC3/DHX58/HSPA1B/GBP5/IRF4/TRIM25/TLR3/IFIH1/FFAR2/SRC/TLR7/CD40/IRF1/MYD88/BIRC3/GBP2/NFKBIZ/RIPK2/TIFA/COLEC12/LGR4/MAVS/CD300A/LY96/TNFAIP3/PTPN22/NMI/CASP1/TICAM2/NOD1/PRKCE/TICAM1/UNC93B1/PIK3AP1",45
"GO:0043122","regulation of canonical NF-kappaB signal transduction","46/1062","265/18870",7.28772832965425e-12,1.43272034023892e-09,NA,"STAT1/MID2/S100B/LGALS9/GOLT1B/TRIM25/TLR3/TLE1/IFIT5/TRIM59/CXXC5/HLA-DRB1/SECTM1/OPTN/LILRB4/RHOC/CD40/TNFSF10/MYD88/BIRC3/CUL1/BST2/TRIM22/RIPK2/TIFA/SHISA5/MAVS/TRIM21/ANGPT1/TRIM5/TNFAIP3/CD74/CARD16/APOL3/TRIM6/CASP1/TICAM2/ZC3H12A/NOD1/PRKCE/TRIM38/TICAM1/SLC35B2/RBCK1/PIM2/TFG",46
"GO:0071706","tumor necrosis factor superfamily cytokine production","38/1062","191/18870",7.32918703797857e-12,1.43272034023892e-09,NA,"OAS3/LILRA4/OAS1/EPHB2/OAS2/LGALS9/IFNG/TLR3/IFIH1/SYT11/AKAP12/APP/FCGR3A/LILRB4/CLU/AXL/CX3CR1/CD274/MYD88/GAS6/GPNMB/RIPK2/JAK2/UBE2J1/LPL/MAVS/ELF4/ANGPT1/TREX1/LY96/TNFAIP3/CLEC4A/PTPN22/TSPO/ZC3H12A/NOD1/CYBB/TICAM1",38
"GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","38/1062","191/18870",7.32918703797857e-12,1.43272034023892e-09,NA,"OAS3/LILRA4/OAS1/EPHB2/OAS2/LGALS9/IFNG/TLR3/IFIH1/SYT11/AKAP12/APP/FCGR3A/LILRB4/CLU/AXL/CX3CR1/CD274/MYD88/GAS6/GPNMB/RIPK2/JAK2/UBE2J1/LPL/MAVS/ELF4/ANGPT1/TREX1/LY96/TNFAIP3/CLEC4A/PTPN22/TSPO/ZC3H12A/NOD1/CYBB/TICAM1",38
"GO:0002237","response to molecule of bacterial origin","56/1062","369/18870",1.07975718580127e-11,2.0353422952354e-09,NA,"CMPK2/EPHB2/TLR10/CXCL10/LGALS9/GBP5/DUSP10/AKAP12/CNP/CHMP5/CCL2/C2/FCGR2B/SRC/AXL/PTGFR/CD40/IDO1/CX3CR1/CXCL11/KMO/CCR5/ABCA1/CD274/MYD88/GBP2/NFKBIZ/GBP3/RIPK2/STAP1/CXCL3/JAK2/PDCD1LG2/CXCL9/CASP7/TAP2/GCH1/PCK2/B2M/ACE/THBD/TRIM5/LY96/TNFAIP3/CARD16/IRF5/CD68/PTPN22/TRIM6/PDE4B/TSPO/CASP1/TICAM2/ZC3H12A/PRKCE/TICAM1",56
"GO:0032640","tumor necrosis factor production","37/1062","186/18870",1.38954144751991e-11,2.42264821833267e-09,NA,"OAS3/LILRA4/OAS1/EPHB2/OAS2/LGALS9/IFNG/TLR3/IFIH1/SYT11/AKAP12/APP/FCGR3A/LILRB4/CLU/AXL/CX3CR1/MYD88/GAS6/GPNMB/RIPK2/JAK2/UBE2J1/LPL/MAVS/ELF4/ANGPT1/TREX1/LY96/TNFAIP3/CLEC4A/PTPN22/TSPO/ZC3H12A/NOD1/CYBB/TICAM1",37
"GO:0032680","regulation of tumor necrosis factor production","37/1062","186/18870",1.38954144751991e-11,2.42264821833267e-09,NA,"OAS3/LILRA4/OAS1/EPHB2/OAS2/LGALS9/IFNG/TLR3/IFIH1/SYT11/AKAP12/APP/FCGR3A/LILRB4/CLU/AXL/CX3CR1/MYD88/GAS6/GPNMB/RIPK2/JAK2/UBE2J1/LPL/MAVS/ELF4/ANGPT1/TREX1/LY96/TNFAIP3/CLEC4A/PTPN22/TSPO/ZC3H12A/NOD1/CYBB/TICAM1",37
"GO:0051251","positive regulation of lymphocyte activation","52/1062","330/18870",1.42292714604609e-11,2.42264821833267e-09,NA,"CD27/TNFSF9/EPHB2/IL2RA/IL7/CD70/PRKCZ/ZBTB16/LGALS9/IFNG/DUSP10/BMI1/CD38/HLA-DQA2/HLA-DRB1/FCGR3A/CDKN1A/CCL2/HLA-A/SRC/LILRB4/AXL/CD40/IRS2/TNFSF13B/PRLR/ADA/CD274/MYD88/GAS6/IL4I1/HLA-DQB2/IL2RG/NFKBIZ/HLA-F/RIPK2/IL15/JAK2/PDCD1LG2/IL12RB1/B2M/CD83/CD74/HLA-DOB/HLA-DMA/PTPN22/TICAM2/SMARCD3/PRKDC/BTN2A2/TICAM1/MDK",52
"GO:0043123","positive regulation of canonical NF-kappaB signal transduction","38/1062","196/18870",1.66025622835865e-11,2.73838511664905e-09,NA,"MID2/S100B/LGALS9/GOLT1B/TRIM25/TLR3/IFIT5/CXXC5/HLA-DRB1/SECTM1/RHOC/CD40/TNFSF10/MYD88/BIRC3/CUL1/BST2/TRIM22/RIPK2/TIFA/SHISA5/MAVS/TRIM21/TRIM5/CD74/CARD16/APOL3/TRIM6/CASP1/TICAM2/NOD1/PRKCE/TRIM38/TICAM1/SLC35B2/RBCK1/PIM2/TFG",38
"GO:0045785","positive regulation of cell adhesion","66/1062","482/18870",1.73187413491123e-11,2.76994899517014e-09,NA,"CD27/CARMIL1/FBLN2/MMRN1/EPHA4/TNFSF9/IL2RA/SMAD7/IL7/CD70/MYO10/PRKCZ/ZBTB16/LGALS9/IFNG/DUSP10/CDK6/GCNT1/BMI1/HLA-DQA2/JUP/HLA-DRB1/CCL2/HLA-A/SRC/LILRB4/TGM2/TNFSF13B/ADA/CD274/RRAS/CSF1/IL4I1/HLA-DQB2/IL2RG/NFKBIZ/P2RY12/RIPK2/IL15/JAK2/PDCD1LG2/ADAM19/IL12RB1/FUT4/CASS4/B2M/CALR/ANGPT1/CD83/ITGA4/CD74/SMAD3/HLA-DOB/RIN2/HLA-DMA/DISC1/PTPN22/PPM1F/SPOCK2/GCNT2/SMARCD3/BTN2A2/PRKCE/PRKD2/ATM/MDK",66
"GO:0045824","negative regulation of innate immune response","25/1062","91/18870",1.95158136161404e-11,3.02954306664673e-09,NA,"ISG15/OAS3/USP18/OAS1/DHX58/LGALS9/DUSP10/PARP14/STAT2/SERPING1/HLA-A/HLA-B/NLRC5/HLA-F/TRIM21/TREX1/SERPINB9/IFI16/SAMHD1/TNFAIP3/NMI/TRAFD1/CEACAM1/PRKDC/MICA",25
"GO:0002697","regulation of immune effector process","57/1062","389/18870",2.94920473873719e-11,4.44740074601568e-09,NA,"RSAD2/HLA-C/CD1C/DDX60/EPHB2/SMAD7/DHX58/PRKCZ/LGALS9/IFNG/DUSP10/IRF4/LAG3/TLR3/DNAJB9/HLA-DRB1/SERPING1/FCGR1A/FFAR2/FCGR2B/HLA-A/LILRB4/NECTIN2/TLR7/AXL/CD40/CX3CR1/HLA-B/FFAR3/MYD88/IL4I1/BST2/NFKBIZ/HLA-F/RIPK2/STAP1/DNASE1/UBE2J1/IL12RB1/TAP2/MAVS/CD300A/B2M/ANGPT1/TREX1/SERPINB9/CD74/IRF5/PTPN22/TRIM6/CEACAM1/TICAM2/ZC3H12A/NOD1/NCF1/TICAM1/MICA",57
"GO:0007249","canonical NF-kappaB signal transduction","48/1062","300/18870",5.06225650698878e-11,7.42183051219077e-09,NA,"STAT1/MID2/S100B/LGALS9/GOLT1B/TRIM25/TLR3/TLE1/IFIT5/TRIM59/CXXC5/HLA-DRB1/SECTM1/OPTN/LILRB4/TLR7/RHOC/CD40/TNFSF10/CX3CR1/MYD88/BIRC3/CUL1/BST2/TRIM22/RIPK2/TIFA/SHISA5/MAVS/TRIM21/ANGPT1/TRIM5/TNFAIP3/CD74/CARD16/APOL3/TRIM6/CASP1/TICAM2/ZC3H12A/NOD1/PRKCE/TRIM38/TICAM1/SLC35B2/RBCK1/PIM2/TFG",48
"GO:0019884","antigen processing and presentation of exogenous antigen","18/1062","49/18870",6.10116377923932e-11,8.70322768292572e-09,NA,"CD1C/HLA-DQA2/HLA-DRB1/FCGR1A/FCGR2B/HLA-A/CTSL/HLA-DQB2/HLA-F/TAP2/B2M/CD74/CLEC4A/HLA-DOB/HLA-DMA/PSME1/UNC93B1/IFI30",18
"GO:0034340","response to type I interferon","24/1062","89/18870",7.56178629819032e-11,1.05029231794338e-08,NA,"IFIT1/ISG15/OAS3/IFITM1/USP18/IRF7/MX1/STAT1/IFI27/OAS1/OAS2/IFIH1/STAT2/ZBP1/IFITM3/IFITM2/NLRC5/MYD88/MAVS/TREX1/SAMHD1/TRIM6/SP100/TRIM56",24
"GO:0071357","cellular response to type I interferon","23/1062","83/18870",1.02606879627294e-10,1.38861310428938e-08,NA,"IFIT1/ISG15/OAS3/IFITM1/USP18/IRF7/STAT1/IFI27/OAS1/OAS2/IFIH1/STAT2/ZBP1/IFITM3/IFITM2/NLRC5/MYD88/MAVS/TREX1/SAMHD1/TRIM6/SP100/TRIM56",23
