"Contributeur","Value","Factor14_abs"
"REXO1L1P",-0.558766603963804,0.558766603963804
"PAK1",-0.558673609792061,0.558673609792061
"SAMD4A",-0.558116248976542,0.558116248976542
"SP140",-0.556627188727415,0.556627188727415
"RNASEL",-0.556440870812145,0.556440870812145
"AL353746.1",-0.556175126096911,0.556175126096911
"SUPT4H1",-0.556053678894476,0.556053678894476
"HERC2P9",-0.553863509603337,0.553863509603337
"TNFRSF1B",-0.553231500778723,0.553231500778723
"MUC16",-0.549019573378114,0.549019573378114
"CD53",-0.548597062350917,0.548597062350917
"PPP1R9A",-0.548075130502187,0.548075130502187
"RPL39",-0.547942203215939,0.547942203215939
"SKA3",-0.547927207699764,0.547927207699764
"TRAFD1",-0.547486789938964,0.547486789938964
"GLRA3",-0.546207007772731,0.546207007772731
"TAGLN",-0.544862794322709,0.544862794322709
"RPS24",-0.544210406976112,0.544210406976112
"CARD16",-0.543463102955699,0.543463102955699
"CAMKK1",-0.541355546325104,0.541355546325104
"ARL1",-0.540303608118935,0.540303608118935
"NCF4",-0.5397369094362,0.5397369094362
"THOC1",-0.538212585006176,0.538212585006176
"ECE1",-0.535966004011328,0.535966004011328
"POM121L10P",-0.535251712097954,0.535251712097954
"DYNC1I2",-0.535148995558581,0.535148995558581
"FGD6",-0.533732386173321,0.533732386173321
"RNF130",-0.53203487177076,0.53203487177076
"STK32A",-0.531589290718676,0.531589290718676
"AC080013.5",-0.531558256042342,0.531558256042342
"SNAP23",-0.530842151484155,0.530842151484155
"NBEAP1",-0.530491432177258,0.530491432177258
"SCO2",-0.52934441251138,0.52934441251138
"NTRK2",-0.528154273870417,0.528154273870417
"NFIL3",-0.52800525249538,0.52800525249538
