Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
Protein Ubiquitination (GO:0016567),8/434,0.000341180874956535,0.00555110504659011,0,0,5.08450704225352,40.5901169638484,HERC5;RNF144A;RNF213;DTX3L;TRIM14;BRCA2;TRIM22;HERC6
Response To Exogenous dsRNA (GO:0043330),3/35,0.000367778743515282,0.00582638956832105,0,0,24.2142857142857,191.487274637107,IFIH1;IFIT1;RIGI
Positive Regulation Of Chromatin Binding (GO:0035563),2/8,0.000435556653661913,0.00672320783344799,0,0,85.1025641025641,658.599014780066,DTX3L;PARP9
Protein Modification By Small Protein Conjugation (GO:0032446),7/364,0.00063468393475568,0.00955199321807298,0,0,5.25463336019339,38.6866255478038,IFIH1;HERC5;RNF144A;RNF213;TRIM14;PML;HERC6
Ubiquitin-Dependent Protein Catabolic Process (GO:0006511),7/367,0.000666145026588803,0.00978095868308437,0,0,5.21004566210046,38.1062904024233,HERC5;RNF144A;RNF213;DTX3L;IFI27;PML;HERC6
Regulation Of Chromatin Binding (GO:0035561),2/10,0.000696375227782124,0.00998137826487711,0,0,63.8205128205128,463.950999106878,DTX3L;PARP9
Regulation Of Type II Interferon-Mediated Signaling Pathway (GO:0060334),2/11,0.000848918370675252,0.0118848571894535,0,0,56.7264957264957,401.144110393655,PARP14;PARP9
Modification-Dependent Protein Catabolic Process (GO:0019941),5/192,0.00103911507823544,0.0141121979840532,0,0,7.0349376114082,48.325700632646,HERC5;RNF144A;RNF213;DTX3L;HERC6
Blood Circulation (GO:0008015),3/50,0.00105489852040265,0.0141121979840532,0,0,16.4738878143133,112.917145612989,CXCL10;STAT1;SERPING1
Negative Regulation Of Innate Immune Response (GO:0045824),3/52,0.00118264359025057,0.0153405934136945,0,0,15.7998939835675,106.491333095133,OAS3;SERPING1;USP18
Negative Regulation Of Viral Transcription (GO:0032897),2/13,0.00119768752565389,0.0153405934136945,0,0,46.4079254079254,312.202943743075,IFITM3;TRIM14
Positive Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042531),3/55,0.00139188917577042,0.017122374364154,0,0,14.8861138861139,97.9073604295734,IL31RA;PARP9;PARP14
Positive Regulation Of Response To Cytokine Stimulus (GO:0060760),2/14,0.00139368163429161,0.017122374364154,0,0,42.5384615384615,279.724686592331,IFIH1;RIGI
Cellular Response To Cytokine Stimulus (GO:0071345),6/308,0.00146899844219356,0.0176867412440105,0,0,5.2670485054591,34.3578761968736,GBP5;STAT1;IL31RA;CCL2;IFIT1;GBP4
Chemokine-Mediated Signaling Pathway (GO:0070098),3/57,0.00154350091845407,0.018218208061047,0,0,14.3333333333333,92.7897303719875,CXCL10;CXCL9;CCL2
Negative Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060339),2/15,0.00160392861667025,0.018218208061047,0,0,39.2642998027613,252.677520008974,OAS3;USP18
Defense Response To Protozoan (GO:0042832),2/15,0.00160392861667025,0.018218208061047,0,0,39.2642998027613,252.677520008974,BATF2;GBP4
Regulation Of Tumor Necrosis Factor Production (GO:0032680),4/127,0.00168973757587822,0.0183296606973672,0,0,8.47111681643132,54.0726807438337,IFIH1;OAS2;OAS3;RIGI
Cellular Response To Chemokine (GO:1990869),3/59,0.00170508471603416,0.0183296606973672,0,0,13.8200371057514,88.0908579875981,CXCL10;CXCL9;CCL2
Negative Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001960),3/59,0.00170508471603416,0.0183296606973672,0,0,13.8200371057514,88.0908579875981,OAS3;PARP14;USP18
Regulation Of Nucleocytoplasmic Transport (GO:0046822),2/16,0.00182831419978963,0.0193095640047957,0,0,36.4578754578755,229.843605955453,IFI27;MX2
Regulation Of Viral Transcription (GO:0046782),2/17,0.0020667247756085,0.0214511778433848,0,0,34.025641025641,210.339372837963,IFITM3;TRIM14
Protein Polyubiquitination (GO:0000209),5/226,0.00213029805535722,0.0217362615139838,0,0,5.94238310708899,36.5545303266038,RNF144A;RNF213;DTX3L;IFI27;TRIM22
Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042509),3/65,0.00225195207566845,0.0225945858258734,0,0,12.4788437369083,76.0705054334075,IL31RA;PARP9;PARP14
Regulation Of RIG-I Signaling Pathway (GO:0039535),2/18,0.00231904739957858,0.0228863366319067,0,0,31.8974358974359,193.508945740531,DDX60;BIRC3
Inflammatory Response (GO:0006954),5/236,0.0025695513882964,0.0249495150928134,0,0,5.68225108225108,33.8890815580678,CXCL10;CXCL9;BLNK;CCL2;SIGLEC1
Neutrophil Chemotaxis (GO:0030593),3/70,0.00278205261143903,0.026584058287084,0,0,11.5446792013956,67.9354298759945,CXCL10;CXCL9;CCL2
Protein Autoubiquitination (GO:0051865),3/71,0.0028964910526098,0.0272451189636109,0,0,11.3743315508021,66.4744969545793,RNF213;DTX3L;BRCA2
Granulocyte Chemotaxis (GO:0071621),3/73,0.00313397741749017,0.0290254523896782,0,0,11.0482374768089,63.6980866215551,CXCL10;CXCL9;CCL2
Regulation Of Cell Population Proliferation (GO:0042127),9/766,0.00345877708622345,0.0315482394834321,0,0,3.20886747167284,18.1841391710739,CXCL10;CXCL9;IFITM1;STAT1;IL31RA;EIF2AK2;ADARB1;IFIT3;PML
Positive Regulation Of Response To Stimulus (GO:0048584),3/77,0.00364402281486878,0.0317927787616088,0,0,10.4489294489294,58.6672597662202,IFIH1;RSAD2;RIGI
Neutrophil Migration (GO:1990266),3/77,0.00364402281486878,0.0317927787616088,0,0,10.4489294489294,58.6672597662202,CXCL10;CXCL9;CCL2
Negative Regulation Of Blood Vessel Morphogenesis (GO:2000181),3/77,0.00364402281486878,0.0317927787616088,0,0,10.4489294489294,58.6672597662202,CXCL10;STAT1;PML
Regulation Of Innate Immune Response (GO:0045088),3/78,0.00377896854962841,0.0324991295268043,0,0,10.3090909090909,57.507244879824,GBP5;PARP9;BIRC3
Regulation Of Cytokine Production (GO:0001817),4/167,0.00453180098777795,0.0384245661217229,0,0,6.37939941879238,34.4272956014213,IFIH1;EIF2AK2;IGF2BP3;RIGI
Negative Regulation Of Catalytic Activity (GO:0043086),2/26,0.00482512460775433,0.0403434029703903,0,0,21.2564102564103,113.379964567182,IFIT1;PARP9
Negative Regulation Of Angiogenesis (GO:0016525),3/86,0.0049687742153235,0.0409753709263664,0,0,9.31168831168831,49.3946151952901,CXCL10;STAT1;PML
Integrated Stress Response Signaling (GO:0140467),2/29,0.0059811421098148,0.0480086340014468,0,0,18.8917378917379,96.709521784955,BATF2;EIF2AK2
Positive Regulation Of Viral Genome Replication (GO:0045070),2/29,0.0059811421098148,0.0480086340014468,0,0,18.8917378917379,96.709521784955,ADARB1;IFIT1
Regulation Of Response To Biotic Stimulus (GO:0002831),2/31,0.00681503274729453,0.0532811651152118,0,0,17.5870910698497,87.7353917884882,HERC5;BIRC3
Receptor Signaling Pathway Via STAT (GO:0097696),2/31,0.00681503274729453,0.0532811651152118,0,0,17.5870910698497,87.7353917884882,STAT1;IL31RA
Regulation Of Defense Response (GO:0031347),3/97,0.00693742832154731,0.0535427160201472,0,0,8.21746338767615,40.8475653112228,HERC5;USP18;BIRC3
Positive Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051281),2/33,0.0076985180810773,0.0572161467260313,0,0,16.4507857733664,80.0614902966969,CXCL10;CXCL9
Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060338),2/33,0.0076985180810773,0.0572161467260313,0,0,16.4507857733664,80.0614902966969,OAS3;USP18
Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900225),2/33,0.0076985180810773,0.0572161467260313,0,0,16.4507857733664,80.0614902966969,GBP5;EIF2AK2
DNA Damage Checkpoint Signaling (GO:0000077),2/34,0.00815860063481851,0.059896068075131,0,0,15.9358974358974,76.630672963083,DTX3L;PARP9
Defense Response To Bacterium (GO:0042742),4/204,0.00909298314165119,0.0653236979026822,0,0,5.18947368421053,24.3918353409725,RNF213;OAS2;OAS3;GBP4
Receptor Signaling Pathway Via JAK-STAT (GO:0007259),2/36,0.00911493459107193,0.0653236979026822,0,0,14.9969834087481,70.4534442364409,STAT1;IL31RA
Negative Regulation Of Endothelial Cell Proliferation (GO:0001937),2/37,0.00961098343707057,0.0680683768131351,0,0,14.5677655677656,67.6650673449927,STAT1;CCL2
Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0033209),2/38,0.0101188194904489,0.070831736433142,0,0,14.1623931623932,65.0529457989275,STAT1;BIRC3
Positive Regulation Of Pattern Recognition Receptor Signaling Pathway (GO:0062208),2/39,0.0106383429632722,0.0736124421136768,0,0,13.7789327789328,62.6016949972359,RSAD2;DDX60
Cellular Response To Molecule Of Bacterial Origin (GO:0071219),3/117,0.0115630994247563,0.0791021119739011,0,0,6.76896787423103,30.1891657750745,CXCL10;CXCL9;CCL2
Positive Regulation Of Viral Process (GO:0048524),2/41,0.0117120559925051,0.0791370183388179,0,0,13.0710059171598,58.1285480417471,ADARB1;IFIT1
Regulation Of Protein Binding (GO:0043393),3/118,0.0118311156984944,0.0791370183388179,0,0,6.70976849237719,29.7713923915614,DTX3L;IFIT1;IFIT2
Cellular Response To Tumor Necrosis Factor (GO:0071356),3/119,0.0121026970781126,0.079399585524148,0,0,6.65158978952082,29.3622920828612,STAT1;CCL2;BIRC3
DNA Integrity Checkpoint Signaling (GO:0031570),2/42,0.012266048926488,0.079399585524148,0,0,12.7435897435897,56.0835200320403,DTX3L;PARP9
Positive Regulation Of Calcium Ion Transmembrane Transport (GO:1904427),2/42,0.012266048926488,0.079399585524148,0,0,12.7435897435897,56.0835200320403,CXCL10;CXCL9
Lymphocyte Chemotaxis (GO:0048247),2/44,0.0134078204637278,0.0847461355975125,0,0,12.1355311355311,52.3274045311501,CXCL10;CCL2
Positive Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001961),2/44,0.0134078204637278,0.0847461355975125,0,0,12.1355311355311,52.3274045311501,PARP14;PARP9
Cellular Response To Lipopolysaccharide (GO:0071222),3/124,0.0135143339158824,0.0847461355975125,0,0,6.37512074702157,27.438547651817,CXCL10;CXCL9;CCL2
Regulation Of Response To External Stimulus (GO:0032101),3/127,0.0144045370561648,0.0887432932951313,0,0,6.21994134897361,26.3738702500045,HERC5;USP18;BIRC3
B Cell Receptor Signaling Pathway (GO:0050853),2/46,0.0145939967379037,0.0887432932951313,0,0,11.5827505827506,48.9619664109026,BLNK;CD38
Protein Sumoylation (GO:0016925),2/46,0.0145939967379037,0.0887432932951313,0,0,11.5827505827506,48.9619664109026,IFIH1;PML
Positive Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050731),3/130,0.0153273481073232,0.0922706356060855,0,0,6.07209326106964,25.3699135791161,IL31RA;PARP9;PARP14
Post-Translational Protein Modification (GO:0043687),2/48,0.0158238144083772,0.0933915320965009,0,0,11.0780379041249,45.9321953789812,PARP9;PARP12
Cellular Defense Response (GO:0006968),2/48,0.0158238144083772,0.0933915320965009,0,0,11.0780379041249,45.9321953789812,LGALS3BP;CXCL9
Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091),4/246,0.0170523184548046,0.0996650068911881,0,0,4.27968682035668,17.4246126670584,TRIM14;EIF2AK2;TRIM22;RIGI
Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051279),2/51,0.0177487210552944,0.101230159971683,0,0,10.3982208267923,41.9198222830743,CXCL10;CXCL9
Negative Regulation Of Cell Population Proliferation (GO:0008285),5/379,0.0179697289898104,0.101230159971683,0,0,3.48413547237077,14.0029727143869,IFITM1;EIF2AK2;ADARB1;IFIT3;PML
Regulation Of Protein Localization To Nucleus (GO:1900180),2/52,0.0184113659012514,0.101230159971683,0,0,10.1897435897436,40.7058561737784,DTX3L;PARP9
Positive Regulation Of Chemokine Production (GO:0032722),2/53,0.0190843619934294,0.101230159971683,0,0,9.9894419306184,39.5470620375227,OAS3;EIF2AK2
Protein K63-linked Ubiquitination (GO:0070534),2/54,0.0197676181154707,0.101230159971683,0,0,9.79684418145957,38.4399767450819,RNF213;TRIM22
CD4-positive, Alpha-Beta T Cell Activation (GO:0035710),1/5,0.0198424566057452,0.101230159971683,0,0,63.0253164556962,247.054914696706,RSAD2
Establishment Of Protein Localization To Telomere (GO:0070200),1/5,0.0198424566057452,0.101230159971683,0,0,63.0253164556962,247.054914696706,BRCA2
Positive Regulation Of Interleukin-18 Production (GO:0032741),1/5,0.0198424566057452,0.101230159971683,0,0,63.0253164556962,247.054914696706,GBP5
PML Body Organization (GO:0030578),1/5,0.0198424566057452,0.101230159971683,0,0,63.0253164556962,247.054914696706,PML
Regulation Of Hematopoietic Stem Cell Proliferation (GO:1902033),1/5,0.0198424566057452,0.101230159971683,0,0,63.0253164556962,247.054914696706,EIF2AK2
Negative Regulation Of Protein Kinase Activity By Regulation Of Protein Phosphorylation (GO:0044387),1/5,0.0198424566057452,0.101230159971683,0,0,63.0253164556962,247.054914696706,ADARB1
Positive Regulation Of Toll-Like Receptor 7 Signaling Pathway (GO:0034157),1/5,0.0198424566057452,0.101230159971683,0,0,63.0253164556962,247.054914696706,RSAD2
Attachment Of GPI Anchor To Protein (GO:0016255),1/5,0.0198424566057452,0.101230159971683,0,0,63.0253164556962,247.054914696706,PGAP1
Mesenchymal Cell Differentiation Involved In Kidney Development (GO:0072161),1/5,0.0198424566057452,0.101230159971683,0,0,63.0253164556962,247.054914696706,STAT1
Detection Of Virus (GO:0009597),1/5,0.0198424566057452,0.101230159971683,0,0,63.0253164556962,247.054914696706,RIGI
Pattern Recognition Receptor Signaling Pathway (GO:0002221),2/56,0.0211645483155655,0.107067715008155,0,0,9.43304843304843,36.3684366613391,IFIH1;RIGI
Signal Transduction In Response To DNA Damage (GO:0042770),2/57,0.0218780426930727,0.10824963644514,0,0,9.26107226107226,35.3983349881409,DTX3L;PARP9
Regulation Of Apoptotic Process (GO:0042981),7/705,0.022647024632006,0.10824963644514,0,0,2.64069552930094,10.0022332230315,CXCL10;STAT1;IL31RA;CD38;IFIT3;IFIT2;BIRC3
Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092),3/152,0.0231008764939404,0.10824963644514,0,0,5.16978994160202,19.4791725199215,TRIM14;EIF2AK2;TRIM22
Regulation Of Hemoglobin Biosynthetic Process (GO:0046984),1/6,0.0237640515542399,0.10824963644514,0,0,50.4177215189873,188.541167525517,EIF2AK2
Negative Regulation Of Response To Type II Interferon (GO:0060331),1/6,0.0237640515542399,0.10824963644514,0,0,50.4177215189873,188.541167525517,PARP14
Adenosine To Inosine Editing (GO:0006382),1/6,0.0237640515542399,0.10824963644514,0,0,50.4177215189873,188.541167525517,ADARB1
Positive Regulation Of Receptor Catabolic Process (GO:2000646),1/6,0.0237640515542399,0.10824963644514,0,0,50.4177215189873,188.541167525517,DTX3L
Negative Regulation Of Type II Interferon-Mediated Signaling Pathway (GO:0060336),1/6,0.0237640515542399,0.10824963644514,0,0,50.4177215189873,188.541167525517,PARP14
Interleukin-9-Mediated Signaling Pathway (GO:0038113),1/6,0.0237640515542399,0.10824963644514,0,0,50.4177215189873,188.541167525517,STAT1
Macrophage Derived Foam Cell Differentiation (GO:0010742),1/6,0.0237640515542399,0.10824963644514,0,0,50.4177215189873,188.541167525517,STAT1
Cellular Response To Interleukin-9 (GO:0071355),1/6,0.0237640515542399,0.10824963644514,0,0,50.4177215189873,188.541167525517,STAT1
Regulation Of Toll-Like Receptor 7 Signaling Pathway (GO:0034155),1/6,0.0237640515542399,0.10824963644514,0,0,50.4177215189873,188.541167525517,RSAD2
Regulation Of MDA-5 Signaling Pathway (GO:0039533),1/6,0.0237640515542399,0.10824963644514,0,0,50.4177215189873,188.541167525517,DDX60
Positive Regulation Of Phagocytosis (GO:0050766),2/60,0.0240775760407768,0.10824963644514,0,0,8.78072502210433,32.7211463617583,CCL2;C2
Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508),6/557,0.0240954340259946,0.10824963644514,0,0,2.85019865600628,10.6190789496435,DTX3L;STAT1;IL31RA;CD38;BRCA2;PARP9
Response To Lipopolysaccharide (GO:0032496),3/159,0.0259477538327855,0.115576472797628,0,0,4.93606393606394,18.0248777317617,CXCL10;CXCL9;CCL2
Positive Regulation Of DNA-templated Transcription (GO:0045893),10/1243,0.0261102995024541,0.115576472797628,0,0,2.16510253736531,7.89271983861704,CXCL10;DTX3L;STAT1;IL31RA;CD38;NCOA7;BRCA2;PARP9;AGRN;RIGI
Cellular Response To Virus (GO:0098586),2/64,0.0271448016014955,0.117305860137913,0,0,8.2125723738627,29.6192148509306,IFIH1;CXCL10
Regulation Of Chemokine (C-C Motif) Ligand 5 Production (GO:0071649),1/7,0.0276701530557868,0.117305860137913,0,0,42.0126582278481,150.716250195238,OAS3
Foam Cell Differentiation (GO:0090077),1/7,0.0276701530557868,0.117305860137913,0,0,42.0126582278481,150.716250195238,STAT1
Negative Regulation Of Osteoblast Proliferation (GO:0033689),1/7,0.0276701530557868,0.117305860137913,0,0,42.0126582278481,150.716250195238,EIF2AK2
Positive Regulation Of T-helper 2 Cell Cytokine Production (GO:2000553),1/7,0.0276701530557868,0.117305860137913,0,0,42.0126582278481,150.716250195238,RSAD2
Regulation Of Apoptotic Cell Clearance (GO:2000425),1/7,0.0276701530557868,0.117305860137913,0,0,42.0126582278481,150.716250195238,CCL2
Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide (GO:0061844),2/65,0.0279350525070476,0.117600710554145,0,0,8.08180708180708,28.9156794822143,CXCL10;CXCL9
Double-Strand Break Repair (GO:0006302),3/168,0.0298728281853988,0.124885017830626,0,0,4.66469893742621,16.3768528688872,DTX3L;BRCA2;PARP9
Regulation Of Endopeptidase Activity (GO:0052548),2/69,0.0311872894154663,0.124997463114986,0,0,7.59778032912361,26.347162146717,SERPING1;BIRC3
Positive Regulation Of Monocyte Chemotactic Protein-1 Production (GO:0071639),1/8,0.0315608212516243,0.124997463114986,0,0,36.0090415913201,124.441441693173,OAS3
Regulation Of Helicase Activity (GO:0051095),1/8,0.0315608212516243,0.124997463114986,0,0,36.0090415913201,124.441441693173,IFIT1
Regulation Of Interleukin-18 Production (GO:0032661),1/8,0.0315608212516243,0.124997463114986,0,0,36.0090415913201,124.441441693173,GBP5
Regulation Of Morphogenesis Of An Epithelium (GO:1905330),1/8,0.0315608212516243,0.124997463114986,0,0,36.0090415913201,124.441441693173,CXCL10
Regulation Of Pattern Recognition Receptor Signaling Pathway (GO:0062207),1/8,0.0315608212516243,0.124997463114986,0,0,36.0090415913201,124.441441693173,BIRC3
Protein poly-ADP-ribosylation (GO:0070212),1/8,0.0315608212516243,0.124997463114986,0,0,36.0090415913201,124.441441693173,PARP9
Positive Regulation Of Dendritic Cell Cytokine Production (GO:0002732),1/8,0.0315608212516243,0.124997463114986,0,0,36.0090415913201,124.441441693173,RIGI
Negative Regulation Of Epithelial Cell Proliferation (GO:0050680),2/70,0.0320227392479154,0.125179798878215,0,0,7.48567119155354,25.7605078449671,STAT1;BRCA2
Protein K48-linked Ubiquitination (GO:0070936),2/70,0.0320227392479154,0.125179798878215,0,0,7.48567119155354,25.7605078449671,DTX3L;IFI27
Negative Regulation Of Protein Binding (GO:0032091),2/71,0.0328669800118058,0.126832833122482,0,0,7.3768115942029,25.1939270591305,IFIT1;IFIT2
Myeloid Leukocyte Differentiation (GO:0002573),2/71,0.0328669800118058,0.126832833122482,0,0,7.3768115942029,25.1939270591305,BATF2;IL31RA
Positive Regulation Of Protein Localization To Nucleus (GO:1900182),2/72,0.0337199299235671,0.126979416107207,0,0,7.27106227106227,24.6464741930871,DTX3L;PARP9
Positive Regulation Of Mesenchymal Cell Proliferation (GO:0002053),1/9,0.0354361161229415,0.126979416107207,0,0,31.506329113924,105.231887498846,STAT1
NAD Biosynthesis Via Nicotinamide Riboside Salvage Pathway (GO:0034356),1/9,0.0354361161229415,0.126979416107207,0,0,31.506329113924,105.231887498846,PARP9
Negative Regulation Of Necroptotic Process (GO:0060546),1/9,0.0354361161229415,0.126979416107207,0,0,31.506329113924,105.231887498846,BIRC3
Type II Interferon-Mediated Signaling Pathway (GO:0060333),1/9,0.0354361161229415,0.126979416107207,0,0,31.506329113924,105.231887498846,STAT1
Negative Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042532),1/9,0.0354361161229415,0.126979416107207,0,0,31.506329113924,105.231887498846,PARP14
Cell Differentiation Involved In Metanephros Development (GO:0072202),1/9,0.0354361161229415,0.126979416107207,0,0,31.506329113924,105.231887498846,STAT1
Positive Regulation Of RIG-I Signaling Pathway (GO:1900246),1/9,0.0354361161229415,0.126979416107207,0,0,31.506329113924,105.231887498846,DDX60
