Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
RIG-I Signaling Pathway (GO:0039529),2/6,0.00958265265128716,0.216350611405349,0,0,18.6513409961686,86.6877181741925,OAS3;RIGI
Regulation Of Hemoglobin Biosynthetic Process (GO:0046984),2/6,0.00958265265128716,0.216350611405349,0,0,18.6513409961686,86.6877181741925,PRMT1;EIF2AK2
Regulation Of Toll-Like Receptor 7 Signaling Pathway (GO:0034155),2/6,0.00958265265128716,0.216350611405349,0,0,18.6513409961686,86.6877181741925,TASL;RSAD2
Pharyngeal Arch Artery Morphogenesis (GO:0061626),2/6,0.00958265265128716,0.216350611405349,0,0,18.6513409961686,86.6877181741925,BMPR2;HES1
Regulation Of MDA-5 Signaling Pathway (GO:0039533),2/6,0.00958265265128716,0.216350611405349,0,0,18.6513409961686,86.6877181741925,DHX58;DDX60
Regulation Of Cell Adhesion Molecule Production (GO:0060353),2/6,0.00958265265128716,0.216350611405349,0,0,18.6513409961686,86.6877181741925,CXCL8;NOTCH4
Negative Regulation Of Viral Entry Into Host Cell (GO:0046597),3/18,0.0108843956323544,0.240776024594506,0,0,7.47063339731286,33.7704387879862,IFITM3;TRIM5;LY6E
Regulation Of RIG-I Signaling Pathway (GO:0039535),3/18,0.0108843956323544,0.240776024594506,0,0,7.47063339731286,33.7704387879862,DHX58;DDX60;OASL
Negative Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000117),5/53,0.0123670071781957,0.270837457202486,0,0,3.89932562620424,17.1286576114584,GPX1;IFI16;LAMP3;IFI6;NAIP
Modification-Dependent Protein Catabolic Process (GO:0019941),11/192,0.0126315001102255,0.272197842217503,0,0,2.28581736723638,9.99259137259235,HERC5;RNF144A;UBL4A;NUB1;RNF126;RNF213;DTX3L;UBE2L6;ISG15;HERC6;TNFSF13B
rRNA Catabolic Process (GO:0016075),3/19,0.0126777077197193,0.272197842217503,0,0,7.00335892514395,30.5900423617699,SLFN12;SLFN13;XRN1
Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:0072332),4/35,0.0128262320071957,0.272713088308335,0,0,4.82506203473945,21.0192383924487,IFI16;DDIT4;CDIP1;PML
Foam Cell Differentiation (GO:0090077),2/7,0.0131843174209358,0.277631299537014,0,0,14.92030651341,64.5859370827678,STAT1;SAMD1
Protein K63-linked Ubiquitination (GO:0070534),5/54,0.0133435113763393,0.27830752299222,0,0,3.81955094176399,16.487951235857,RNF126;RNF213;TRIM5;ZNF598;TRIM22
DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0030330),4/36,0.0141377746684617,0.286682652999362,0,0,4.67403846153846,19.9062858178204,PLK3;SP100;SESN2;PML
Regulation Of Erythrocyte Differentiation (GO:0045646),4/36,0.0141377746684617,0.286682652999362,0,0,4.67403846153846,19.9062858178204,PRMT1;STAT1;INHBA;ACVR1B
Positive Regulation Of Myeloid Cell Differentiation (GO:0045639),4/36,0.0141377746684617,0.286682652999362,0,0,4.67403846153846,19.9062858178204,PRMT1;STAT1;INHBA;ACVR1B
T Cell Mediated Immunity (GO:0002456),3/20,0.014629737176942,0.293936921261495,0,0,6.59105792028904,27.8452359944586,BTN3A3;BTN3A2;MICA
Negative Regulation Of Gene Expression (GO:0010629),16/336,0.0162508813557504,0.310128305863471,0,0,1.88543307086614,7.76724541560737,CCR1;PNPT1;SMAD3;CXCL8;BTN2A2;EIF4A3;EIF2AK2;PARP14;PARP9;MMP8;PARP10;OCLN;TRIM6;LARP1;IGF2BP3;FCGR2B
Positive Regulation Of Tumor Necrosis Factor Production (GO:0032760),6/78,0.0164918474560623,0.310128305863471,0,0,3.12162162162162,12.8139106118476,IFIH1;OAS1;OAS2;OAS3;MMP8;RIGI
Signal Transduction In Response To DNA Damage (GO:0042770),5/57,0.0165812954659822,0.310128305863471,0,0,3.59863643100637,14.7525380692375,DTX3L;SESN2;FBXO6;PARP9;MAP2K6
Post-Transcriptional Regulation Of Gene Expression (GO:0010608),5/57,0.0165812954659822,0.310128305863471,0,0,3.59863643100637,14.7525380692375,LARP1;RPL10;TDRD7;PARP9;ELP5
Retrotransposon Silencing (GO:0010526),3/21,0.0167421026929478,0.310128305863471,0,0,6.22456813819578,25.4574168746086,APOBEC3D;MOV10;APOBEC3G
Positive Regulation Of Blood Coagulation (GO:0030194),3/21,0.0167421026929478,0.310128305863471,0,0,6.22456813819578,25.4574168746086,PLAU;F12;ENPP4
DNA Cytosine Deamination (GO:0070383),2/8,0.017276554025271,0.310128305863471,0,0,12.4329501915709,50.4579466668033,APOBEC3D;APOBEC3G
Regulation Of Dendritic Cell Antigen Processing And Presentation (GO:0002604),2/8,0.017276554025271,0.310128305863471,0,0,12.4329501915709,50.4579466668033,NOD1;FCGR2B
Regulation Of Endothelial Cell Differentiation (GO:0045601),2/8,0.017276554025271,0.310128305863471,0,0,12.4329501915709,50.4579466668033,CEACAM1;NOTCH4
Cellular Response To Muramyl Dipeptide (GO:0071225),2/8,0.017276554025271,0.310128305863471,0,0,12.4329501915709,50.4579466668033,NOD1;CHMP5
Negative Regulation Of Leukocyte Degranulation (GO:0043301),2/8,0.017276554025271,0.310128305863471,0,0,12.4329501915709,50.4579466668033,CEACAM1;FCGR2B
Positive Regulation Of Chromatin Binding (GO:0035563),2/8,0.017276554025271,0.310128305863471,0,0,12.4329501915709,50.4579466668033,DTX3L;PARP9
Positive Regulation Of Monocyte Chemotactic Protein-1 Production (GO:0071639),2/8,0.017276554025271,0.310128305863471,0,0,12.4329501915709,50.4579466668033,OAS1;OAS3
Positive Regulation Of Immune Response (GO:0050778),6/80,0.0184781166746935,0.329000613964056,0,0,3.03694041531879,12.1209397968245,GBP5;TASL;PLSCR1;RSAD2;IFI35;FCGR2B
Glucose Metabolic Process (GO:0006006),5/59,0.0190067993402046,0.335684601250387,0,0,3.46499678869621,13.731638489478,OAS1;DCXR;GAA;GALM;PCK2
Negative Regulation Of Cytokine Production (GO:0001818),10/178,0.0191674420398831,0.335813584538752,0,0,2.23596442468038,8.84221559999218,CD274;CEACAM1;BTN2A2;DHX58;INHBA;XAF1;MMP8;FCGR2B;TRIB2;GBP1
Positive Regulation Of Wound Healing (GO:0090303),4/40,0.020217893820336,0.350094975382778,0,0,4.15384615384615,16.2049315873983,OCLN;F12;PRKCE;ENPP4
Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001236),5/60,0.0203024532327087,0.350094975382778,0,0,3.40182168505868,13.256945205896,SP100;HYAL2;TNFSF10;G0S2;PML
Positive Regulation Of Stress-Activated MAPK Cascade (GO:0032874),7/105,0.0205229392251109,0.350094975382778,0,0,2.67725891130146,10.4043957934663,PRMT1;EIF2AK2;TNIK;MMP8;FCGR2B;MAPK8IP3;NAIP
Positive Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557),6/82,0.0206220327965198,0.350094975382778,0,0,2.95671611461085,11.4761837986477,IFIH1;OAS1;OAS2;OAS3;MMP8;RIGI
Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains (GO:0002460),3/23,0.021451933163417,0.353507138550073,0,0,5.60153550863724,21.5207662084446,BTN3A3;BTN3A2;IL18BP
NAD Biosynthesis Via Nicotinamide Riboside Salvage Pathway (GO:0034356),2/9,0.0218312844631338,0.353507138550073,0,0,10.656267104543,40.7539480192225,PARP10;PARP9
