Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
Positive Regulation Of Nucleocytoplasmic Transport (GO:0046824),3/44,0.00913923960790987,0.384524154642484,0,0,7.49260710223683,35.1791247098431,TRIM28;HYAL2;EMD
Glycosaminoglycan Catabolic Process (GO:0006027),2/15,0.009225224046054,0.384524154642484,0,0,15.6946867565424,73.5423798299613,HYAL2;GUSB
Regulation Of Fibrinolysis (GO:0051917),2/16,0.0104756275208102,0.384524154642484,0,0,14.5729013254786,66.4335422298719,PLAU;F12
Regulation Of Plasminogen Activation (GO:0010755),2/16,0.0104756275208102,0.384524154642484,0,0,14.5729013254786,66.4335422298719,PLAU;F12
Regulation Of Receptor Signaling Pathway Via STAT (GO:1904892),2/17,0.0117964438701311,0.384524154642484,0,0,13.6006872852234,60.3864688911627,TP53INP2;HES1
Regulation Of DNA Methylation-Dependent Heterochromatin Formation (GO:0090308),2/17,0.0117964438701311,0.384524154642484,0,0,13.6006872852234,60.3864688911627,TRIM28;SAMD1
Regulation Of Mitochondrial Outer Membrane Permeabilization Involved In Apoptotic Signaling Pathway (GO:1901028),2/18,0.0131861874799938,0.384524154642484,0,0,12.75,55.1894638536014,SLC25A5;SLC25A6
Negative Regulation Of DNA-templated Transcription, Elongation (GO:0032785),2/18,0.0131861874799938,0.384524154642484,0,0,12.75,55.1894638536014,RECQL5;NELFA
RNA Modification (GO:0009451),3/51,0.0136723927186284,0.384524154642484,0,0,6.39766839378238,27.4612021674109,MEPCE;TSR3;ELP5
Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:0042771),2/19,0.0146433948332494,0.384524154642484,0,0,11.9993935718617,50.6826295072671,DDIT4;CDIP1
Response To Fibroblast Growth Factor (GO:0071774),2/20,0.0161666242170096,0.384524154642484,0,0,11.3321878579611,46.7430809510973,CXCL8;HYAL2
Positive Regulation Of Blood Coagulation (GO:0030194),2/21,0.0177544554426093,0.384524154642484,0,0,10.735214324471,43.2749241105001,PLAU;F12
mRNA Transport (GO:0051028),3/58,0.019277169977709,0.384524154642484,0,0,5.58144135657089,22.0401842031944,NXT1;ALYREF;EIF4A3
Positive Regulation Of Cilium Assembly (GO:0045724),2/22,0.0194054895710846,0.384524154642484,0,0,10.1979381443299,40.2023044647121,PPP1R35;FUZ
mRNA Export From Nucleus (GO:0006406),3/62,0.0229689864415602,0.384524154642484,0,0,5.20198471941688,19.6302635783619,NXT1;ALYREF;EIF4A3
RNA Export From Nucleus (GO:0006405),3/65,0.0259720922784299,0.384524154642484,0,0,4.94952365034264,18.0693877968937,NXT1;ALYREF;EIF4A3
Establishment Or Maintenance Of Apical/Basal Cell Polarity (GO:0035088),2/26,0.0266144044353898,0.384524154642484,0,0,8.49656357388316,30.8111113406371,PARD6A;LLGL1
Response To Reactive Oxygen Species (GO:0000302),3/66,0.0270176860037823,0.384524154642484,0,0,4.8707130520602,17.5894287034307,PLK3;GPX1;HYAL2
GPI Anchor Metabolic Process (GO:0006505),2/27,0.0285611933432688,0.384524154642484,0,0,8.15628865979381,29.0013674506608,PIGQ;TP53INP2
Chaperone Cofactor-Dependent Protein Refolding (GO:0051085),2/27,0.0285611933432688,0.384524154642484,0,0,8.15628865979381,29.0013674506608,SDF2L1;HSPA5
Positive Regulation Of TORC1 Signaling (GO:1904263),2/27,0.0285611933432688,0.384524154642484,0,0,8.15628865979381,29.0013674506608,SESN2;GPR137
Aerobic Electron Transport Chain (GO:0019646),3/68,0.0291755428461572,0.384524154642484,0,0,4.72036667995217,16.6837796163167,NDUFA6;NDUFS7;CYC1
Positive Regulation Of Protein Import Into Nucleus (GO:0042307),2/28,0.0305632223934706,0.384524154642484,0,0,7.84218873909596,27.3532239731398,TRIM28;HYAL2
Mitochondrial ATP Synthesis Coupled Electron Transport (GO:0042775),3/70,0.0314220206793674,0.384524154642484,0,0,4.57899621065656,15.8444548620367,NDUFA6;NDUFS7;CYC1
Regulation Of Cellular Biosynthetic Process (GO:0031326),3/70,0.0314220206793674,0.384524154642484,0,0,4.57899621065656,15.8444548620367,CXCL8;RPL10;ELP5
Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903320),2/29,0.0326192337961978,0.384524154642484,0,0,7.55135547919053,25.8471810460795,DNAJB2;GPS1
Modified Amino Acid Transport (GO:0072337),2/29,0.0326192337961978,0.384524154642484,0,0,7.55135547919053,25.8471810460795,SLC5A6;SLC7A7
Regulation Of Blood Coagulation (GO:0030193),2/29,0.0326192337961978,0.384524154642484,0,0,7.55135547919053,25.8471810460795,PLAU;F12
Negative Regulation Of Growth (GO:0045926),4/124,0.0338356102884207,0.384524154642484,0,0,3.41736111111111,11.5720099201594,DNAJB2;HYAL2;SESN2;OSGIN1
Negative Regulation Of Cell Growth (GO:0030308),4/125,0.0346958964011752,0.384524154642484,0,0,3.38894628099174,11.3907020891863,DNAJB2;HYAL2;SESN2;OSGIN1
GPI Anchor Biosynthetic Process (GO:0006506),2/30,0.0347279889003515,0.384524154642484,0,0,7.28129602356406,24.4666787644392,PIGQ;TP53INP2
Cytoplasmic Translational Initiation (GO:0002183),2/30,0.0347279889003515,0.384524154642484,0,0,7.28129602356406,24.4666787644392,EIF4A1;EIF3I
Embryonic Skeletal System Morphogenesis (GO:0048704),2/30,0.0347279889003515,0.384524154642484,0,0,7.28129602356406,24.4666787644392,EIF4A3;FUZ
Negative Regulation Of Blood Coagulation (GO:0030195),2/30,0.0347279889003515,0.384524154642484,0,0,7.28129602356406,24.4666787644392,PLAU;F12
Ubiquitin-Dependent ERAD Pathway (GO:0030433),3/73,0.0349569801796712,0.384524154642484,0,0,4.3820873427091,14.6959307371418,DNAJB2;HSPA5;DNAJB9
Positive Regulation Of Intracellular Protein Transport (GO:0090316),4/126,0.0355688220849094,0.384524154642484,0,0,3.36099726775956,11.2132474884431,PLK3;TRIM28;HYAL2;EMD
Non-Motile Cilium Assembly (GO:1905515),2/31,0.0368882679194036,0.384524154642484,0,0,7.0298613579808,23.1975703995154,FUZ;ENKD1
Positive Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001238),2/31,0.0368882679194036,0.384524154642484,0,0,7.0298613579808,23.1975703995154,HYAL2;G0S2
'De Novo' Post-Translational Protein Folding (GO:0051084),2/32,0.0390988696860769,0.384524154642484,0,0,6.79518900343643,22.0277040773149,SDF2L1;HSPA5
Regulation Of Transcription By RNA Polymerase I (GO:0006356),2/32,0.0390988696860769,0.384524154642484,0,0,6.79518900343643,22.0277040773149,DDX21;MAF1
Membrane Protein Proteolysis (GO:0033619),2/34,0.0436663285063957,0.384524154642484,0,0,6.36984536082474,19.9451195846475,SPPL2B;CLPP
Mitochondrial Electron Transport, NADH To Ubiquinone (GO:0006120),2/34,0.0436663285063957,0.384524154642484,0,0,6.36984536082474,19.9451195846475,NDUFA6;NDUFS7
Establishment Of Spindle Orientation (GO:0051294),2/35,0.0460208741813538,0.384524154642484,0,0,6.1765073414558,19.0153673201798,LLGL1;ENKD1
Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:0072332),2/35,0.0460208741813538,0.384524154642484,0,0,6.1765073414558,19.0153673201798,DDIT4;CDIP1
DNA-templated Transcription (GO:0006351),5/199,0.0465336439597851,0.384524154642484,0,0,2.64613806876451,8.11723942840689,NR4A2;SNAPC2;TAF13;DDX21;POLRMT
Negative Regulation Of Fibroblast Migration (GO:0010764),1/5,0.0480534454514014,0.384524154642484,0,0,25.3846153846154,77.0535134919584,HYAL2
Negative Regulation Of Glial Cell Proliferation (GO:0060253),1/5,0.0480534454514014,0.384524154642484,0,0,25.3846153846154,77.0535134919584,HES1
DNA Methylation Involved In Embryo Development (GO:0043045),1/5,0.0480534454514014,0.384524154642484,0,0,25.3846153846154,77.0535134919584,PICK1
Golgi Disassembly (GO:0090166),1/5,0.0480534454514014,0.384524154642484,0,0,25.3846153846154,77.0535134919584,PLK3
Regulation Of Glutamate Receptor Signaling Pathway (GO:1900449),1/5,0.0480534454514014,0.384524154642484,0,0,25.3846153846154,77.0535134919584,NECAB2
Attachment Of GPI Anchor To Protein (GO:0016255),1/5,0.0480534454514014,0.384524154642484,0,0,25.3846153846154,77.0535134919584,TP53INP2
Notochord Development (GO:0030903),1/5,0.0480534454514014,0.384524154642484,0,0,25.3846153846154,77.0535134919584,PPP1R35
Basic Amino Acid Transport (GO:0015802),1/5,0.0480534454514014,0.384524154642484,0,0,25.3846153846154,77.0535134919584,SLC7A7
Regulation Of pro-B Cell Differentiation (GO:2000973),1/5,0.0480534454514014,0.384524154642484,0,0,25.3846153846154,77.0535134919584,HES1
Peptidyl-Diphthamide Biosynthetic Process From Peptidyl-Histidine (GO:0017183),1/5,0.0480534454514014,0.384524154642484,0,0,25.3846153846154,77.0535134919584,DPH7
Peptidyl-Diphthamide Metabolic Process (GO:0017182),1/5,0.0480534454514014,0.384524154642484,0,0,25.3846153846154,77.0535134919584,DPH7
Regulation Of Translation In Response To Endoplasmic Reticulum Stress (GO:0036490),1/5,0.0480534454514014,0.384524154642484,0,0,25.3846153846154,77.0535134919584,SESN2
Response To Lithium Ion (GO:0010226),1/5,0.0480534454514014,0.384524154642484,0,0,25.3846153846154,77.0535134919584,IMPA2
Embryonic Brain Development (GO:1990403),1/5,0.0480534454514014,0.384524154642484,0,0,25.3846153846154,77.0535134919584,RPL10
snRNA Modification (GO:0040031),1/5,0.0480534454514014,0.384524154642484,0,0,25.3846153846154,77.0535134919584,MEPCE
Positive Regulation Of Hemoglobin Biosynthetic Process (GO:0046985),1/5,0.0480534454514014,0.384524154642484,0,0,25.3846153846154,77.0535134919584,PRMT1
Positive Regulation Of Protein Catabolic Process In The Vacuole (GO:1904352),1/5,0.0480534454514014,0.384524154642484,0,0,25.3846153846154,77.0535134919584,MARCHF2
Positive Regulation Of Tau-Protein Kinase Activity (GO:1902949),1/5,0.0480534454514014,0.384524154642484,0,0,25.3846153846154,77.0535134919584,NAB2
Positive Regulation Of Transcription Of Notch Receptor Target (GO:0007221),1/5,0.0480534454514014,0.384524154642484,0,0,25.3846153846154,77.0535134919584,NOTCH4
Positive Regulation Of Urine Volume (GO:0035810),1/5,0.0480534454514014,0.384524154642484,0,0,25.3846153846154,77.0535134919584,HYAL2
Radial Glial Cell Differentiation (GO:0060019),1/5,0.0480534454514014,0.384524154642484,0,0,25.3846153846154,77.0535134919584,HES1
Negative Regulation Of Arp2/3 Complex-Mediated Actin Nucleation (GO:0034316),1/5,0.0480534454514014,0.384524154642484,0,0,25.3846153846154,77.0535134919584,PICK1
DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0030330),2/36,0.0484211193778821,0.384524154642484,0,0,5.99454214675561,18.1503898650043,PLK3;SESN2
Ribosomal Small Subunit Biogenesis (GO:0042274),3/84,0.0495834498969151,0.384524154642484,0,0,3.7848781423911,11.3701455101818,TBL3;SPPL2B;TSR3
Spliceosomal snRNP Assembly (GO:0000387),2/37,0.050865952454686,0.384524154642484,0,0,5.82297496318115,17.344088981186,TSSC4;STRAP
Cellular Respiration (GO:0045333),3/85,0.0510399495212423,0.384524154642484,0,0,3.73853153039302,11.122679479872,NDUFA6;NDUFS7;CYC1
Positive Regulation Of Protein Localization (GO:1903829),3/85,0.0510399495212423,0.384524154642484,0,0,3.73853153039302,11.122679479872,NECAB2;PARD6A;SESN2
G2/M Transition Of Mitotic Cell Cycle (GO:0000086),2/38,0.0533542789639779,0.384524154642484,0,0,5.66093928980527,16.5910870915956,PLK3;FBXL15
Regulation Of Protein Import Into Nucleus (GO:0042306),2/38,0.0533542789639779,0.384524154642484,0,0,5.66093928980527,16.5910870915956,TRIM28;HYAL2
Maturation Of SSU-rRNA (GO:0030490),2/38,0.0533542789639779,0.384524154642484,0,0,5.66093928980527,16.5910870915956,SPPL2B;TSR3
Anterograde Axonal Transport (GO:0008089),2/39,0.0558850214458444,0.384524154642484,0,0,5.50766230147673,15.8866254742654,BLOC1S4;MAPK8IP3
Carboxylic Acid Transmembrane Transport (GO:1905039),2/39,0.0558850214458444,0.384524154642484,0,0,5.50766230147673,15.8866254742654,SLC5A6;SLC7A7
ERAD Pathway (GO:0036503),3/89,0.0570710634973898,0.384524154642484,0,0,3.56392336426075,10.2051450813433,DNAJB2;HSPA5;DNAJB9
Regulation Of Centriole Elongation (GO:1903722),1/6,0.0573848327319046,0.384524154642484,0,0,20.3066666666667,58.0359507168085,PPP1R35
Regulation Of Entry Of Bacterium Into Host Cell (GO:2000535),1/6,0.0573848327319046,0.384524154642484,0,0,20.3066666666667,58.0359507168085,CXCL8
Regulation Of Hemoglobin Biosynthetic Process (GO:0046984),1/6,0.0573848327319046,0.384524154642484,0,0,20.3066666666667,58.0359507168085,PRMT1
Negative Regulation Of Oligodendrocyte Differentiation (GO:0048715),1/6,0.0573848327319046,0.384524154642484,0,0,20.3066666666667,58.0359507168085,HES1
Negative Regulation Of Plasminogen Activation (GO:0010757),1/6,0.0573848327319046,0.384524154642484,0,0,20.3066666666667,58.0359507168085,PLAU
Neurotrophin TRK Receptor Signaling Pathway (GO:0048011),1/6,0.0573848327319046,0.384524154642484,0,0,20.3066666666667,58.0359507168085,DDIT4
Peptidyl-Arginine Modification (GO:0018195),1/6,0.0573848327319046,0.384524154642484,0,0,20.3066666666667,58.0359507168085,PRMT1
Cellular Hyperosmotic Response (GO:0071474),1/6,0.0573848327319046,0.384524154642484,0,0,20.3066666666667,58.0359507168085,YBX3
Pharyngeal Arch Artery Morphogenesis (GO:0061626),1/6,0.0573848327319046,0.384524154642484,0,0,20.3066666666667,58.0359507168085,HES1
Ribosome-Associated Ubiquitin-Dependent Protein Catabolic Process (GO:1990116),1/6,0.0573848327319046,0.384524154642484,0,0,20.3066666666667,58.0359507168085,ZNF598
Glucan Catabolic Process (GO:0009251),1/6,0.0573848327319046,0.384524154642484,0,0,20.3066666666667,58.0359507168085,GAA
Positive Regulation Of Mitophagy (GO:1901526),1/6,0.0573848327319046,0.384524154642484,0,0,20.3066666666667,58.0359507168085,SLC25A5
Glutathione Biosynthetic Process (GO:0006750),1/6,0.0573848327319046,0.384524154642484,0,0,20.3066666666667,58.0359507168085,HAGH
Glycogen Catabolic Process (GO:0005980),1/6,0.0573848327319046,0.384524154642484,0,0,20.3066666666667,58.0359507168085,GAA
Vascular Associated Smooth Muscle Cell Development (GO:0097084),1/6,0.0573848327319046,0.384524154642484,0,0,20.3066666666667,58.0359507168085,HES1
Hemostasis (GO:0007599),1/6,0.0573848327319046,0.384524154642484,0,0,20.3066666666667,58.0359507168085,VWF
Positive Regulation Of Protein Localization To Centrosome (GO:1904781),1/6,0.0573848327319046,0.384524154642484,0,0,20.3066666666667,58.0359507168085,PARD6A
Inositol Metabolic Process (GO:0006020),1/6,0.0573848327319046,0.384524154642484,0,0,20.3066666666667,58.0359507168085,IMPA2
Long-Term Synaptic Depression (GO:0060292),1/6,0.0573848327319046,0.384524154642484,0,0,20.3066666666667,58.0359507168085,PICK1
Monoacylglycerol Catabolic Process (GO:0052651),1/6,0.0573848327319046,0.384524154642484,0,0,20.3066666666667,58.0359507168085,FAAH
Notch Signaling Pathway (GO:0007219),2/40,0.0584571191758676,0.384524154642484,0,0,5.36245252306023,15.2264790885291,NOTCH4;HES1
Cell Cycle G2/M Phase Transition (GO:0044839),2/40,0.0584571191758676,0.384524154642484,0,0,5.36245252306023,15.2264790885291,PLK3;FBXL15
Establishment Or Maintenance Of Epithelial Cell Apical/Basal Polarity (GO:0045197),2/40,0.0584571191758676,0.384524154642484,0,0,5.36245252306023,15.2264790885291,PARD6A;LLGL1
Neuron Development (GO:0048666),4/150,0.0603143438012347,0.384524154642484,0,0,2.8050799086758,7.87718424776595,BLOC1S4;PRMT1;STMN3;HS6ST1
protein-RNA Complex Assembly (GO:0022618),4/150,0.0603143438012347,0.384524154642484,0,0,2.8050799086758,7.87718424776595,TSSC4;RPL10;EIF3I;STRAP
Heart Contraction (GO:0060047),2/41,0.0610695279683412,0.384524154642484,0,0,5.22468939994713,14.606884956716,GPX1;GAA
Regulation Of Amide Metabolic Process (GO:0034248),2/41,0.0610695279683412,0.384524154642484,0,0,5.22468939994713,14.606884956716,RPL10;ELP5
Cytoplasmic Translation (GO:0002181),3/93,0.0634238644056201,0.384524154642484,0,0,3.40483592400691,9.39024833354832,EIF4A1;RPL10;EIF3I
Glycolipid Biosynthetic Process (GO:0009247),2/43,0.0664111832568,0.384524154642484,0,0,4.96932361076188,13.4762580831859,PIGQ;TP53INP2
ADP Transport (GO:0015866),1/7,0.0666252138105392,0.384524154642484,0,0,16.9213675213675,45.8344375768437,SLC25A5
Regulation Of Chaperone-Mediated Autophagy (GO:1904714),1/7,0.0666252138105392,0.384524154642484,0,0,16.9213675213675,45.8344375768437,PLK3
Regulation Of Chromosome Condensation (GO:0060623),1/7,0.0666252138105392,0.384524154642484,0,0,16.9213675213675,45.8344375768437,NCAPH2
Regulation Of Cytoplasmic Translational Elongation (GO:1900247),1/7,0.0666252138105392,0.384524154642484,0,0,16.9213675213675,45.8344375768437,DPH7
Negative Regulation Of Inflammatory Response To Wounding (GO:0106015),1/7,0.0666252138105392,0.384524154642484,0,0,16.9213675213675,45.8344375768437,SIGLEC10
IMP Biosynthetic Process (GO:0006188),1/7,0.0666252138105392,0.384524154642484,0,0,16.9213675213675,45.8344375768437,AMPD2
Regulation Of Heterochromatin Formation (GO:0031445),1/7,0.0666252138105392,0.384524154642484,0,0,16.9213675213675,45.8344375768437,SAMD1
UV Protection (GO:0009650),1/7,0.0666252138105392,0.384524154642484,0,0,16.9213675213675,45.8344375768437,GPX1
Regulation Of Mammary Gland Epithelial Cell Proliferation (GO:0033599),1/7,0.0666252138105392,0.384524154642484,0,0,16.9213675213675,45.8344375768437,GPX1
Anterograde Axonal Protein Transport (GO:0099641),1/7,0.0666252138105392,0.384524154642484,0,0,16.9213675213675,45.8344375768437,MAPK8IP3
Regulation Of Mitophagy (GO:1901524),1/7,0.0666252138105392,0.384524154642484,0,0,16.9213675213675,45.8344375768437,SLC25A5
Axo-Dendritic Protein Transport (GO:0099640),1/7,0.0666252138105392,0.384524154642484,0,0,16.9213675213675,45.8344375768437,MAPK8IP3
Nonribosomal Peptide Biosynthetic Process (GO:0019184),1/7,0.0666252138105392,0.384524154642484,0,0,16.9213675213675,45.8344375768437,HAGH
Blood Coagulation, Intrinsic Pathway (GO:0007597),1/7,0.0666252138105392,0.384524154642484,0,0,16.9213675213675,45.8344375768437,F12
Regulation Of Response To Wounding (GO:1903034),1/7,0.0666252138105392,0.384524154642484,0,0,16.9213675213675,45.8344375768437,PLAU
Positive Regulation Of Astrocyte Differentiation (GO:0048711),1/7,0.0666252138105392,0.384524154642484,0,0,16.9213675213675,45.8344375768437,HES1
Dendritic Spine Maintenance (GO:0097062),1/7,0.0666252138105392,0.384524154642484,0,0,16.9213675213675,45.8344375768437,PICK1
Positive Regulation Of Chromosome Condensation (GO:1905821),1/7,0.0666252138105392,0.384524154642484,0,0,16.9213675213675,45.8344375768437,NCAPH2
Establishment Of Planar Polarity (GO:0001736),1/7,0.0666252138105392,0.384524154642484,0,0,16.9213675213675,45.8344375768437,FUZ
Foam Cell Differentiation (GO:0090077),1/7,0.0666252138105392,0.384524154642484,0,0,16.9213675213675,45.8344375768437,SAMD1
Glutathione Catabolic Process (GO:0006751),1/7,0.0666252138105392,0.384524154642484,0,0,16.9213675213675,45.8344375768437,GGT5
Glycoside Catabolic Process (GO:0016139),1/7,0.0666252138105392,0.384524154642484,0,0,16.9213675213675,45.8344375768437,GUSB
Positive Regulation Of Plasminogen Activation (GO:0010756),1/7,0.0666252138105392,0.384524154642484,0,0,16.9213675213675,45.8344375768437,F12
Histone H2A K63-linked Deubiquitination (GO:0070537),1/7,0.0666252138105392,0.384524154642484,0,0,16.9213675213675,45.8344375768437,MPND
Hyperosmotic Response (GO:0006972),1/7,0.0666252138105392,0.384524154642484,0,0,16.9213675213675,45.8344375768437,YBX3
Postsynapse Organization (GO:0099173),1/7,0.0666252138105392,0.384524154642484,0,0,16.9213675213675,45.8344375768437,PICK1
Lipoxygenase Pathway (GO:0019372),1/7,0.0666252138105392,0.384524154642484,0,0,16.9213675213675,45.8344375768437,GPX1
Protein Localization To Presynapse (GO:1905383),1/7,0.0666252138105392,0.384524154642484,0,0,16.9213675213675,45.8344375768437,MAPK8IP3
rRNA Pseudouridine Synthesis (GO:0031118),1/7,0.0666252138105392,0.384524154642484,0,0,16.9213675213675,45.8344375768437,TSR3
Negative Regulation Of Actin Nucleation (GO:0051126),1/7,0.0666252138105392,0.384524154642484,0,0,16.9213675213675,45.8344375768437,PICK1
Protein Modification By Small Protein Conjugation (GO:0032446),7/364,0.0678248085876045,0.384524154642484,0,0,2.01753293910157,5.42883259536157,RNF126;MARCHF2;TRIM28;GPS1;NSMCE1;FBXL15;ZNF598
Monocarboxylic Acid Metabolic Process (GO:0032787),3/97,0.0700890504472112,0.384524154642484,0,0,3.25928784037041,8.66315023731172,GGT5;NAAA;ALKBH7
Hexose Metabolic Process (GO:0019318),2/45,0.0719019560559271,0.384524154642484,0,0,4.73771277871014,12.4718005767175,DCXR;GAA
Zymogen Activation (GO:0031638),2/45,0.0719019560559271,0.384524154642484,0,0,4.73771277871014,12.4718005767175,PLAU;F12
Intracellular Protein Transmembrane Transport (GO:0065002),2/46,0.0747008204655017,0.384524154642484,0,0,4.62980318650422,12.0109326756729,HSPA5;DNLZ
Protein Sumoylation (GO:0016925),2/46,0.0747008204655017,0.384524154642484,0,0,4.62980318650422,12.0109326756729,TRIM28;NSMCE1
Protein Complex Oligomerization (GO:0051259),3/100,0.0752869536183819,0.384524154642484,0,0,3.1580043801079,8.16801543267454,FKRP;PRMT1;SAMD1
Negative Regulation Of Glial Cell Differentiation (GO:0045686),1/8,0.0757754712529478,0.384524154642484,0,0,14.5032967032967,37.4182246664331,HES1
Regulation Of Endothelial Cell Differentiation (GO:0045601),1/8,0.0757754712529478,0.384524154642484,0,0,14.5032967032967,37.4182246664331,NOTCH4
L-arginine Transmembrane Transport (GO:1903826),1/8,0.0757754712529478,0.384524154642484,0,0,14.5032967032967,37.4182246664331,SLC7A7
N-acylphosphatidylethanolamine Metabolic Process (GO:0070292),1/8,0.0757754712529478,0.384524154642484,0,0,14.5032967032967,37.4182246664331,NAAA
Regulation Of Glial Cell Proliferation (GO:0060251),1/8,0.0757754712529478,0.384524154642484,0,0,14.5032967032967,37.4182246664331,HES1
Regulation Of Lysosomal Protein Catabolic Process (GO:1905165),1/8,0.0757754712529478,0.384524154642484,0,0,14.5032967032967,37.4182246664331,MARCHF2
Neuronal Ion Channel Clustering (GO:0045161),1/8,0.0757754712529478,0.384524154642484,0,0,14.5032967032967,37.4182246664331,PICK1
Basic Amino Acid Transmembrane Transport (GO:1990822),1/8,0.0757754712529478,0.384524154642484,0,0,14.5032967032967,37.4182246664331,SLC7A7
Plasminogen Activation (GO:0031639),1/8,0.0757754712529478,0.384524154642484,0,0,14.5032967032967,37.4182246664331,PLAU
Regulation Of Urine Volume (GO:0035809),1/8,0.0757754712529478,0.384524154642484,0,0,14.5032967032967,37.4182246664331,HYAL2
Response To Misfolded Protein (GO:0051788),1/8,0.0757754712529478,0.384524154642484,0,0,14.5032967032967,37.4182246664331,F12
Positive Regulation Of Centriole Replication (GO:0046601),1/8,0.0757754712529478,0.384524154642484,0,0,14.5032967032967,37.4182246664331,PPP1R35
Ubiquitin-Dependent Protein Catabolic Process Via The C-end Degron Rule Pathway (GO:0140627),1/8,0.0757754712529478,0.384524154642484,0,0,14.5032967032967,37.4182246664331,KLHDC3
Vascular Associated Smooth Muscle Cell Differentiation (GO:0035886),1/8,0.0757754712529478,0.384524154642484,0,0,14.5032967032967,37.4182246664331,HES1
Hyaluronan Catabolic Process (GO:0030214),1/8,0.0757754712529478,0.384524154642484,0,0,14.5032967032967,37.4182246664331,HYAL2
Monocyte Activation (GO:0042117),1/8,0.0757754712529478,0.384524154642484,0,0,14.5032967032967,37.4182246664331,HYAL2
Regulation Of RNA Biosynthetic Process (GO:2001141),1/8,0.0757754712529478,0.384524154642484,0,0,14.5032967032967,37.4182246664331,CXCL8
