"Variable","Pvalue","Cor","Padjusted","Significativite"
"DNA_NCX_scale",0.381455143678598,0.152612057972035,0.949247003689761,"Non significatif"
"MDA_IGM",0.184709116873705,0.240586209458039,0.949247003689761,"Non significatif"
"PC_IGM",0.0712097463793658,-0.323167552370385,0.949247003689761,"Non significatif"
"Age",0.670653006804335,0.0744858260250213,0.949247003689761,"Non significatif"
"Age_at_onset",0.241441617570128,-0.310733086900744,0.949247003689761,"Non significatif"
"Average_Weekly_Dose",0.742887301243375,0.257112698756625,0.949247003689761,"Non significatif"
"Disease_duration_in_years",0.0087154007547895,0.631353329726367,0.671563699831791,"Significatif"
"Disease_activity",0.141510763273348,0.38443170967627,0.949247003689761,"Non significatif"
"IFN_ALPHA_KIROU",0.255111551326553,-0.218368004823128,0.949247003689761,"Non significatif"
"IFN_GAMMA_KIROU",0.473062651351636,-0.138691950718689,0.949247003689761,"Non significatif"
"M1_2_BODEWES",0.271446008935381,-0.211191913840774,0.949247003689761,"Non significatif"
"M3_4_BODEWES",0.342151625167647,-0.182948692338161,0.949247003689761,"Non significatif"
"M5_12_BODEWES",0.853292565477824,-0.0359070303275577,0.974086787137385,"Non significatif"
"PRECISESADS_IFN",0.359067593993931,-0.17673736683746,0.949247003689761,"Non significatif"
"CD14HIGHCD16NEG_CLASSICALMONOCYTES",0.760621944469253,-0.0614866229799551,0.949247003689761,"Non significatif"
"CD14LOWCD16POS_NONCLASSICALMONOCYTES",0.378758190757031,-0.17640528149672,0.949247003689761,"Non significatif"
"CD14POS_MONOCYTES",0.651127315939046,-0.0911571436426768,0.949247003689761,"Non significatif"
"CD14POSCD16POS_INTERMEDIATEMONOCYTES",0.512328961058647,-0.131780229993265,0.949247003689761,"Non significatif"
"CD15HIGHCD16NEG_EOSINOPHILS",0.342425425169627,-0.190028640158963,0.949247003689761,"Non significatif"
"CD15LOWCD16HIGH_NEUTROPHILS",0.702064201658932,-0.0771601926766502,0.949247003689761,"Non significatif"
"CD15POSCD14LOW_LDGS",0.782744449807083,-0.0556596440437416,0.949247003689761,"Non significatif"
"CD19POS_BCELLS",0.238559917791056,0.234741663986952,0.949247003689761,"Non significatif"
"CD3NEGCD56POS_NKCELLS",0.170930251797769,0.27137176100677,0.949247003689761,"Non significatif"
"CD3POS_TCELLS",0.284543324102835,0.213674524156092,0.949247003689761,"Non significatif"
"CD3POSCD56POS_NKLIKETCELLS",0.387425287544275,0.173269413581086,0.949247003689761,"Non significatif"
"CD4POS_TCELLS",0.487023854848228,0.139715256923921,0.949247003689761,"Non significatif"
"CD56HIGH_CD16LOW",0.214101483495505,0.247056449920503,0.949247003689761,"Non significatif"
"CD56LOW_CD16HIGH",0.205516031801845,0.251603604491773,0.949247003689761,"Non significatif"
"CD8NEG_CD4NEG_TCELLS",0.0573213874554894,0.587572939584596,0.949247003689761,"Non significatif"
"CD8POS_CD4POS_TCELLS",0.772365646928506,0.0988923628313041,0.949247003689761,"Non significatif"
"CD8POS_TCELLS",0.285308304926367,0.213343309642868,0.949247003689761,"Non significatif"
"LEUKOCYTES",0.653979146671872,0.152703203677979,0.949247003689761,"Non significatif"
"LYMPHOCYTES",0.163041808161656,0.27626571361367,0.949247003689761,"Non significatif"
"MONOCYTES",0.587392520541379,-0.109284537031943,0.949247003689761,"Non significatif"
"PBMC",0.110070331558388,0.508682479199547,0.949247003689761,"Non significatif"
"PMN",0.671860481421425,-0.0854134783985928,0.949247003689761,"Non significatif"
"BASOPHILS",0.292680059387654,0.210179991617801,0.949247003689761,"Non significatif"
"CD1CNEG_CD141NEG",0.992530504466955,0.00320829606714736,0.996648367856698,"Non significatif"
"DC",0.996648367856698,-0.00143957848903202,0.996648367856698,"Non significatif"
"MDC1",0.122714658317882,0.304346664166805,0.949247003689761,"Non significatif"
"MDC2",0.0958320263902032,-0.327099083305192,0.949247003689761,"Non significatif"
"MDC",0.28231486293689,-0.214642619178979,0.949247003689761,"Non significatif"
"PDC",0.290363443173944,0.211168601162427,0.949247003689761,"Non significatif"
"BLC.x",0.169536614034312,0.253084683456067,0.949247003689761,"Non significatif"
"FAS_LIGAND",0.180528191872092,-0.246918121497083,0.949247003689761,"Non significatif"
"GDF_15",0.205865811295856,0.233644608124334,0.949247003689761,"Non significatif"
"IL_1_RA",0.212704605961903,0.230257574149749,0.949247003689761,"Non significatif"
"IL_1_RII",0.703540324396756,0.0711865761701564,0.949247003689761,"Non significatif"
"IP_10",0.36815649039885,0.167366066836351,0.949247003689761,"Non significatif"
"MCP_2",0.732727514878401,-0.0638982558097158,0.949247003689761,"Non significatif"
"MCP_4",0.797179699961391,-0.0481086319831185,0.949247003689761,"Non significatif"
"MIP_1_BETA",0.665614118480026,0.0808147914418382,0.949247003689761,"Non significatif"
"MMP_8",0.680917419583282,-0.0769066403710237,0.949247003689761,"Non significatif"
"TARC",0.716848196636446,-0.0678513803709781,0.949247003689761,"Non significatif"
"TNF_RI",0.614397035509748,0.0941541435710007,0.949247003689761,"Non significatif"
"CHROMATIN",0.412151867909146,0.145335268494128,0.949247003689761,"Non significatif"
"PFLC",0.823443183923648,-0.0391202630832218,0.949247003689761,"Non significatif"
"BLC.y",0.169536614034312,0.253084683456067,0.949247003689761,"Non significatif"
"CXCL16",0.606833395992279,0.096161699787823,0.949247003689761,"Non significatif"
"DCR3",0.919373245378774,-0.0189576844120866,0.981825314534212,"Non significatif"
"ESELECTIN",0.419718635583672,0.150274915888643,0.949247003689761,"Non significatif"
"EGF",0.604798966935669,0.0967034799580138,0.949247003689761,"Non significatif"
"ENA78",0.792521959727287,0.0492376120198522,0.949247003689761,"Non significatif"
"FAS",0.0922487019602644,0.307651432758333,0.949247003689761,"Non significatif"
"FGF21",0.157710289336948,0.260045454535792,0.949247003689761,"Non significatif"
"FGFBASIC",0.466647222803528,-0.135713061884554,0.949247003689761,"Non significatif"
"GCSF",0.883433046524354,-0.0274568824408187,0.9805433723903,"Non significatif"
"GALACTIN3",0.778224908692273,-0.0527138623232635,0.949247003689761,"Non significatif"
"GMCSF",0.652695591893563,-0.113901641429989,0.949247003689761,"Non significatif"
"GROALPHA",0.426609677010562,0.213778991390563,0.949247003689761,"Non significatif"
"GROWTHHORMONE",0.991069217805144,0.00209653542274492,0.996648367856698,"Non significatif"
"HGF",0.903753831179011,0.0226458717779517,0.9805433723903,"Non significatif"
"ITAC",0.558439430009364,-0.109272996014298,0.949247003689761,"Non significatif"
"ICAM1",0.941300747047019,0.0137913983431693,0.995260662482836,"Non significatif"
"IFNGAMMAR1",0.580893972536269,0.103129379542582,0.949247003689761,"Non significatif"
"IFNGAMMA",0.57775283279519,-0.103982292337068,0.949247003689761,"Non significatif"
"IL1RA",0.212704605961903,0.230257574149749,0.949247003689761,"Non significatif"
"IL10",0.614218318331893,-0.141787973924225,0.949247003689761,"Non significatif"
"IL12P70",0.697130970076912,0.105591665149325,0.949247003689761,"Non significatif"
"IL13",0.648585607858807,0.123513129837384,0.949247003689761,"Non significatif"
"IL17A",0.44547310098058,-0.205357187096239,0.949247003689761,"Non significatif"
"IL17F",0.491667123791488,-0.128266667468635,0.949247003689761,"Non significatif"
"IL18BPA",0.662255556265047,0.0816769496738053,0.949247003689761,"Non significatif"
"IL1A",0.644213784865152,-0.0863372609392522,0.949247003689761,"Non significatif"
"IL1B",0.0121366933704541,0.562700190232907,0.671563699831791,"Significatif"
"IL2RALPHA",0.279563647627465,0.200465368412234,0.949247003689761,"Non significatif"
"IL22",0.34393894575616,0.335064542973465,0.949247003689761,"Non significatif"
"IL23",0.183061518138757,-0.245534608378883,0.949247003689761,"Non significatif"
"IL27",0.790521127091919,-0.103753947469818,0.949247003689761,"Non significatif"
"IL28A",0.335461343193488,0.24095106417441,0.949247003689761,"Non significatif"
"IL2",0.738152048458255,-0.0875961577704829,0.949247003689761,"Non significatif"
"IL31",0.803330861062535,0.0492822114054559,0.949247003689761,"Non significatif"
"IL33",0.360547089419766,-0.176202484351565,0.949247003689761,"Non significatif"
"IL5",0.98894947224778,-0.00259418108388864,0.996648367856698,"Non significatif"
"IL6RALPHA",0.900019690682061,-0.0235287912436782,0.9805433723903,"Non significatif"
"IL6",0.73137149988836,-0.0757021640022258,0.949247003689761,"Non significatif"
"IL8",0.664190193079265,0.0811801192268571,0.949247003689761,"Non significatif"
"IL9",0.446965133518986,-0.346118526591952,0.949247003689761,"Non significatif"
"MCSF",0.220416349094819,-0.336258810571398,0.949247003689761,"Non significatif"
"MCP1",0.41271237298963,-0.152524208041038,0.949247003689761,"Non significatif"
"MCP3",0.742214359507541,-0.0626560458469104,0.949247003689761,"Non significatif"
"MIF",0.890850222966236,0.0256990106150769,0.9805433723903,"Non significatif"
"MIG",0.507174958597529,-0.123748109989286,0.949247003689761,"Non significatif"
"MIP1ALPHA",0.535360074112491,-0.124723655638433,0.949247003689761,"Non significatif"
"MIP1BETA",0.665614118480026,0.0808147914418382,0.949247003689761,"Non significatif"
"MIP3A",0.217157335490769,0.228092161167583,0.949247003689761,"Non significatif"
"MMP13",0.781292367853831,0.0612524603218112,0.949247003689761,"Non significatif"
"MMP1",0.186300961905642,-0.243784904908494,0.949247003689761,"Non significatif"
"MMP2",0.256477945443369,0.210158047721969,0.949247003689761,"Non significatif"
"MMP3",0.695157602928883,0.0732984595972419,0.949247003689761,"Non significatif"
"MMP7",0.395097238592767,0.161090160117374,0.949247003689761,"Non significatif"
"MMP9",0.892867437635204,-0.0252213075008414,0.9805433723903,"Non significatif"
"MPO",0.691947031320771,-0.0741096502699349,0.949247003689761,"Non significatif"
"PSELECTIN",0.376258952200387,-0.164592690232883,0.949247003689761,"Non significatif"
"PARC",0.603497250681845,-0.0970505405154174,0.949247003689761,"Non significatif"
"PENTRAXIN3",0.714456978922587,-0.0684491270341669,0.949247003689761,"Non significatif"
"PF4",0.468992840336795,-0.142646943682413,0.949247003689761,"Non significatif"
"RANTES",0.401095117924327,0.156301642593555,0.949247003689761,"Non significatif"
"TACI",0.164158597164893,-0.256205646852375,0.949247003689761,"Non significatif"
"TNFALPHA",0.470281756226694,0.137020843473493,0.949247003689761,"Non significatif"
"TNFRII",0.703009813717805,0.0713199714833357,0.949247003689761,"Non significatif"
"TRAILR3",0.525427059746393,-0.118517035322235,0.949247003689761,"Non significatif"
"TRANCE",0.586654795196452,-0.147112711974617,0.949247003689761,"Non significatif"
"VCAM1",0.975262551985382,0.00580797759437297,0.996648367856698,"Non significatif"
"VEGFC",0.498145385098432,-0.136203111781371,0.949247003689761,"Non significatif"
"VEGFR3",0.810715633767863,0.0448369327525784,0.949247003689761,"Non significatif"
"VEGF",0.072166766406958,0.327429055559843,0.949247003689761,"Non significatif"
