"Contributeur","Value","Factor20_abs"
"FLOT2",-0.606310453384051,0.606310453384051
"CLEC4D",-0.60484769888934,0.60484769888934
"FAM72A",-0.604233045983854,0.604233045983854
"NUDT16",-0.601551082125662,0.601551082125662
"PTPA",-0.598845596077975,0.598845596077975
"S100A9",-0.597671115062517,0.597671115062517
"PREX1",-0.597170128614266,0.597170128614266
"ALDH2",-0.596911746409663,0.596911746409663
"FPR1",-0.596817476711766,0.596817476711766
"ACSL1",-0.595026388639694,0.595026388639694
"BACH1-IT2",-0.59461221716467,0.59461221716467
"MTATP6P11",-0.594412350929933,0.594412350929933
"TRIM22",-0.590458777507663,0.590458777507663
"AAK1",-0.583834675630093,0.583834675630093
"C8orf82",-0.582447373081684,0.582447373081684
"ARHGAP24",-0.580725512622694,0.580725512622694
"CD93",-0.579254760583556,0.579254760583556
"PLSCR1",-0.576914447480777,0.576914447480777
"PIGT",-0.576361241771848,0.576361241771848
"CSF3R",-0.574377778377694,0.574377778377694
"AQP9",-0.573249509417597,0.573249509417597
"ZC3H3",-0.571284719023104,0.571284719023104
"IGHEP2",-0.566754562454344,0.566754562454344
"IFNGR1",-0.563839873672091,0.563839873672091
"HSPA6",-0.559809038904326,0.559809038904326
"MNT",-0.55925699121088,0.55925699121088
"TLR4",-0.558934302958997,0.558934302958997
"PRCP",-0.558125754836108,0.558125754836108
"IL13RA1",-0.557285614603328,0.557285614603328
"ASGR1",-0.552886313784126,0.552886313784126
"BAD",-0.549936486469566,0.549936486469566
"TMEM140",-0.549872904181963,0.549872904181963
"DOCK4",-0.549769225608268,0.549769225608268
"IL17RA",-0.549113282213222,0.549113282213222
"C14orf119",-0.546583452639085,0.546583452639085
"SIPA1L2",-0.54605452906731,0.54605452906731
"PLIN3",-0.544542341786677,0.544542341786677
"STK3",-0.54109590676991,0.54109590676991
"TALDO1",-0.540807524726707,0.540807524726707
"OGFR",-0.539938397918872,0.539938397918872
"SOD2",-0.539579232179282,0.539579232179282
"TIMP2",-0.538650757077954,0.538650757077954
"IFIT5",-0.533214742897764,0.533214742897764
"NCF2",-0.5330523312263,0.5330523312263
"VCAN",-0.532916481534973,0.532916481534973
"TLR8",-0.532864153710343,0.532864153710343
"ABHD17A",-0.532776035969698,0.532776035969698
"AP5Z1",-0.532054194256084,0.532054194256084
"LRRK2",-0.531962964348829,0.531962964348829
"MPHOSPH6",-0.528118461509845,0.528118461509845
"RNF213",-0.527914795536806,0.527914795536806
"R3HDM4",-0.52621428598828,0.52621428598828
"WDR45P1",-0.524275116686345,0.524275116686345
"SLC11A1",-0.522825787933638,0.522825787933638
"TSHZ3",-0.52252274975698,0.52252274975698
"NCOR2",-0.52161425042273,0.52161425042273
"GLYCTK",-0.521376024925125,0.521376024925125
"S100A6",-0.52021920364578,0.52021920364578
"C17orf62",-0.516911585735015,0.516911585735015
"LINC02207",-0.516828317184204,0.516828317184204
"LRP1",-0.516731514327438,0.516731514327438
"BCKDK",-0.514026896791363,0.514026896791363
"FAM157A",-0.513781252757072,0.513781252757072
"ST3GAL2",-0.513613991895773,0.513613991895773
"PKM",-0.512651391525686,0.512651391525686
"BATF2",-0.512026642172709,0.512026642172709
"APOBR",-0.511516536352531,0.511516536352531
"IVNS1ABP",-0.509961430123066,0.509961430123066
"MXD1",-0.50680938435482,0.50680938435482
"G6PD",-0.50622335614455,0.50622335614455
"STAT1",-0.505987446677911,0.505987446677911
"SAMD9L",-0.505812803467909,0.505812803467909
"TET3",-0.50221539218257,0.50221539218257
"ITGB7",-0.50087003150743,0.50087003150743
"MFGE8",-0.500584508314949,0.500584508314949
"ARID5B",-0.500324352899139,0.500324352899139
